sequence:0|latency:0.145815|reception:0.145815|generation:0.0
sequence:1|latency:0.201929|reception:0.208201|generation:0.006272
sequence:2|latency:0.323509|reception:0.345024|generation:0.021515
sequence:3|latency:0.256769|reception:0.433678|generation:0.176909
sequence:4|latency:0.364176|reception:0.551507|generation:0.187331
sequence:5|latency:0.405891|reception:0.659423|generation:0.253532
sequence:6|latency:0.457243|reception:0.793903|generation:0.33666
sequence:7|latency:0.481176|reception:0.93117|generation:0.449994
sequence:8|latency:0.516096|reception:0.991728|generation:0.475632
sequence:9|latency:0.527264|reception:1.078424|generation:0.55116
sequence:10|latency:0.44645|reception:1.150217|generation:0.703767
sequence:11|latency:0.49701|reception:1.21296|generation:0.71595
sequence:12|latency:0.564832|reception:1.313803|generation:0.748971
sequence:13|latency:0.593691|reception:1.425632|generation:0.831941
sequence:14|latency:0.127732|reception:1.912174|generation:1.784442
sequence:15|latency:0.268489|reception:2.059313|generation:1.790824
sequence:16|latency:0.316856|reception:2.124022|generation:1.807166
sequence:17|latency:0.317496|reception:2.231876|generation:1.91438
sequence:18|latency:0.309834|reception:2.316069|generation:2.006235
sequence:19|latency:0.368944|reception:2.430728|generation:2.061784
sequence:20|latency:0.091447|reception:2.554528|generation:2.463081
sequence:21|latency:0.138334|reception:2.647411|generation:2.509077
sequence:22|latency:0.143976|reception:2.744873|generation:2.600897
sequence:23|latency:0.108612|reception:2.848997|generation:2.740385
sequence:24|latency:0.109556|reception:3.237832|generation:3.128276
sequence:25|latency:0.07972|reception:3.33025|generation:3.25053
sequence:26|latency:0.160348|reception:3.468205|generation:3.307857
sequence:27|latency:0.22314|reception:3.540042|generation:3.316902
sequence:28|latency:0.177833|reception:3.673933|generation:3.4961
sequence:29|latency:0.276874|reception:3.815386|generation:3.538512
sequence:30|latency:0.395695|reception:3.949888|generation:3.554193
sequence:31|latency:0.42027|reception:4.093218|generation:3.672948
sequence:32|latency:0.484593|reception:4.209544|generation:3.724951
sequence:33|latency:0.550069|reception:4.308515|generation:3.758446
sequence:34|latency:0.606709|reception:4.429182|generation:3.822473
sequence:35|latency:0.643208|reception:4.535597|generation:3.892389
sequence:36|latency:0.638108|reception:4.674094|generation:4.035986
sequence:37|latency:0.701016|reception:4.738629|generation:4.037613
sequence:38|latency:0.827988|reception:4.883517|generation:4.055529
sequence:39|latency:0.584424|reception:5.008344|generation:4.42392
sequence:40|latency:0.598647|reception:5.101681|generation:4.503034
sequence:41|latency:0.408322|reception:5.187614|generation:4.779292
sequence:42|latency:0.513845|reception:5.302071|generation:4.788226
sequence:43|latency:0.403723|reception:5.36309|generation:4.959367
sequence:44|latency:0.46048|reception:5.488093|generation:5.027613
sequence:45|latency:0.539599|reception:5.576093|generation:5.036494
sequence:46|latency:0.396065|reception:5.642744|generation:5.246679
sequence:47|latency:0.401502|reception:5.751121|generation:5.349619
sequence:48|latency:0.345162|reception:5.829424|generation:5.484262
sequence:49|latency:0.366676|reception:5.914409|generation:5.547733
sequence:50|latency:0.509791|reception:6.062593|generation:5.552802
sequence:51|latency:0.479797|reception:6.159796|generation:5.679999
sequence:52|latency:0.461497|reception:6.318012|generation:5.856515
sequence:53|latency:0.420538|reception:6.381788|generation:5.96125
sequence:54|latency:0.510565|reception:6.533493|generation:6.022928
sequence:55|latency:0.421518|reception:6.608471|generation:6.186953
sequence:56|latency:0.494315|reception:6.7229|generation:6.228585
sequence:57|latency:0.345226|reception:6.789762|generation:6.444536
sequence:58|latency:0.329543|reception:6.99304|generation:6.663497
sequence:59|latency:0.442806|reception:7.123907|generation:6.681101
sequence:60|latency:0.52523|reception:7.23126|generation:6.70603
sequence:61|latency:0.608081|reception:7.316237|generation:6.708156
sequence:62|latency:0.520767|reception:7.41814|generation:6.897373
sequence:63|latency:0.514115|reception:7.508825|generation:6.99471
sequence:64|latency:0.559535|reception:7.590798|generation:7.031263
sequence:65|latency:0.586916|reception:7.655369|generation:7.068453
sequence:66|latency:0.72375|reception:7.803476|generation:7.079726
sequence:67|latency:0.815009|reception:7.900041|generation:7.085032
sequence:68|latency:0.861902|reception:7.986556|generation:7.124654
sequence:69|latency:0.947707|reception:8.103691|generation:7.155984
sequence:70|latency:1.081056|reception:8.239461|generation:7.158405
sequence:71|latency:1.011198|reception:8.368336|generation:7.357138
sequence:72|latency:1.072062|reception:8.451299|generation:7.379237
sequence:73|latency:1.160329|reception:8.551184|generation:7.390855
sequence:74|latency:1.13937|reception:8.642741|generation:7.503371
sequence:75|latency:1.111568|reception:8.731599|generation:7.620031
sequence:76|latency:1.194842|reception:8.836483|generation:7.641641
sequence:77|latency:1.192273|reception:8.912712|generation:7.720439
sequence:78|latency:1.292134|reception:9.050619|generation:7.758485
sequence:79|latency:1.104369|reception:9.120723|generation:8.016354
sequence:80|latency:0.692167|reception:9.231881|generation:8.539714
sequence:81|latency:0.74207|reception:9.327328|generation:8.585258
sequence:82|latency:0.717575|reception:9.404392|generation:8.686817
sequence:83|latency:0.616848|reception:9.476739|generation:8.859891
sequence:84|latency:0.192927|reception:9.600951|generation:9.408024
sequence:85|latency:0.316267|reception:9.732587|generation:9.41632
sequence:86|latency:0.342989|reception:9.85626|generation:9.513271
sequence:87|latency:0.414115|reception:9.968278|generation:9.554163
total run time:9.822463
