sequence:0|latency:0.31931|reception:0.31931|generation:0.0
sequence:1|latency:0.198964|reception:0.429633|generation:0.230669
sequence:2|latency:0.215516|reception:0.491547|generation:0.276031
sequence:3|latency:0.247331|reception:0.59568|generation:0.348349
sequence:4|latency:0.276135|reception:0.701022|generation:0.424887
sequence:5|latency:0.296203|reception:0.834886|generation:0.538683
sequence:6|latency:0.402535|reception:0.954882|generation:0.552347
sequence:7|latency:0.388772|reception:1.023152|generation:0.63438
sequence:8|latency:0.491509|reception:1.171912|generation:0.680403
sequence:9|latency:0.555901|reception:1.299503|generation:0.743602
sequence:10|latency:0.576859|reception:1.39118|generation:0.814321
sequence:11|latency:0.564367|reception:1.532756|generation:0.968389
sequence:12|latency:0.551734|reception:1.645054|generation:1.09332
sequence:13|latency:0.589375|reception:1.781765|generation:1.19239
sequence:14|latency:0.703548|reception:1.935153|generation:1.231605
sequence:15|latency:0.781442|reception:2.053115|generation:1.271673
sequence:16|latency:0.80629|reception:2.169028|generation:1.362738
sequence:17|latency:0.815766|reception:2.244464|generation:1.428698
sequence:18|latency:0.845605|reception:2.369306|generation:1.523701
sequence:19|latency:0.802102|reception:2.487|generation:1.684898
sequence:20|latency:0.819838|reception:2.561384|generation:1.741546
sequence:21|latency:0.838922|reception:2.653488|generation:1.814566
sequence:22|latency:0.841034|reception:2.770974|generation:1.92994
sequence:23|latency:0.918199|reception:2.886244|generation:1.968045
sequence:24|latency:0.766823|reception:3.043285|generation:2.276462
sequence:25|latency:0.828722|reception:3.175914|generation:2.347192
sequence:26|latency:0.941757|reception:3.313836|generation:2.372079
sequence:27|latency:0.987827|reception:3.465398|generation:2.477571
sequence:28|latency:0.705966|reception:3.60072|generation:2.894754
sequence:29|latency:0.703793|reception:3.665829|generation:2.962036
sequence:30|latency:0.846551|reception:3.813817|generation:2.967266
sequence:31|latency:0.827208|reception:3.917966|generation:3.090758
sequence:32|latency:0.876358|reception:4.015163|generation:3.138805
sequence:33|latency:0.89239|reception:4.084598|generation:3.192208
sequence:34|latency:0.972975|reception:4.188514|generation:3.215539
sequence:35|latency:0.862982|reception:4.312585|generation:3.449603
sequence:36|latency:0.970641|reception:4.427971|generation:3.45733
sequence:37|latency:1.06914|reception:4.567219|generation:3.498079
sequence:38|latency:1.122449|reception:4.681356|generation:3.558907
sequence:39|latency:1.128733|reception:4.74615|generation:3.617417
sequence:40|latency:1.059503|reception:4.835163|generation:3.77566
sequence:41|latency:0.842439|reception:4.911665|generation:4.069226
sequence:42|latency:0.952156|reception:5.045491|generation:4.093335
sequence:43|latency:1.022653|reception:5.184807|generation:4.162154
sequence:44|latency:1.039938|reception:5.286596|generation:4.246658
sequence:45|latency:1.064592|reception:5.387982|generation:4.32339
sequence:46|latency:0.955239|reception:5.449543|generation:4.494304
sequence:47|latency:1.077692|reception:5.58817|generation:4.510478
sequence:48|latency:0.592267|reception:5.731764|generation:5.139497
sequence:49|latency:0.640207|reception:5.834373|generation:5.194166
sequence:50|latency:0.459748|reception:5.938034|generation:5.478286
sequence:51|latency:0.490718|reception:6.025274|generation:5.534556
sequence:52|latency:0.378843|reception:6.172337|generation:5.793494
sequence:53|latency:0.417221|reception:6.307755|generation:5.890534
sequence:54|latency:0.424509|reception:6.450099|generation:6.02559
sequence:55|latency:0.349618|reception:6.584529|generation:6.234911
sequence:56|latency:0.467611|reception:6.714057|generation:6.246446
sequence:57|latency:0.229834|reception:6.775334|generation:6.5455
sequence:58|latency:0.269603|reception:6.888438|generation:6.618835
sequence:59|latency:0.408848|reception:7.037261|generation:6.628413
sequence:60|latency:0.418942|reception:7.10428|generation:6.685338
sequence:61|latency:0.481454|reception:7.250907|generation:6.769453
sequence:62|latency:0.428091|reception:7.356937|generation:6.928846
sequence:63|latency:0.373522|reception:7.466643|generation:7.093121
sequence:64|latency:0.57392|reception:8.005716|generation:7.431796
sequence:65|latency:0.702246|reception:8.599592|generation:7.897346
sequence:66|latency:0.903413|reception:8.92277|generation:8.019357
sequence:67|latency:1.05519|reception:9.078172|generation:8.022982
sequence:68|latency:1.088319|reception:9.150368|generation:8.062049
sequence:69|latency:1.160528|reception:9.237994|generation:8.077466
sequence:70|latency:1.213213|reception:9.355885|generation:8.142672
sequence:71|latency:1.304154|reception:9.457693|generation:8.153539
sequence:72|latency:1.403114|reception:9.565312|generation:8.162198
sequence:73|latency:1.504742|reception:9.78363|generation:8.278888
sequence:74|latency:1.535007|reception:9.905005|generation:8.369998
sequence:75|latency:1.507429|reception:9.982911|generation:8.475482
sequence:76|latency:1.641806|reception:10.140616|generation:8.49881
sequence:77|latency:1.661013|reception:10.211882|generation:8.550869
total run time:9.892572
