sequence:0|latency:0.100578|reception:0.100578|generation:0.0
sequence:1|latency:0.186559|reception:0.257366|generation:0.070807
sequence:2|latency:0.222631|reception:0.376788|generation:0.154157
sequence:3|latency:0.310717|reception:0.473274|generation:0.162557
sequence:4|latency:0.133765|reception:0.609591|generation:0.475826
sequence:5|latency:0.144227|reception:0.705991|generation:0.561764
sequence:6|latency:0.201156|reception:0.862972|generation:0.661816
sequence:7|latency:0.18025|reception:0.97826|generation:0.79801
sequence:8|latency:0.229471|reception:1.041097|generation:0.811626
sequence:9|latency:0.207376|reception:1.128736|generation:0.92136
sequence:10|latency:0.282949|reception:1.278881|generation:0.995932
sequence:11|latency:0.240519|reception:1.398783|generation:1.158264
sequence:12|latency:0.3279|reception:1.546395|generation:1.218495
sequence:13|latency:0.325183|reception:1.619024|generation:1.293841
sequence:14|latency:0.172702|reception:1.721582|generation:1.54888
sequence:15|latency:0.235794|reception:1.842529|generation:1.606735
sequence:16|latency:0.240809|reception:1.940486|generation:1.699677
sequence:17|latency:0.240285|reception:2.03101|generation:1.790725
sequence:18|latency:0.239912|reception:2.171791|generation:1.931879
sequence:19|latency:0.129806|reception:2.796456|generation:2.66665
sequence:20|latency:0.096595|reception:2.914527|generation:2.817932
sequence:21|latency:0.178832|reception:3.003073|generation:2.824241
sequence:22|latency:0.086432|reception:3.071452|generation:2.98502
sequence:23|latency:0.130749|reception:3.387489|generation:3.25674
sequence:24|latency:0.246358|reception:3.53159|generation:3.285232
sequence:25|latency:0.184276|reception:3.625843|generation:3.441567
sequence:26|latency:0.12536|reception:3.705734|generation:3.580374
sequence:27|latency:0.086394|reception:3.765773|generation:3.679379
sequence:28|latency:0.163174|reception:3.876238|generation:3.713064
sequence:29|latency:0.273974|reception:3.987251|generation:3.713277
sequence:30|latency:0.255542|reception:4.066339|generation:3.810797
sequence:31|latency:0.139941|reception:4.226228|generation:4.086287
sequence:32|latency:0.214595|reception:4.371942|generation:4.157347
sequence:33|latency:0.117424|reception:4.669212|generation:4.551788
sequence:34|latency:0.144793|reception:5.042636|generation:4.897843
sequence:35|latency:0.194026|reception:5.138926|generation:4.9449
sequence:36|latency:0.228099|reception:5.243265|generation:5.015166
sequence:37|latency:0.301024|reception:5.392791|generation:5.091767
sequence:38|latency:0.118452|reception:5.532449|generation:5.413997
sequence:39|latency:0.095438|reception:5.602854|generation:5.507416
sequence:40|latency:0.179356|reception:6.116962|generation:5.937606
sequence:41|latency:0.188104|reception:6.177001|generation:5.988897
sequence:42|latency:0.274721|reception:6.288438|generation:6.013717
sequence:43|latency:0.294234|reception:6.357824|generation:6.06359
sequence:44|latency:0.229287|reception:6.470687|generation:6.2414
sequence:45|latency:0.076537|reception:6.994688|generation:6.918151
sequence:46|latency:0.135435|reception:7.194683|generation:7.059248
sequence:47|latency:0.208154|reception:7.297586|generation:7.089432
sequence:48|latency:0.248536|reception:7.426723|generation:7.178187
sequence:49|latency:0.26864|reception:7.488894|generation:7.220254
sequence:50|latency:0.334119|reception:7.583491|generation:7.249372
sequence:51|latency:0.452605|reception:7.71963|generation:7.267025
sequence:52|latency:0.487359|reception:7.804975|generation:7.317616
sequence:53|latency:0.320193|reception:7.918592|generation:7.598399
sequence:54|latency:0.145286|reception:8.230311|generation:8.085025
sequence:55|latency:0.189248|reception:8.367262|generation:8.178014
sequence:56|latency:0.143896|reception:8.428336|generation:8.28444
sequence:57|latency:0.150704|reception:8.562004|generation:8.4113
sequence:58|latency:0.119006|reception:9.079511|generation:8.960505
sequence:59|latency:0.12079|reception:9.271245|generation:9.150455
sequence:60|latency:0.133491|reception:9.411435|generation:9.277944
sequence:61|latency:0.199311|reception:9.56879|generation:9.369479
sequence:62|latency:0.211189|reception:9.708061|generation:9.496872
total run time:9.607483
