sequence:0|latency:0.082975|reception:0.082975|generation:0.0
sequence:1|latency:0.098216|reception:0.241794|generation:0.143578
sequence:2|latency:0.16607|reception:0.346945|generation:0.180875
sequence:3|latency:0.229591|reception:0.425428|generation:0.195837
sequence:4|latency:0.16219|reception:0.678163|generation:0.515973
sequence:5|latency:0.221598|reception:0.781069|generation:0.559471
sequence:6|latency:0.298194|reception:0.888025|generation:0.589831
sequence:7|latency:0.356449|reception:1.013657|generation:0.657208
sequence:8|latency:0.242739|reception:1.091558|generation:0.848819
sequence:9|latency:0.201168|reception:1.194462|generation:0.993294
sequence:10|latency:0.250187|reception:1.337898|generation:1.087711
sequence:11|latency:0.100678|reception:1.410279|generation:1.309601
sequence:12|latency:0.131535|reception:1.748846|generation:1.617311
sequence:13|latency:0.204233|reception:1.84896|generation:1.644727
sequence:14|latency:0.242727|reception:1.939278|generation:1.696551
sequence:15|latency:0.277144|reception:1.999577|generation:1.722433
sequence:16|latency:0.322701|reception:2.084166|generation:1.761465
sequence:17|latency:0.430164|reception:2.227069|generation:1.796905
sequence:18|latency:0.170359|reception:2.373017|generation:2.202658
sequence:19|latency:0.279705|reception:2.519384|generation:2.239679
sequence:20|latency:0.272125|reception:2.805089|generation:2.532964
sequence:21|latency:0.142548|reception:2.900534|generation:2.757986
sequence:22|latency:0.121347|reception:3.07669|generation:2.955343
sequence:23|latency:0.216047|reception:3.200054|generation:2.984007
sequence:24|latency:0.091111|reception:3.426638|generation:3.335527
sequence:25|latency:0.191125|reception:3.569815|generation:3.37869
sequence:26|latency:0.272639|reception:3.659234|generation:3.386595
sequence:27|latency:0.299114|reception:3.798849|generation:3.499735
sequence:28|latency:0.361931|reception:3.945497|generation:3.583566
sequence:29|latency:0.406152|reception:4.089981|generation:3.683829
sequence:30|latency:0.477274|reception:4.235933|generation:3.758659
sequence:31|latency:0.392244|reception:4.366011|generation:3.973767
sequence:32|latency:0.461129|reception:4.477733|generation:4.016604
sequence:33|latency:0.39705|reception:4.579236|generation:4.182186
sequence:34|latency:0.113116|reception:4.739925|generation:4.626809
sequence:35|latency:0.173819|reception:4.834565|generation:4.660746
sequence:36|latency:0.261933|reception:4.934147|generation:4.672214
sequence:37|latency:0.315951|reception:5.015977|generation:4.700026
sequence:38|latency:0.248215|reception:5.088941|generation:4.840726
sequence:39|latency:0.151263|reception:5.272669|generation:5.121406
sequence:40|latency:0.07695|reception:5.527469|generation:5.450519
sequence:41|latency:0.141482|reception:5.630173|generation:5.488691
sequence:42|latency:0.097814|reception:5.756969|generation:5.659155
sequence:43|latency:0.142416|reception:6.042508|generation:5.900092
sequence:44|latency:0.183675|reception:6.162748|generation:5.979073
sequence:45|latency:0.245757|reception:6.243814|generation:5.998057
sequence:46|latency:0.348268|reception:6.357296|generation:6.009028
sequence:47|latency:0.273891|reception:6.464306|generation:6.190415
sequence:48|latency:0.339033|reception:6.591939|generation:6.252906
sequence:49|latency:0.455273|reception:6.716009|generation:6.260736
sequence:50|latency:0.517825|reception:6.788694|generation:6.270869
sequence:51|latency:0.52809|reception:6.84838|generation:6.32029
sequence:52|latency:0.330089|reception:6.95616|generation:6.626071
sequence:53|latency:0.178604|reception:7.0834|generation:6.904796
sequence:54|latency:0.238114|reception:7.240867|generation:7.002753
sequence:55|latency:0.109888|reception:7.361917|generation:7.252029
sequence:56|latency:0.177126|reception:7.459764|generation:7.282638
sequence:57|latency:0.187099|reception:7.587738|generation:7.400639
sequence:58|latency:0.231185|reception:7.716261|generation:7.485076
sequence:59|latency:0.21559|reception:7.864261|generation:7.648671
sequence:60|latency:0.276276|reception:7.956618|generation:7.680342
sequence:61|latency:0.349612|reception:8.032571|generation:7.682959
sequence:62|latency:0.37198|reception:8.16425|generation:7.79227
sequence:63|latency:0.391997|reception:8.277504|generation:7.885507
sequence:64|latency:0.355609|reception:8.41859|generation:8.062981
sequence:65|latency:0.33186|reception:8.498896|generation:8.167036
sequence:66|latency:0.280863|reception:8.645696|generation:8.364833
sequence:67|latency:0.109759|reception:8.725705|generation:8.615946
sequence:68|latency:0.079085|reception:8.891185|generation:8.8121
sequence:69|latency:0.237474|reception:9.138119|generation:8.900645
sequence:70|latency:0.143066|reception:9.231673|generation:9.088607
sequence:71|latency:0.085517|reception:9.340985|generation:9.255468
sequence:72|latency:0.100291|reception:9.559417|generation:9.459126
sequence:73|latency:0.065076|reception:9.626013|generation:9.560937
sequence:74|latency:0.122327|reception:9.80408|generation:9.681753
sequence:75|latency:0.168901|reception:9.89832|generation:9.729419
total run time:9.815345
