sequence:0|latency:0.086|reception:0.086|generation:0.0
sequence:1|latency:0.070833|reception:0.46654|generation:0.395707
sequence:2|latency:0.149079|reception:1.570455|generation:1.421376
sequence:3|latency:0.126345|reception:1.865915|generation:1.73957
sequence:4|latency:0.15241|reception:3.011149|generation:2.858739
sequence:5|latency:0.140494|reception:3.3103|generation:3.169806
sequence:6|latency:0.065393|reception:3.403671|generation:3.338278
sequence:7|latency:0.14826|reception:3.653154|generation:3.504894
sequence:8|latency:0.134067|reception:4.685342|generation:4.551275
sequence:9|latency:0.10942|reception:5.421995|generation:5.312575
sequence:10|latency:0.12253|reception:6.369726|generation:6.247196
sequence:11|latency:0.121946|reception:6.59123|generation:6.469284
sequence:12|latency:0.065439|reception:6.660769|generation:6.59533
sequence:13|latency:0.090554|reception:6.725709|generation:6.635155
sequence:14|latency:0.12233|reception:7.320628|generation:7.198298
sequence:15|latency:0.075051|reception:7.385956|generation:7.310905
sequence:16|latency:0.100608|reception:8.158752|generation:8.058144
sequence:17|latency:0.086089|reception:8.780097|generation:8.694008
sequence:18|latency:0.110488|reception:9.134686|generation:9.024198
sequence:19|latency:0.090764|reception:9.726228|generation:9.635464
sequence:20|latency:0.099569|reception:10.380309|generation:10.28074
sequence:21|latency:0.178262|reception:11.615973|generation:11.437711
sequence:22|latency:0.08225|reception:11.982357|generation:11.900107
sequence:23|latency:0.094517|reception:12.091808|generation:11.997291
sequence:24|latency:0.073834|reception:12.55577|generation:12.481936
sequence:25|latency:0.061293|reception:12.93818|generation:12.876887
sequence:26|latency:0.158582|reception:13.462699|generation:13.304117
sequence:27|latency:0.158603|reception:14.536081|generation:14.377478
sequence:28|latency:0.14353|reception:15.93093|generation:15.7874
sequence:29|latency:0.112065|reception:18.086654|generation:17.974589
sequence:30|latency:0.146675|reception:18.928299|generation:18.781624
sequence:31|latency:0.077986|reception:19.222386|generation:19.1444
sequence:32|latency:0.158875|reception:19.685159|generation:19.526284
sequence:33|latency:0.089538|reception:20.173714|generation:20.084176
sequence:34|latency:0.076136|reception:22.322675|generation:22.246539
sequence:35|latency:0.1481|reception:22.673469|generation:22.525369
sequence:36|latency:0.208772|reception:22.806999|generation:22.598227
sequence:37|latency:0.150694|reception:22.908163|generation:22.757469
sequence:38|latency:0.115935|reception:23.493807|generation:23.377872
sequence:39|latency:0.197349|reception:23.581316|generation:23.383967
sequence:40|latency:0.262048|reception:23.674169|generation:23.412121
sequence:41|latency:0.072676|reception:23.891354|generation:23.818678
sequence:42|latency:0.078055|reception:24.128616|generation:24.050561
sequence:43|latency:0.12893|reception:24.341848|generation:24.212918
sequence:44|latency:0.154781|reception:24.869186|generation:24.714405
sequence:45|latency:0.21985|reception:24.958146|generation:24.738296
sequence:46|latency:0.158804|reception:25.223256|generation:25.064452
sequence:47|latency:0.13185|reception:25.459101|generation:25.327251
sequence:48|latency:0.134107|reception:26.188406|generation:26.054299
sequence:49|latency:0.125419|reception:27.821684|generation:27.696265
sequence:50|latency:0.15722|reception:27.914147|generation:27.756927
sequence:51|latency:0.103584|reception:28.198371|generation:28.094787
sequence:52|latency:0.127045|reception:29.218028|generation:29.090983
sequence:53|latency:0.115596|reception:29.83906|generation:29.723464
sequence:54|latency:0.08956|reception:30.364211|generation:30.274651
sequence:55|latency:0.138462|reception:30.744317|generation:30.605855
sequence:56|latency:0.110128|reception:30.869014|generation:30.758886
sequence:57|latency:0.081806|reception:30.979584|generation:30.897778
sequence:58|latency:0.142555|reception:31.269275|generation:31.12672
sequence:59|latency:0.130259|reception:31.37121|generation:31.240951
sequence:60|latency:0.103378|reception:31.474846|generation:31.371468
sequence:61|latency:0.072949|reception:31.536659|generation:31.46371
sequence:62|latency:0.126905|reception:32.227221|generation:32.100316
sequence:63|latency:0.073427|reception:32.895589|generation:32.822162
sequence:64|latency:0.137545|reception:33.878252|generation:33.740707
sequence:65|latency:0.120613|reception:34.474858|generation:34.354245
sequence:66|latency:0.10404|reception:34.564476|generation:34.460436
sequence:67|latency:0.073012|reception:36.405124|generation:36.332112
sequence:68|latency:0.123756|reception:38.401667|generation:38.277911
sequence:69|latency:0.137434|reception:39.578003|generation:39.440569
sequence:70|latency:0.066242|reception:41.742378|generation:41.676136
sequence:71|latency:0.146746|reception:41.840267|generation:41.693521
sequence:72|latency:0.119864|reception:42.120392|generation:42.000528
sequence:73|latency:0.084914|reception:42.308318|generation:42.223404
sequence:74|latency:0.079382|reception:42.489373|generation:42.409991
sequence:75|latency:0.185005|reception:42.643323|generation:42.458318
sequence:76|latency:0.150725|reception:42.869672|generation:42.718947
sequence:77|latency:0.144263|reception:43.645212|generation:43.500949
sequence:78|latency:0.090089|reception:43.938481|generation:43.848392
sequence:79|latency:0.139499|reception:44.082629|generation:43.94313
sequence:80|latency:0.073411|reception:44.71622|generation:44.642809
sequence:81|latency:0.157786|reception:45.277947|generation:45.120161
sequence:82|latency:0.134234|reception:45.799473|generation:45.665239
sequence:83|latency:0.131509|reception:46.276542|generation:46.145033
sequence:84|latency:0.078164|reception:46.425508|generation:46.347344
sequence:85|latency:0.109554|reception:46.658484|generation:46.54893
sequence:86|latency:0.14724|reception:46.749517|generation:46.602277
sequence:87|latency:0.1586|reception:47.214728|generation:47.056128
sequence:88|latency:0.111722|reception:47.594823|generation:47.483101
sequence:89|latency:0.135135|reception:47.934438|generation:47.799303
sequence:90|latency:0.115698|reception:48.72139|generation:48.605692
sequence:91|latency:0.111539|reception:49.532419|generation:49.42088
total run time:49.446419
