sequence:0|latency:0.344525|reception:0.344525|generation:0.0
sequence:1|latency:0.468356|reception:0.478595|generation:0.010239
sequence:2|latency:0.087089|reception:1.450521|generation:1.363432
sequence:3|latency:0.157509|reception:1.730418|generation:1.572909
sequence:4|latency:0.09719|reception:4.099654|generation:4.002464
sequence:5|latency:0.110157|reception:6.119103|generation:6.008946
sequence:6|latency:0.059168|reception:6.535841|generation:6.476673
sequence:7|latency:0.490185|reception:8.366457|generation:7.876272
sequence:8|latency:0.209087|reception:17.826291|generation:17.617204
sequence:9|latency:0.106954|reception:19.460113|generation:19.353159
sequence:10|latency:0.118659|reception:19.931507|generation:19.812848
sequence:11|latency:0.114952|reception:23.631753|generation:23.516801
sequence:12|latency:0.092847|reception:25.000784|generation:24.907937
sequence:13|latency:0.07563|reception:29.772961|generation:29.697331
sequence:14|latency:0.157181|reception:30.135241|generation:29.97806
sequence:15|latency:0.073417|reception:32.873128|generation:32.799711
sequence:16|latency:0.067281|reception:33.984035|generation:33.916754
sequence:17|latency:0.144805|reception:35.433929|generation:35.289124
sequence:18|latency:0.093671|reception:35.980393|generation:35.886722
sequence:19|latency:0.153117|reception:36.360936|generation:36.207819
sequence:20|latency:0.087863|reception:39.230787|generation:39.142924
sequence:21|latency:0.084344|reception:40.299603|generation:40.215259
sequence:22|latency:0.149946|reception:40.899108|generation:40.749162
sequence:23|latency:0.124292|reception:44.570627|generation:44.446335
sequence:24|latency:0.066661|reception:47.48021|generation:47.413549
sequence:25|latency:0.100153|reception:50.591886|generation:50.491733
sequence:26|latency:0.088904|reception:51.88886|generation:51.799956
sequence:27|latency:0.119422|reception:52.078159|generation:51.958737
sequence:28|latency:0.105142|reception:55.344082|generation:55.23894
sequence:29|latency:0.06165|reception:57.254793|generation:57.193143
sequence:30|latency:0.107784|reception:59.202298|generation:59.094514
sequence:31|latency:0.069715|reception:60.323493|generation:60.253778
sequence:32|latency:0.085694|reception:62.311843|generation:62.226149
sequence:33|latency:0.089808|reception:67.191333|generation:67.101525
sequence:34|latency:0.07877|reception:68.640227|generation:68.561457
sequence:35|latency:0.147299|reception:79.805585|generation:79.658286
sequence:36|latency:0.114343|reception:80.603471|generation:80.489128
sequence:37|latency:0.140748|reception:82.845747|generation:82.704999
sequence:38|latency:0.155328|reception:84.082945|generation:83.927617
sequence:39|latency:0.126971|reception:84.662828|generation:84.535857
sequence:40|latency:0.060252|reception:92.002019|generation:91.941767
sequence:41|latency:0.09313|reception:93.942879|generation:93.849749
sequence:42|latency:0.081|reception:99.990418|generation:99.909418
sequence:43|latency:0.065069|reception:100.857789|generation:100.79272
sequence:44|latency:0.109972|reception:101.638825|generation:101.528853
sequence:45|latency:0.12027|reception:110.002587|generation:109.882317
sequence:46|latency:0.106048|reception:115.418434|generation:115.312386
sequence:47|latency:0.098408|reception:117.609128|generation:117.51072
sequence:48|latency:0.085608|reception:118.581468|generation:118.49586
sequence:49|latency:0.109221|reception:130.081733|generation:129.972512
sequence:50|latency:0.111148|reception:132.933637|generation:132.822489
sequence:51|latency:0.092492|reception:139.050977|generation:138.958485
sequence:52|latency:0.145555|reception:140.032553|generation:139.886998
sequence:53|latency:0.073575|reception:144.236286|generation:144.162711
sequence:54|latency:0.101001|reception:146.651597|generation:146.550596
sequence:55|latency:0.067127|reception:152.573921|generation:152.506794
sequence:56|latency:0.085012|reception:153.904844|generation:153.819832
sequence:57|latency:0.095046|reception:159.942937|generation:159.847891
sequence:58|latency:0.06382|reception:166.952574|generation:166.888754
sequence:59|latency:0.131299|reception:177.127122|generation:176.995823
sequence:60|latency:0.131585|reception:178.220962|generation:178.089377
sequence:61|latency:0.134497|reception:179.478936|generation:179.344439
sequence:62|latency:0.121702|reception:180.405319|generation:180.283617
sequence:63|latency:0.096693|reception:184.699247|generation:184.602554
sequence:64|latency:0.080353|reception:184.968548|generation:184.888195
sequence:65|latency:0.084505|reception:188.028769|generation:187.944264
sequence:66|latency:0.098607|reception:191.951731|generation:191.853124
sequence:67|latency:0.105385|reception:193.16049|generation:193.055105
sequence:68|latency:0.099369|reception:193.453555|generation:193.354186
sequence:69|latency:0.076217|reception:213.393598|generation:213.317381
sequence:70|latency:0.131213|reception:215.561971|generation:215.430758
