sequence:0|latency:0.158575|reception:0.158575|generation:0.0
sequence:1|latency:0.140693|reception:0.283656|generation:0.142963
sequence:2|latency:0.143194|reception:0.428965|generation:0.285771
sequence:3|latency:0.114812|reception:0.543511|generation:0.428699
sequence:4|latency:0.143294|reception:0.714768|generation:0.571474
sequence:5|latency:0.114391|reception:0.828793|generation:0.714402
sequence:6|latency:0.064701|reception:0.921979|generation:0.857278
sequence:7|latency:0.139573|reception:1.139703|generation:1.00013
sequence:8|latency:0.102032|reception:1.245015|generation:1.142983
sequence:9|latency:0.092474|reception:1.378313|generation:1.285839
sequence:10|latency:0.08759|reception:1.516284|generation:1.428694
sequence:11|latency:0.13923|reception:1.710758|generation:1.571528
sequence:12|latency:0.066163|reception:1.780662|generation:1.714499
sequence:13|latency:0.136076|reception:1.993313|generation:1.857237
sequence:14|latency:0.07365|reception:2.073773|generation:2.000123
sequence:15|latency:0.077746|reception:2.22071|generation:2.142964
sequence:16|latency:0.122455|reception:2.408262|generation:2.285807
sequence:17|latency:0.103822|reception:2.53248|generation:2.428658
sequence:18|latency:0.109948|reception:2.681509|generation:2.571561
sequence:19|latency:0.068148|reception:2.782524|generation:2.714376
sequence:20|latency:0.079847|reception:2.937112|generation:2.857265
sequence:21|latency:0.091251|reception:3.09136|generation:3.000109
sequence:22|latency:0.077187|reception:3.220178|generation:3.142991
sequence:23|latency:0.154558|reception:3.440342|generation:3.285784
sequence:24|latency:0.107769|reception:3.536467|generation:3.428698
sequence:25|latency:0.101564|reception:3.673053|generation:3.571489
sequence:26|latency:0.134904|reception:3.849405|generation:3.714501
sequence:27|latency:0.139736|reception:3.996937|generation:3.857201
sequence:28|latency:0.153051|reception:4.153175|generation:4.000124
sequence:29|latency:0.082145|reception:4.225126|generation:4.142981
sequence:30|latency:0.166533|reception:4.452372|generation:4.285839
sequence:31|latency:0.175767|reception:4.604466|generation:4.428699
sequence:32|latency:0.151593|reception:4.723119|generation:4.571526
sequence:33|latency:0.073005|reception:4.787353|generation:4.714348
sequence:34|latency:0.153159|reception:5.010813|generation:4.857654
sequence:35|latency:0.135016|reception:5.135143|generation:5.000127
sequence:36|latency:0.070756|reception:5.213736|generation:5.14298
sequence:37|latency:0.117826|reception:5.4036|generation:5.285774
sequence:38|latency:0.155845|reception:5.584461|generation:5.428616
sequence:39|latency:0.093215|reception:5.664765|generation:5.57155
sequence:40|latency:0.14495|reception:5.859449|generation:5.714499
sequence:41|latency:0.105577|reception:5.962826|generation:5.857249
sequence:42|latency:0.156489|reception:6.156615|generation:6.000126
sequence:43|latency:0.079222|reception:6.222139|generation:6.142917
sequence:44|latency:0.127172|reception:6.413008|generation:6.285836
sequence:45|latency:0.061268|reception:6.489942|generation:6.428674
sequence:46|latency:0.115069|reception:6.686539|generation:6.57147
sequence:47|latency:0.067769|reception:6.782261|generation:6.714492
sequence:48|latency:0.129875|reception:6.987085|generation:6.85721
sequence:49|latency:0.111419|reception:7.11154|generation:7.000121
sequence:50|latency:0.148554|reception:7.291512|generation:7.142958
sequence:51|latency:0.106028|reception:7.391859|generation:7.285831
sequence:52|latency:0.140014|reception:7.568705|generation:7.428691
sequence:53|latency:0.153466|reception:7.725007|generation:7.571541
sequence:54|latency:0.123305|reception:7.837801|generation:7.714496
sequence:55|latency:0.075436|reception:7.932636|generation:7.8572
sequence:56|latency:0.074692|reception:8.074809|generation:8.000117
sequence:57|latency:0.093153|reception:8.236131|generation:8.142978
sequence:58|latency:0.133091|reception:8.418923|generation:8.285832
sequence:59|latency:0.117611|reception:8.546209|generation:8.428598
sequence:60|latency:0.15532|reception:8.726866|generation:8.571546
sequence:61|latency:0.161992|reception:8.876491|generation:8.714499
sequence:62|latency:0.087711|reception:8.944944|generation:8.857233
sequence:63|latency:0.111668|reception:9.111788|generation:9.00012
sequence:64|latency:0.071241|reception:9.214185|generation:9.142944
sequence:65|latency:0.128368|reception:9.414173|generation:9.285805
sequence:66|latency:0.079511|reception:9.508199|generation:9.428688
sequence:67|latency:0.089829|reception:9.661379|generation:9.57155
sequence:68|latency:0.128228|reception:9.842629|generation:9.714401
sequence:69|latency:0.066241|reception:9.923469|generation:9.857228
sequence:70|latency:0.137465|reception:10.137553|generation:10.000088
sequence:71|latency:0.059952|reception:10.202909|generation:10.142957
sequence:72|latency:0.075944|reception:10.361732|generation:10.285788
sequence:73|latency:0.076952|reception:10.505639|generation:10.428687
sequence:74|latency:0.092955|reception:10.664501|generation:10.571546
sequence:75|latency:0.147321|reception:10.861642|generation:10.714321
sequence:76|latency:0.074108|reception:10.931366|generation:10.857258
sequence:77|latency:0.066689|reception:11.066805|generation:11.000116
sequence:78|latency:0.083046|reception:11.225959|generation:11.142913
sequence:79|latency:0.070256|reception:11.356083|generation:11.285827
sequence:80|latency:0.140475|reception:11.569159|generation:11.428684
sequence:81|latency:0.143208|reception:11.714763|generation:11.571555
sequence:82|latency:0.085893|reception:11.80045|generation:11.714557
sequence:83|latency:0.115717|reception:11.97297|generation:11.857253
sequence:84|latency:0.143212|reception:12.143327|generation:12.000115
sequence:85|latency:0.068441|reception:12.211379|generation:12.142938
sequence:86|latency:0.080515|reception:12.366338|generation:12.285823
sequence:87|latency:0.084818|reception:12.513501|generation:12.428683
sequence:88|latency:0.128251|reception:12.699766|generation:12.571515
sequence:89|latency:0.157678|reception:12.872074|generation:12.714396
sequence:90|latency:0.077922|reception:12.93514|generation:12.857218
sequence:91|latency:0.15403|reception:13.154151|generation:13.000121
sequence:92|latency:0.109308|reception:13.252278|generation:13.14297
sequence:93|latency:0.130554|reception:13.416375|generation:13.285821
