sequence:0|latency:0.144625|reception:0.144625|generation:0.0
sequence:1|latency:0.112824|reception:2.112949|generation:2.000125
sequence:2|latency:0.067006|reception:4.067134|generation:4.000128
sequence:3|latency:0.114872|reception:6.114939|generation:6.000067
sequence:4|latency:0.13175|reception:8.131877|generation:8.000127
sequence:5|latency:0.089224|reception:10.089348|generation:10.000124
sequence:6|latency:0.069414|reception:12.069484|generation:12.00007
sequence:7|latency:0.091129|reception:14.091194|generation:14.000065
sequence:8|latency:0.098784|reception:16.098891|generation:16.000107
sequence:9|latency:0.127398|reception:18.127524|generation:18.000126
sequence:10|latency:0.146252|reception:20.146343|generation:20.000091
sequence:11|latency:0.089236|reception:22.089318|generation:22.000082
sequence:12|latency:0.069825|reception:24.069952|generation:24.000127
sequence:13|latency:0.111948|reception:26.112043|generation:26.000095
sequence:14|latency:0.078081|reception:28.078126|generation:28.000045
sequence:15|latency:0.152107|reception:30.152231|generation:30.000124
sequence:16|latency:0.110817|reception:32.110891|generation:32.000074
sequence:17|latency:0.087073|reception:34.087181|generation:34.000108
sequence:18|latency:0.137434|reception:36.13756|generation:36.000126
sequence:19|latency:0.06839|reception:38.06852|generation:38.00013
sequence:20|latency:0.118878|reception:40.119004|generation:40.000126
sequence:21|latency:0.154265|reception:42.154391|generation:42.000126
sequence:22|latency:0.097459|reception:44.097588|generation:44.000129
sequence:23|latency:0.140457|reception:46.140587|generation:46.00013
sequence:24|latency:0.136908|reception:48.137036|generation:48.000128
sequence:25|latency:0.116928|reception:50.117029|generation:50.000101
sequence:26|latency:0.102385|reception:52.10251|generation:52.000125
sequence:27|latency:0.124599|reception:54.124723|generation:54.000124
sequence:28|latency:0.13867|reception:56.138795|generation:56.000125
sequence:29|latency:0.112719|reception:58.112882|generation:58.000163
sequence:30|latency:0.156057|reception:60.156211|generation:60.000154
sequence:31|latency:0.107558|reception:62.107688|generation:62.00013
sequence:32|latency:0.133935|reception:64.133988|generation:64.000053
sequence:33|latency:0.079707|reception:66.079798|generation:66.000091
sequence:34|latency:0.149905|reception:68.150001|generation:68.000096
sequence:35|latency:0.075655|reception:70.075785|generation:70.00013
sequence:36|latency:0.11067|reception:72.110799|generation:72.000129
sequence:37|latency:0.13401|reception:74.13414|generation:74.00013
sequence:38|latency:0.09608|reception:76.096204|generation:76.000124
sequence:39|latency:0.061039|reception:78.061108|generation:78.000069
sequence:40|latency:0.155011|reception:80.155135|generation:80.000124
sequence:41|latency:0.076856|reception:82.076953|generation:82.000097
sequence:42|latency:0.141773|reception:84.141897|generation:84.000124
sequence:43|latency:0.111639|reception:86.111783|generation:86.000144
sequence:44|latency:0.114703|reception:88.114831|generation:88.000128
sequence:45|latency:0.080615|reception:90.080723|generation:90.000108
sequence:46|latency:0.140321|reception:92.140424|generation:92.000103
sequence:47|latency:0.130563|reception:94.130702|generation:94.000139
sequence:48|latency:0.096725|reception:96.09681|generation:96.000085
sequence:49|latency:0.063378|reception:98.063504|generation:98.000126
sequence:50|latency:0.082506|reception:100.082631|generation:100.000125
sequence:51|latency:0.097044|reception:102.097145|generation:102.000101
sequence:52|latency:0.091693|reception:104.091821|generation:104.000128
sequence:53|latency:0.07332|reception:106.073444|generation:106.000124
sequence:54|latency:0.091423|reception:108.091549|generation:108.000126
sequence:55|latency:0.120754|reception:110.120852|generation:110.000098
sequence:56|latency:0.128763|reception:112.128901|generation:112.000138
sequence:57|latency:0.086163|reception:114.086285|generation:114.000122
sequence:58|latency:0.089796|reception:116.089918|generation:116.000122
sequence:59|latency:0.148229|reception:118.148314|generation:118.000085
sequence:60|latency:0.123229|reception:120.123329|generation:120.0001
sequence:61|latency:0.135429|reception:122.13552|generation:122.000091
sequence:62|latency:0.086551|reception:124.086676|generation:124.000125
sequence:63|latency:0.126173|reception:126.126261|generation:126.000088
sequence:64|latency:0.120548|reception:128.120674|generation:128.000126
sequence:65|latency:0.085187|reception:130.085252|generation:130.000065
sequence:66|latency:0.076889|reception:132.077016|generation:132.000127
sequence:67|latency:0.09893|reception:134.099026|generation:134.000096
sequence:68|latency:0.080022|reception:136.080148|generation:136.000126
sequence:69|latency:0.062613|reception:138.062744|generation:138.000131
sequence:70|latency:0.100088|reception:140.100216|generation:140.000128
sequence:71|latency:0.138583|reception:142.138713|generation:142.00013
sequence:72|latency:0.150959|reception:144.151089|generation:144.00013
sequence:73|latency:0.145503|reception:146.14565|generation:146.000147
sequence:74|latency:0.089999|reception:148.090131|generation:148.000132
sequence:75|latency:0.150603|reception:150.15074|generation:150.000137
sequence:76|latency:0.094648|reception:152.094743|generation:152.000095
sequence:77|latency:0.070644|reception:154.070744|generation:154.0001
sequence:78|latency:0.088697|reception:156.088795|generation:156.000098
sequence:79|latency:0.136796|reception:158.136896|generation:158.0001
sequence:80|latency:0.132563|reception:160.13266|generation:160.000097
sequence:81|latency:0.1213|reception:162.121426|generation:162.000126
sequence:82|latency:0.110328|reception:164.110455|generation:164.000127
sequence:83|latency:0.098516|reception:166.098643|generation:166.000127
sequence:84|latency:0.15672|reception:168.156849|generation:168.000129
sequence:85|latency:0.153223|reception:170.15332|generation:170.000097
sequence:86|latency:0.073538|reception:172.073662|generation:172.000124
sequence:87|latency:0.069898|reception:174.069994|generation:174.000096
sequence:88|latency:0.103532|reception:176.1036|generation:176.000068
sequence:89|latency:0.069253|reception:178.069316|generation:178.000063
sequence:90|latency:0.116611|reception:180.116718|generation:180.000107
sequence:91|latency:0.089007|reception:182.089132|generation:182.000125
sequence:92|latency:0.130321|reception:184.130461|generation:184.00014
sequence:93|latency:0.10521|reception:186.105339|generation:186.000129
sequence:94|latency:0.153182|reception:188.153308|generation:188.000126
sequence:95|latency:0.115359|reception:190.115483|generation:190.000124
sequence:96|latency:0.136547|reception:192.136687|generation:192.00014
sequence:97|latency:0.061557|reception:194.061679|generation:194.000122
sequence:98|latency:0.101198|reception:196.101323|generation:196.000125
sequence:99|latency:0.083732|reception:198.083913|generation:198.000181
total run time:197.939288
