sequence:0|latency:0.101759|reception:0.101759|generation:0.0
sequence:1|latency:0.100405|reception:0.36355|generation:0.263145
sequence:2|latency:0.217202|reception:0.580389|generation:0.363187
sequence:3|latency:0.080914|reception:1.095906|generation:1.014992
sequence:4|latency:0.212056|reception:1.233887|generation:1.021831
sequence:5|latency:0.089935|reception:2.336996|generation:2.247061
sequence:6|latency:0.200579|reception:2.482582|generation:2.282003
sequence:7|latency:0.189009|reception:2.580436|generation:2.391427
sequence:8|latency:0.077286|reception:2.643004|generation:2.565718
sequence:9|latency:0.076591|reception:2.731354|generation:2.654763
sequence:10|latency:0.071792|reception:3.213356|generation:3.141564
sequence:11|latency:0.142569|reception:3.62581|generation:3.483241
sequence:12|latency:0.071727|reception:4.098444|generation:4.026717
sequence:13|latency:0.089442|reception:4.170945|generation:4.081503
sequence:14|latency:0.143893|reception:4.268041|generation:4.124148
sequence:15|latency:0.141833|reception:4.591335|generation:4.449502
sequence:16|latency:0.15785|reception:5.640537|generation:5.482687
sequence:17|latency:0.190552|reception:5.736188|generation:5.545636
sequence:18|latency:0.223643|reception:5.843476|generation:5.619833
sequence:19|latency:0.328591|reception:5.96213|generation:5.633539
sequence:20|latency:0.254948|reception:6.086588|generation:5.83164
sequence:21|latency:0.088954|reception:6.732226|generation:6.643272
sequence:22|latency:0.098988|reception:6.801299|generation:6.702311
sequence:23|latency:0.078129|reception:6.962901|generation:6.884772
sequence:24|latency:0.06678|reception:7.043882|generation:6.977102
sequence:25|latency:0.108497|reception:7.104407|generation:6.99591
sequence:26|latency:0.083517|reception:7.213483|generation:7.129966
sequence:27|latency:0.143803|reception:7.429001|generation:7.285198
sequence:28|latency:0.174756|reception:7.541861|generation:7.367105
sequence:29|latency:0.161883|reception:7.67012|generation:7.508237
sequence:30|latency:0.134886|reception:7.886614|generation:7.751728
sequence:31|latency:0.067128|reception:7.983508|generation:7.91638
sequence:32|latency:0.127587|reception:8.06533|generation:7.937743
sequence:33|latency:0.152001|reception:8.849289|generation:8.697288
sequence:34|latency:0.14894|reception:8.977519|generation:8.828579
sequence:35|latency:0.258028|reception:9.115528|generation:8.8575
sequence:36|latency:0.108901|reception:9.689763|generation:9.580862
sequence:37|latency:0.116163|reception:9.890598|generation:9.774435
total run time:9.788839
