sequence:0|latency:0.139573|reception:0.139573|generation:0.0
sequence:1|latency:0.066911|reception:0.567015|generation:0.500104
sequence:2|latency:0.070124|reception:1.070227|generation:1.000103
sequence:3|latency:0.156689|reception:1.656778|generation:1.500089
sequence:4|latency:0.08124|reception:2.081362|generation:2.000122
sequence:5|latency:0.076086|reception:2.576209|generation:2.500123
sequence:6|latency:0.084824|reception:3.084892|generation:3.000068
sequence:7|latency:0.090078|reception:3.590153|generation:3.500075
sequence:8|latency:0.114542|reception:4.114671|generation:4.000129
sequence:9|latency:0.061533|reception:4.561603|generation:4.50007
sequence:10|latency:0.140574|reception:5.140699|generation:5.000125
sequence:11|latency:0.093247|reception:5.593371|generation:5.500124
sequence:12|latency:0.090275|reception:6.090412|generation:6.000137
sequence:13|latency:0.088111|reception:6.588248|generation:6.500137
sequence:14|latency:0.139605|reception:7.139733|generation:7.000128
sequence:15|latency:0.129698|reception:7.629775|generation:7.500077
sequence:16|latency:0.117236|reception:8.117359|generation:8.000123
sequence:17|latency:0.152874|reception:8.65294|generation:8.500066
sequence:18|latency:0.143906|reception:9.144039|generation:9.000133
sequence:19|latency:0.102963|reception:9.603097|generation:9.500134
sequence:20|latency:0.158304|reception:10.158428|generation:10.000124
sequence:21|latency:0.079349|reception:10.579413|generation:10.500064
sequence:22|latency:0.14631|reception:11.146432|generation:11.000122
sequence:23|latency:0.077385|reception:11.577464|generation:11.500079
sequence:24|latency:0.154038|reception:12.154161|generation:12.000123
sequence:25|latency:0.11788|reception:12.617953|generation:12.500073
sequence:26|latency:0.090219|reception:13.09027|generation:13.000051
sequence:27|latency:0.071677|reception:13.571797|generation:13.50012
sequence:28|latency:0.067519|reception:14.06764|generation:14.000121
sequence:29|latency:0.067485|reception:14.567552|generation:14.500067
sequence:30|latency:0.108228|reception:15.108319|generation:15.000091
sequence:31|latency:0.079335|reception:15.5794|generation:15.500065
sequence:32|latency:0.148533|reception:16.148569|generation:16.000036
sequence:33|latency:0.067855|reception:16.567978|generation:16.500123
sequence:34|latency:0.058962|reception:17.059082|generation:17.00012
sequence:35|latency:0.060216|reception:17.560336|generation:17.50012
sequence:36|latency:0.093709|reception:18.093772|generation:18.000063
sequence:37|latency:0.109403|reception:18.609523|generation:18.50012
sequence:38|latency:0.113674|reception:19.113771|generation:19.000097
sequence:39|latency:0.086241|reception:19.586363|generation:19.500122
sequence:40|latency:0.099871|reception:20.099993|generation:20.000122
sequence:41|latency:0.085389|reception:20.585509|generation:20.50012
sequence:42|latency:0.079467|reception:21.079589|generation:21.000122
sequence:43|latency:0.154079|reception:21.654207|generation:21.500128
sequence:44|latency:0.117762|reception:22.117848|generation:22.000086
sequence:45|latency:0.081732|reception:22.581853|generation:22.500121
sequence:46|latency:0.093829|reception:23.093955|generation:23.000126
sequence:47|latency:0.086156|reception:23.586254|generation:23.500098
sequence:48|latency:0.080323|reception:24.080462|generation:24.000139
sequence:49|latency:0.063522|reception:24.563659|generation:24.500137
sequence:50|latency:0.100059|reception:25.100125|generation:25.000066
sequence:51|latency:0.149599|reception:25.649723|generation:25.500124
sequence:52|latency:0.137926|reception:26.138062|generation:26.000136
sequence:53|latency:0.078266|reception:26.57835|generation:26.500084
sequence:54|latency:0.113475|reception:27.113601|generation:27.000126
sequence:55|latency:0.14269|reception:27.642819|generation:27.500129
sequence:56|latency:0.140322|reception:28.140458|generation:28.000136
sequence:57|latency:0.06675|reception:28.566902|generation:28.500152
sequence:58|latency:0.136143|reception:29.136266|generation:29.000123
sequence:59|latency:0.081847|reception:29.58197|generation:29.500123
sequence:60|latency:0.098503|reception:30.098625|generation:30.000122
sequence:61|latency:0.097949|reception:30.59807|generation:30.500121
sequence:62|latency:0.076867|reception:31.076941|generation:31.000074
sequence:63|latency:0.139086|reception:31.639185|generation:31.500099
sequence:64|latency:0.15048|reception:32.150575|generation:32.000095
sequence:65|latency:0.113744|reception:32.613833|generation:32.500089
sequence:66|latency:0.063655|reception:33.063776|generation:33.000121
sequence:67|latency:0.082804|reception:33.58293|generation:33.500126
sequence:68|latency:0.100852|reception:34.100977|generation:34.000125
sequence:69|latency:0.093972|reception:34.5941|generation:34.500128
sequence:70|latency:0.091287|reception:35.091356|generation:35.000069
sequence:71|latency:0.132129|reception:35.632221|generation:35.500092
sequence:72|latency:0.153794|reception:36.153917|generation:36.000123
sequence:73|latency:0.145265|reception:36.645361|generation:36.500096
sequence:74|latency:0.101617|reception:37.101742|generation:37.000125
sequence:75|latency:0.123137|reception:37.623264|generation:37.500127
sequence:76|latency:0.154187|reception:38.154309|generation:38.000122
sequence:77|latency:0.066787|reception:38.566913|generation:38.500126
sequence:78|latency:0.117277|reception:39.11738|generation:39.000103
sequence:79|latency:0.08284|reception:39.582963|generation:39.500123
sequence:80|latency:0.128581|reception:40.1287|generation:40.000119
sequence:81|latency:0.059718|reception:40.559835|generation:40.500117
sequence:82|latency:0.076318|reception:41.076425|generation:41.000107
sequence:83|latency:0.068405|reception:41.568529|generation:41.500124
sequence:84|latency:0.142785|reception:42.142909|generation:42.000124
sequence:85|latency:0.074971|reception:42.575094|generation:42.500123
sequence:86|latency:0.129908|reception:43.130046|generation:43.000138
sequence:87|latency:0.080626|reception:43.580765|generation:43.500139
sequence:88|latency:0.093138|reception:44.093194|generation:44.000056
sequence:89|latency:0.141815|reception:44.641954|generation:44.500139
sequence:90|latency:0.117146|reception:45.117313|generation:45.000167
sequence:91|latency:0.078682|reception:45.578807|generation:45.500125
sequence:92|latency:0.111999|reception:46.11212|generation:46.000121
sequence:93|latency:0.136332|reception:46.636424|generation:46.500092
sequence:94|latency:0.158704|reception:47.158799|generation:47.000095
sequence:95|latency:0.155461|reception:47.655597|generation:47.500136
sequence:96|latency:0.106527|reception:48.106621|generation:48.000094
