sequence:0|latency:0.108917|reception:0.108917|generation:0.0
sequence:1|latency:0.124979|reception:0.218324|generation:0.093345
sequence:2|latency:0.149443|reception:0.553046|generation:0.403603
sequence:3|latency:0.092899|reception:0.764411|generation:0.671512
sequence:4|latency:0.129437|reception:1.066841|generation:0.937404
sequence:5|latency:0.145282|reception:1.559727|generation:1.414445
sequence:6|latency:0.138767|reception:1.720706|generation:1.581939
sequence:7|latency:0.145165|reception:1.992988|generation:1.847823
sequence:8|latency:0.153214|reception:2.239417|generation:2.086203
sequence:9|latency:0.197454|reception:2.381814|generation:2.18436
sequence:10|latency:0.252989|reception:2.446974|generation:2.193985
sequence:11|latency:0.235704|reception:2.596866|generation:2.361162
sequence:12|latency:0.247804|reception:2.655932|generation:2.408128
sequence:13|latency:0.066769|reception:2.852626|generation:2.785857
sequence:14|latency:0.130828|reception:3.042284|generation:2.911456
sequence:15|latency:0.113365|reception:3.719441|generation:3.606076
sequence:16|latency:0.125492|reception:3.926635|generation:3.801143
sequence:17|latency:0.105822|reception:4.050459|generation:3.944637
sequence:18|latency:0.169454|reception:4.115863|generation:3.946409
sequence:19|latency:0.115843|reception:4.362204|generation:4.246361
sequence:20|latency:0.16187|reception:4.450786|generation:4.288916
sequence:21|latency:0.195639|reception:4.568268|generation:4.372629
sequence:22|latency:0.118338|reception:4.989399|generation:4.871061
sequence:23|latency:0.129055|reception:5.336392|generation:5.207337
sequence:24|latency:0.245964|reception:5.487579|generation:5.241615
sequence:25|latency:0.343387|reception:5.589232|generation:5.245845
sequence:26|latency:0.265449|reception:5.710877|generation:5.445428
sequence:27|latency:0.152985|reception:5.846096|generation:5.693111
sequence:28|latency:0.18927|reception:5.920336|generation:5.731066
sequence:29|latency:0.116545|reception:6.209551|generation:6.093006
sequence:30|latency:0.167244|reception:6.284226|generation:6.116982
sequence:31|latency:0.119836|reception:6.486793|generation:6.366957
sequence:32|latency:0.14361|reception:6.573501|generation:6.429891
sequence:33|latency:0.141701|reception:7.211872|generation:7.070171
sequence:34|latency:0.113074|reception:7.326354|generation:7.21328
sequence:35|latency:0.189632|reception:7.422637|generation:7.233005
sequence:36|latency:0.139267|reception:7.796248|generation:7.656981
sequence:37|latency:0.219228|reception:7.915517|generation:7.696289
sequence:38|latency:0.150143|reception:8.245523|generation:8.09538
sequence:39|latency:0.181537|reception:8.468031|generation:8.286494
sequence:40|latency:0.116426|reception:8.580526|generation:8.4641
sequence:41|latency:0.071661|reception:9.094203|generation:9.022542
sequence:42|latency:0.10104|reception:9.186694|generation:9.085654
sequence:43|latency:0.078924|reception:9.550444|generation:9.47152
sequence:44|latency:0.098166|reception:9.898924|generation:9.800758
sequence:45|latency:0.154525|reception:10.265458|generation:10.110933
sequence:46|latency:0.103712|reception:10.576267|generation:10.472555
sequence:47|latency:0.146749|reception:10.752751|generation:10.606002
sequence:48|latency:0.200175|reception:10.897503|generation:10.697328
sequence:49|latency:0.0604|reception:11.135412|generation:11.075012
sequence:50|latency:0.109995|reception:11.266194|generation:11.156199
sequence:51|latency:0.072067|reception:11.401897|generation:11.32983
sequence:52|latency:0.07775|reception:11.465007|generation:11.387257
sequence:53|latency:0.083551|reception:11.538845|generation:11.455294
sequence:54|latency:0.078614|reception:11.654277|generation:11.575663
sequence:55|latency:0.156826|reception:11.84065|generation:11.683824
sequence:56|latency:0.22749|reception:11.985774|generation:11.758284
sequence:57|latency:0.330873|reception:12.128937|generation:11.798064
sequence:58|latency:0.379827|reception:12.226162|generation:11.846335
sequence:59|latency:0.362043|reception:12.346747|generation:11.984704
sequence:60|latency:0.413254|reception:12.415192|generation:12.001938
sequence:61|latency:0.475729|reception:12.558774|generation:12.083045
sequence:62|latency:0.603925|reception:12.756426|generation:12.152501
sequence:63|latency:0.644238|reception:12.885416|generation:12.241178
sequence:64|latency:0.628479|reception:12.945011|generation:12.316532
sequence:65|latency:0.323898|reception:13.056028|generation:12.73213
sequence:66|latency:0.319225|reception:13.17519|generation:12.855965
sequence:67|latency:0.384451|reception:13.296322|generation:12.911871
sequence:68|latency:0.516318|reception:13.451028|generation:12.93471
sequence:69|latency:0.52328|reception:13.5526|generation:13.02932
sequence:70|latency:0.084761|reception:13.684481|generation:13.59972
sequence:71|latency:0.082371|reception:13.936845|generation:13.854474
sequence:72|latency:0.076932|reception:14.016078|generation:13.939146
sequence:73|latency:0.164272|reception:14.158808|generation:13.994536
sequence:74|latency:0.130613|reception:14.317362|generation:14.186749
sequence:75|latency:0.223717|reception:14.460514|generation:14.236797
sequence:76|latency:0.320927|reception:14.580431|generation:14.259504
sequence:77|latency:0.344373|reception:14.7446|generation:14.400227
sequence:78|latency:0.189562|reception:14.866955|generation:14.677393
sequence:79|latency:0.160001|reception:14.970119|generation:14.810118
sequence:80|latency:0.126529|reception:15.041392|generation:14.914863
sequence:81|latency:0.217715|reception:15.168945|generation:14.95123
sequence:82|latency:0.332275|reception:15.319929|generation:14.987654
sequence:83|latency:0.177589|reception:15.401575|generation:15.223986
sequence:84|latency:0.122547|reception:15.472902|generation:15.350355
sequence:85|latency:0.103668|reception:15.660592|generation:15.556924
sequence:86|latency:0.145071|reception:15.746672|generation:15.601601
sequence:87|latency:0.09397|reception:16.06627|generation:15.9723
sequence:88|latency:0.096836|reception:16.495729|generation:16.398893
sequence:89|latency:0.094852|reception:16.604905|generation:16.510053
total run time:16.495988
