sequence:0|latency:0.355152|reception:0.355152|generation:0.0
sequence:1|latency:0.11782|reception:0.88604|generation:0.76822
sequence:2|latency:0.201268|reception:1.025071|generation:0.823803
sequence:3|latency:0.154493|reception:2.586411|generation:2.431918
sequence:4|latency:0.123384|reception:2.803013|generation:2.679629
sequence:5|latency:0.141158|reception:2.946212|generation:2.805054
sequence:6|latency:0.153478|reception:6.575265|generation:6.421787
sequence:7|latency:0.211849|reception:6.689765|generation:6.477916
sequence:8|latency:0.119311|reception:6.765809|generation:6.646498
sequence:9|latency:0.070503|reception:6.983462|generation:6.912959
sequence:10|latency:0.425115|reception:8.973621|generation:8.548506
sequence:11|latency:0.393303|reception:9.404884|generation:9.011581
sequence:12|latency:0.139136|reception:10.32765|generation:10.188514
sequence:13|latency:0.151233|reception:10.667147|generation:10.515914
sequence:14|latency:0.09923|reception:12.906264|generation:12.807034
sequence:15|latency:0.145572|reception:14.243941|generation:14.098369
sequence:16|latency:0.102902|reception:16.046164|generation:15.943262
sequence:17|latency:0.13622|reception:16.592889|generation:16.456669
sequence:18|latency:0.141531|reception:16.672333|generation:16.530802
sequence:19|latency:0.090924|reception:16.846612|generation:16.755688
sequence:20|latency:0.087696|reception:17.467065|generation:17.379369
total run time:17.111913
