sequence:0|latency:0.111279|reception:0.111279|generation:0.0
sequence:1|latency:0.209435|reception:0.250441|generation:0.041006
sequence:2|latency:0.086467|reception:0.429652|generation:0.343185
sequence:3|latency:0.180246|reception:0.702666|generation:0.52242
sequence:4|latency:0.087464|reception:0.814945|generation:0.727481
sequence:5|latency:0.081671|reception:1.224687|generation:1.143016
sequence:6|latency:0.134251|reception:1.382525|generation:1.248274
sequence:7|latency:0.277608|reception:1.529729|generation:1.252121
sequence:8|latency:0.340657|reception:1.597822|generation:1.257165
sequence:9|latency:0.333256|reception:1.679015|generation:1.345759
sequence:10|latency:0.408681|reception:1.77461|generation:1.365929
sequence:11|latency:0.470652|reception:1.837667|generation:1.367015
sequence:12|latency:0.568119|reception:1.984275|generation:1.416156
sequence:13|latency:0.620798|reception:2.109342|generation:1.488544
sequence:14|latency:0.689064|reception:2.196618|generation:1.507554
sequence:15|latency:0.575296|reception:2.269087|generation:1.693791
sequence:16|latency:0.715326|reception:2.41396|generation:1.698634
sequence:17|latency:0.740831|reception:2.487002|generation:1.746171
sequence:18|latency:0.534979|reception:2.552018|generation:2.017039
sequence:19|latency:0.317368|reception:2.621156|generation:2.303788
sequence:20|latency:0.300017|reception:2.755475|generation:2.455458
sequence:21|latency:0.391897|reception:2.891154|generation:2.499257
sequence:22|latency:0.485229|reception:2.985277|generation:2.500048
sequence:23|latency:0.548768|reception:3.088001|generation:2.539233
sequence:24|latency:0.621416|reception:3.173733|generation:2.552317
sequence:25|latency:0.631975|reception:3.246489|generation:2.614514
sequence:26|latency:0.711949|reception:3.357299|generation:2.64535
sequence:27|latency:0.803929|reception:3.490964|generation:2.687035
sequence:28|latency:0.810537|reception:3.563705|generation:2.753168
sequence:29|latency:0.889853|reception:3.669784|generation:2.779931
sequence:30|latency:1.007546|reception:3.825777|generation:2.818231
sequence:31|latency:1.057719|reception:3.904346|generation:2.846627
sequence:32|latency:1.075876|reception:4.00622|generation:2.930344
sequence:33|latency:1.105172|reception:4.066137|generation:2.960965
sequence:34|latency:1.202849|reception:4.170801|generation:2.967952
sequence:35|latency:1.215194|reception:4.23925|generation:3.024056
sequence:36|latency:1.331344|reception:4.383525|generation:3.052181
sequence:37|latency:1.314612|reception:4.492516|generation:3.177904
sequence:38|latency:1.407859|reception:4.648729|generation:3.24087
sequence:39|latency:1.492799|reception:4.768559|generation:3.27576
sequence:40|latency:1.573204|reception:4.882996|generation:3.309792
sequence:41|latency:1.59543|reception:5.008819|generation:3.413389
sequence:42|latency:1.64182|reception:5.091679|generation:3.449859
sequence:43|latency:1.668459|reception:5.229571|generation:3.561112
sequence:44|latency:1.810408|reception:5.386877|generation:3.576469
sequence:45|latency:1.805914|reception:5.447111|generation:3.641197
sequence:46|latency:1.912988|reception:5.624802|generation:3.711814
sequence:47|latency:2.013844|reception:5.746663|generation:3.732819
sequence:48|latency:1.950033|reception:5.869383|generation:3.91935
sequence:49|latency:2.007443|reception:5.983595|generation:3.976152
sequence:50|latency:2.079019|reception:6.068638|generation:3.989619
sequence:51|latency:2.086076|reception:6.17174|generation:4.085664
sequence:52|latency:2.018327|reception:6.255448|generation:4.237121
sequence:53|latency:2.156899|reception:6.40846|generation:4.251561
sequence:54|latency:1.967163|reception:6.482204|generation:4.515041
sequence:55|latency:1.892724|reception:6.634461|generation:4.741737
sequence:56|latency:1.899895|reception:6.73202|generation:4.832125
sequence:57|latency:1.947006|reception:6.799689|generation:4.852683
sequence:58|latency:2.041918|reception:6.920436|generation:4.878518
sequence:59|latency:2.140397|reception:7.024991|generation:4.884594
sequence:60|latency:2.233537|reception:7.172383|generation:4.938846
sequence:61|latency:2.217756|reception:7.234886|generation:5.01713
sequence:62|latency:2.333541|reception:7.387184|generation:5.053643
sequence:63|latency:2.074206|reception:7.474716|generation:5.40051
sequence:64|latency:2.047463|reception:7.608454|generation:5.560991
sequence:65|latency:2.127591|reception:7.735147|generation:5.607556
sequence:66|latency:2.171192|reception:7.828848|generation:5.657656
sequence:67|latency:2.286139|reception:7.946765|generation:5.660626
sequence:68|latency:2.418238|reception:8.086083|generation:5.667845
sequence:69|latency:2.349996|reception:8.207827|generation:5.857831
sequence:70|latency:2.441022|reception:8.337967|generation:5.896945
sequence:71|latency:2.486241|reception:8.427441|generation:5.9412
sequence:72|latency:2.51611|reception:8.52385|generation:6.00774
sequence:73|latency:2.516083|reception:8.621833|generation:6.10575
sequence:74|latency:2.586439|reception:8.693065|generation:6.106626
sequence:75|latency:2.594896|reception:8.799711|generation:6.204815
sequence:76|latency:2.71687|reception:8.930298|generation:6.213428
sequence:77|latency:2.70658|reception:8.992487|generation:6.285907
sequence:78|latency:2.618613|reception:9.069591|generation:6.450978
sequence:79|latency:2.50284|reception:9.209622|generation:6.706782
sequence:80|latency:2.386879|reception:9.365481|generation:6.978602
sequence:81|latency:2.298549|reception:9.538648|generation:7.240099
sequence:82|latency:2.356324|reception:9.672691|generation:7.316367
sequence:83|latency:2.30846|reception:9.748295|generation:7.439835
sequence:84|latency:2.402142|reception:9.84746|generation:7.445318
sequence:85|latency:2.422151|reception:9.928179|generation:7.506028
sequence:86|latency:2.452593|reception:10.049853|generation:7.59726
sequence:87|latency:2.412963|reception:10.114179|generation:7.701216
sequence:88|latency:2.375215|reception:10.177845|generation:7.80263
total run time:10.066566
