sequence:0|latency:0.093774|reception:0.093774|generation:0.0
sequence:1|latency:0.173719|reception:0.196233|generation:0.022514
sequence:2|latency:0.121919|reception:0.286072|generation:0.164153
sequence:3|latency:0.099337|reception:0.374253|generation:0.274916
sequence:4|latency:0.14047|reception:1.117996|generation:0.977526
sequence:5|latency:0.133224|reception:1.205811|generation:1.072587
sequence:6|latency:0.091928|reception:1.710015|generation:1.618087
sequence:7|latency:0.128285|reception:1.99748|generation:1.869195
sequence:8|latency:0.064128|reception:2.558328|generation:2.4942
sequence:9|latency:0.137896|reception:2.828168|generation:2.690272
sequence:10|latency:0.145491|reception:3.066645|generation:2.921154
sequence:11|latency:0.116451|reception:4.11535|generation:3.998899
sequence:12|latency:0.138542|reception:4.334552|generation:4.19601
sequence:13|latency:0.194212|reception:4.415541|generation:4.221329
sequence:14|latency:0.104057|reception:4.735134|generation:4.631077
sequence:15|latency:0.089402|reception:4.81137|generation:4.721968
sequence:16|latency:0.118049|reception:4.879228|generation:4.761179
sequence:17|latency:0.086839|reception:5.465669|generation:5.37883
sequence:18|latency:0.105904|reception:5.542803|generation:5.436899
sequence:19|latency:0.079805|reception:5.802506|generation:5.722701
sequence:20|latency:0.121901|reception:5.95716|generation:5.835259
sequence:21|latency:0.116084|reception:6.747123|generation:6.631039
sequence:22|latency:0.088517|reception:7.244522|generation:7.156005
sequence:23|latency:0.114771|reception:7.494365|generation:7.379594
sequence:24|latency:0.088925|reception:7.755778|generation:7.666853
sequence:25|latency:0.12612|reception:7.907589|generation:7.781469
sequence:26|latency:0.133373|reception:8.272972|generation:8.139599
sequence:27|latency:0.06178|reception:8.381257|generation:8.319477
sequence:28|latency:0.120282|reception:8.589827|generation:8.469545
sequence:29|latency:0.073885|reception:8.987855|generation:8.91397
sequence:30|latency:0.152652|reception:9.91121|generation:9.758558
sequence:31|latency:0.134828|reception:10.154299|generation:10.019471
sequence:32|latency:0.158184|reception:10.716562|generation:10.558378
sequence:33|latency:0.175071|reception:10.836906|generation:10.661835
sequence:34|latency:0.07143|reception:11.315106|generation:11.243676
sequence:35|latency:0.073805|reception:11.697241|generation:11.623436
sequence:36|latency:0.146038|reception:12.010676|generation:11.864638
sequence:37|latency:0.089897|reception:12.286636|generation:12.196739
sequence:38|latency:0.092488|reception:12.367506|generation:12.275018
sequence:39|latency:0.14838|reception:12.573003|generation:12.424623
sequence:40|latency:0.240849|reception:12.691599|generation:12.45075
sequence:41|latency:0.132152|reception:12.994315|generation:12.862163
sequence:42|latency:0.129031|reception:13.12089|generation:12.991859
sequence:43|latency:0.134612|reception:13.37248|generation:13.237868
sequence:44|latency:0.113147|reception:13.858723|generation:13.745576
sequence:45|latency:0.177241|reception:13.932877|generation:13.755636
sequence:46|latency:0.098169|reception:14.330461|generation:14.232292
sequence:47|latency:0.129044|reception:15.106266|generation:14.977222
sequence:48|latency:0.077151|reception:15.741773|generation:15.664622
sequence:49|latency:0.079051|reception:16.587877|generation:16.508826
sequence:50|latency:0.103611|reception:16.823322|generation:16.719711
sequence:51|latency:0.185829|reception:16.963383|generation:16.777554
sequence:52|latency:0.127445|reception:17.493064|generation:17.365619
sequence:53|latency:0.096656|reception:17.56342|generation:17.466764
sequence:54|latency:0.083146|reception:17.89803|generation:17.814884
sequence:55|latency:0.115656|reception:18.104234|generation:17.988578
sequence:56|latency:0.156072|reception:18.412912|generation:18.25684
sequence:57|latency:0.120997|reception:18.499854|generation:18.378857
sequence:58|latency:0.071577|reception:19.028202|generation:18.956625
sequence:59|latency:0.131252|reception:19.910373|generation:19.779121
sequence:60|latency:0.202836|reception:19.99659|generation:19.793754
sequence:61|latency:0.118064|reception:20.365951|generation:20.247887
sequence:62|latency:0.139817|reception:20.591802|generation:20.451985
sequence:63|latency:0.119491|reception:21.191644|generation:21.072153
sequence:64|latency:0.218114|reception:21.293794|generation:21.07568
sequence:65|latency:0.197729|reception:21.384565|generation:21.186836
sequence:66|latency:0.118482|reception:21.552991|generation:21.434509
sequence:67|latency:0.069166|reception:21.752313|generation:21.683147
sequence:68|latency:0.112574|reception:22.614506|generation:22.501932
sequence:69|latency:0.122479|reception:23.06523|generation:22.942751
sequence:70|latency:0.065311|reception:23.735642|generation:23.670331
sequence:71|latency:0.137804|reception:25.332579|generation:25.194775
sequence:72|latency:0.102857|reception:25.492356|generation:25.389499
sequence:73|latency:0.139392|reception:25.607254|generation:25.467862
sequence:74|latency:0.112902|reception:25.819659|generation:25.706757
sequence:75|latency:0.115018|reception:25.906569|generation:25.791551
sequence:76|latency:0.159385|reception:26.041951|generation:25.882566
sequence:77|latency:0.190237|reception:26.178808|generation:25.988571
sequence:78|latency:0.298255|reception:26.328477|generation:26.030222
sequence:79|latency:0.392489|reception:26.462251|generation:26.069762
sequence:80|latency:0.438699|reception:26.579921|generation:26.141222
sequence:81|latency:0.267871|reception:26.703322|generation:26.435451
sequence:82|latency:0.231894|reception:26.772793|generation:26.540899
sequence:83|latency:0.350039|reception:26.898153|generation:26.548114
sequence:84|latency:0.086184|reception:27.262341|generation:27.176157
sequence:85|latency:0.075999|reception:28.091368|generation:28.015369
sequence:86|latency:0.06072|reception:28.262193|generation:28.201473
sequence:87|latency:0.121731|reception:28.493835|generation:28.372104
sequence:88|latency:0.154385|reception:28.611881|generation:28.457496
sequence:89|latency:0.204689|reception:28.758529|generation:28.55384
sequence:90|latency:0.219015|reception:28.899451|generation:28.680436
sequence:91|latency:0.228481|reception:29.013283|generation:28.784802
sequence:92|latency:0.123518|reception:30.676225|generation:30.552707
sequence:93|latency:0.153597|reception:31.201961|generation:31.048364
sequence:94|latency:0.182433|reception:31.270849|generation:31.088416
sequence:95|latency:0.276653|reception:31.366987|generation:31.090334
sequence:96|latency:0.337802|reception:31.447832|generation:31.11003
sequence:97|latency:0.150977|reception:31.599259|generation:31.448282
sequence:98|latency:0.119558|reception:31.820514|generation:31.700956
sequence:99|latency:0.15643|reception:33.044703|generation:32.888273
sequence:100|latency:0.118916|reception:33.161783|generation:33.042867
total run time:33.068009
