sequence:0|latency:0.119641|reception:0.119641|generation:0.0
sequence:1|latency:0.073774|reception:0.323895|generation:0.250121
sequence:2|latency:0.068989|reception:0.56912|generation:0.500131
sequence:3|latency:0.137946|reception:0.888029|generation:0.750083
sequence:4|latency:0.148107|reception:1.148237|generation:1.00013
sequence:5|latency:0.137753|reception:1.387882|generation:1.250129
sequence:6|latency:0.069247|reception:1.569378|generation:1.500131
sequence:7|latency:0.127623|reception:1.877725|generation:1.750102
sequence:8|latency:0.086423|reception:2.086555|generation:2.000132
sequence:9|latency:0.226433|reception:2.476573|generation:2.25014
sequence:10|latency:0.149564|reception:2.649694|generation:2.50013
sequence:11|latency:0.123501|reception:2.873627|generation:2.750126
sequence:12|latency:0.07158|reception:3.071702|generation:3.000122
sequence:13|latency:0.099976|reception:3.350023|generation:3.250047
sequence:14|latency:0.154628|reception:3.654757|generation:3.500129
sequence:15|latency:0.077237|reception:3.827305|generation:3.750068
sequence:16|latency:0.134102|reception:4.134171|generation:4.000069
sequence:17|latency:0.122168|reception:4.372287|generation:4.250119
sequence:18|latency:0.079935|reception:4.580065|generation:4.50013
sequence:19|latency:0.085481|reception:4.835609|generation:4.750128
sequence:20|latency:0.113396|reception:5.113521|generation:5.000125
sequence:21|latency:0.09964|reception:5.3497|generation:5.25006
sequence:22|latency:0.138715|reception:5.638783|generation:5.500068
sequence:23|latency:0.126199|reception:5.876321|generation:5.750122
sequence:24|latency:0.088207|reception:6.088273|generation:6.000066
sequence:25|latency:0.110468|reception:6.360518|generation:6.25005
sequence:26|latency:0.059512|reception:6.559639|generation:6.500127
sequence:27|latency:0.123291|reception:6.873397|generation:6.750106
sequence:28|latency:0.091394|reception:7.091523|generation:7.000129
sequence:29|latency:0.13336|reception:7.38343|generation:7.25007
sequence:30|latency:0.075719|reception:7.575849|generation:7.50013
sequence:31|latency:0.147507|reception:7.89765|generation:7.750143
sequence:32|latency:0.085364|reception:8.085424|generation:8.00006
sequence:33|latency:0.097911|reception:8.348036|generation:8.250125
sequence:34|latency:0.11837|reception:8.618467|generation:8.500097
sequence:35|latency:0.1285|reception:8.878591|generation:8.750091
sequence:36|latency:0.155232|reception:9.155294|generation:9.000062
sequence:37|latency:0.108668|reception:9.358802|generation:9.250134
sequence:38|latency:0.144106|reception:9.644251|generation:9.500145
sequence:39|latency:0.104556|reception:9.854696|generation:9.75014
