sequence:0|latency:0.136277|reception:0.136277|generation:0.0
sequence:1|latency:0.092278|reception:0.236474|generation:0.144196
sequence:2|latency:0.076254|reception:0.504925|generation:0.428671
sequence:3|latency:0.125921|reception:0.802995|generation:0.677074
sequence:4|latency:0.203232|reception:0.897971|generation:0.694739
sequence:5|latency:0.223483|reception:0.959748|generation:0.736265
sequence:6|latency:0.213275|reception:1.06414|generation:0.850865
sequence:7|latency:0.262971|reception:1.131051|generation:0.86808
sequence:8|latency:0.309058|reception:1.225691|generation:0.916633
sequence:9|latency:0.369061|reception:1.346226|generation:0.977165
sequence:10|latency:0.356472|reception:1.446967|generation:1.090495
sequence:11|latency:0.404722|reception:1.505502|generation:1.10078
sequence:12|latency:0.249657|reception:1.571813|generation:1.322156
sequence:13|latency:0.061487|reception:1.74986|generation:1.688373
sequence:14|latency:0.189492|reception:1.893809|generation:1.704317
sequence:15|latency:0.131786|reception:1.972479|generation:1.840693
sequence:16|latency:0.168756|reception:2.079168|generation:1.910412
sequence:17|latency:0.149888|reception:2.291282|generation:2.141394
sequence:18|latency:0.116153|reception:2.569148|generation:2.452995
sequence:19|latency:0.243015|reception:2.69952|generation:2.456505
sequence:20|latency:0.201183|reception:2.847874|generation:2.646691
sequence:21|latency:0.30332|reception:2.95726|generation:2.65394
sequence:22|latency:0.265471|reception:3.016475|generation:2.751004
sequence:23|latency:0.290474|reception:3.269559|generation:2.979085
sequence:24|latency:0.364928|reception:3.417253|generation:3.052325
sequence:25|latency:0.087956|reception:3.50957|generation:3.421614
sequence:26|latency:0.113863|reception:3.597794|generation:3.483931
sequence:27|latency:0.175517|reception:3.696775|generation:3.521258
sequence:28|latency:0.130473|reception:3.8253|generation:3.694827
sequence:29|latency:0.232344|reception:3.97598|generation:3.743636
sequence:30|latency:0.148581|reception:4.072797|generation:3.924216
sequence:31|latency:0.184902|reception:4.142419|generation:3.957517
sequence:32|latency:0.275173|reception:4.242177|generation:3.967004
sequence:33|latency:0.235592|reception:4.346432|generation:4.11084
sequence:34|latency:0.343121|reception:4.472193|generation:4.129072
sequence:35|latency:0.433116|reception:4.591098|generation:4.157982
sequence:36|latency:0.532841|reception:4.69507|generation:4.162229
sequence:37|latency:0.420292|reception:4.758485|generation:4.338193
sequence:38|latency:0.478958|reception:4.869035|generation:4.390077
sequence:39|latency:0.520512|reception:4.965836|generation:4.445324
sequence:40|latency:0.566229|reception:5.038405|generation:4.472176
sequence:41|latency:0.66644|reception:5.140042|generation:4.473602
sequence:42|latency:0.681648|reception:5.227845|generation:4.546197
sequence:43|latency:0.736336|reception:5.291608|generation:4.555272
sequence:44|latency:0.45589|reception:5.421609|generation:4.965719
sequence:45|latency:0.459542|reception:5.530906|generation:5.071364
sequence:46|latency:0.400166|reception:5.642682|generation:5.242516
sequence:47|latency:0.39375|reception:5.701059|generation:5.307309
sequence:48|latency:0.400467|reception:5.782188|generation:5.381721
sequence:49|latency:0.383508|reception:5.908819|generation:5.525311
sequence:50|latency:0.467893|reception:6.064352|generation:5.596459
sequence:51|latency:0.516153|reception:6.15344|generation:5.637287
sequence:52|latency:0.482914|reception:6.292886|generation:5.809972
sequence:53|latency:0.621849|reception:6.438059|generation:5.81621
sequence:54|latency:0.749646|reception:6.587921|generation:5.838275
sequence:55|latency:0.84876|reception:6.722082|generation:5.873322
sequence:56|latency:0.905747|reception:6.781336|generation:5.875589
sequence:57|latency:0.945262|reception:6.925093|generation:5.979831
sequence:58|latency:0.988855|reception:7.058935|generation:6.07008
sequence:59|latency:0.923074|reception:7.177571|generation:6.254497
sequence:60|latency:0.768721|reception:7.392611|generation:6.62389
sequence:61|latency:0.785901|reception:7.459387|generation:6.673486
sequence:62|latency:0.902575|reception:7.583908|generation:6.681333
sequence:63|latency:0.970961|reception:7.657513|generation:6.686552
sequence:64|latency:1.113644|reception:7.810131|generation:6.696487
sequence:65|latency:1.193413|reception:7.917431|generation:6.724018
sequence:66|latency:1.281163|reception:8.040911|generation:6.759748
sequence:67|latency:1.379041|reception:8.15343|generation:6.774389
sequence:68|latency:1.49598|reception:8.272003|generation:6.776023
sequence:69|latency:1.447825|reception:8.339832|generation:6.892007
sequence:70|latency:1.511676|reception:8.484081|generation:6.972405
sequence:71|latency:1.56308|reception:8.564472|generation:7.001392
sequence:72|latency:1.552474|reception:8.67372|generation:7.121246
sequence:73|latency:1.101104|reception:8.804627|generation:7.703523
sequence:74|latency:1.184812|reception:8.929333|generation:7.744521
sequence:75|latency:1.227821|reception:9.084363|generation:7.856542
sequence:76|latency:1.267428|reception:9.228089|generation:7.960661
sequence:77|latency:1.393508|reception:9.365184|generation:7.971676
sequence:78|latency:1.480806|reception:9.46136|generation:7.980554
sequence:79|latency:1.54187|reception:9.533701|generation:7.991831
sequence:80|latency:1.486153|reception:9.668281|generation:8.182128
sequence:81|latency:1.526864|reception:9.797616|generation:8.270752
sequence:82|latency:1.563087|reception:9.891357|generation:8.32827
sequence:83|latency:1.55886|reception:9.991216|generation:8.432356
total run time:9.854939
