sequence:0|latency:0.140722|reception:0.140722|generation:0.0
sequence:1|latency:0.14491|reception:1.040531|generation:0.895621
sequence:2|latency:0.126546|reception:2.273895|generation:2.147349
sequence:3|latency:0.183826|reception:2.402863|generation:2.219037
sequence:4|latency:0.103549|reception:2.69215|generation:2.588601
sequence:5|latency:0.077726|reception:2.91709|generation:2.839364
sequence:6|latency:0.061138|reception:2.987425|generation:2.926287
sequence:7|latency:0.220231|reception:3.377353|generation:3.157122
sequence:8|latency:0.294569|reception:3.533339|generation:3.23877
sequence:9|latency:0.342001|reception:3.595776|generation:3.253775
sequence:10|latency:0.089061|reception:3.930319|generation:3.841258
sequence:11|latency:0.151194|reception:4.250711|generation:4.099517
sequence:12|latency:0.183681|reception:4.401143|generation:4.217462
sequence:13|latency:0.074489|reception:4.487979|generation:4.41349
sequence:14|latency:0.141102|reception:4.733004|generation:4.591902
sequence:15|latency:0.080583|reception:5.041335|generation:4.960752
sequence:16|latency:0.122472|reception:5.116566|generation:4.994094
sequence:17|latency:0.061802|reception:5.550124|generation:5.488322
sequence:18|latency:0.155574|reception:5.76861|generation:5.613036
sequence:19|latency:0.140403|reception:5.842448|generation:5.702045
sequence:20|latency:0.228138|reception:5.988716|generation:5.760578
sequence:21|latency:0.088704|reception:7.22014|generation:7.131436
sequence:22|latency:0.137092|reception:7.371527|generation:7.234435
sequence:23|latency:0.088243|reception:7.485867|generation:7.397624
sequence:24|latency:0.167399|reception:7.568401|generation:7.401002
sequence:25|latency:0.260293|reception:7.676324|generation:7.416031
sequence:26|latency:0.06565|reception:7.860795|generation:7.795145
sequence:27|latency:0.110487|reception:8.330838|generation:8.220351
sequence:28|latency:0.123703|reception:8.44723|generation:8.323527
sequence:29|latency:0.138329|reception:9.015209|generation:8.87688
sequence:30|latency:0.098404|reception:9.365657|generation:9.267253
total run time:9.224935
