sequence:0|latency:0.064123|reception:0.064123|generation:0.0
sequence:1|latency:0.11828|reception:1.118343|generation:1.000063
sequence:2|latency:0.142382|reception:2.142506|generation:2.000124
sequence:3|latency:0.062867|reception:3.063005|generation:3.000138
sequence:4|latency:0.072864|reception:4.072987|generation:4.000123
sequence:5|latency:0.155347|reception:5.155409|generation:5.000062
sequence:6|latency:0.138447|reception:6.138568|generation:6.000121
sequence:7|latency:0.144487|reception:7.144549|generation:7.000062
sequence:8|latency:0.060147|reception:8.060268|generation:8.000121
sequence:9|latency:0.1164|reception:9.116522|generation:9.000122
sequence:10|latency:0.151345|reception:10.151451|generation:10.000106
sequence:11|latency:0.154223|reception:11.154344|generation:11.000121
sequence:12|latency:0.157541|reception:12.157664|generation:12.000123
sequence:13|latency:0.114559|reception:13.114622|generation:13.000063
sequence:14|latency:0.144026|reception:14.144114|generation:14.000088
sequence:15|latency:0.136977|reception:15.137101|generation:15.000124
sequence:16|latency:0.142045|reception:16.14211|generation:16.000065
sequence:17|latency:0.137395|reception:17.137515|generation:17.00012
sequence:18|latency:0.08985|reception:18.089897|generation:18.000047
sequence:19|latency:0.059002|reception:19.0591|generation:19.000098
sequence:20|latency:0.14234|reception:20.142439|generation:20.000099
sequence:21|latency:0.079496|reception:21.079574|generation:21.000078
sequence:22|latency:0.065403|reception:22.065511|generation:22.000108
sequence:23|latency:0.153304|reception:23.153441|generation:23.000137
sequence:24|latency:0.11162|reception:24.111741|generation:24.000121
sequence:25|latency:0.10964|reception:25.109722|generation:25.000082
sequence:26|latency:0.069471|reception:26.069572|generation:26.000101
sequence:27|latency:0.121442|reception:27.12156|generation:27.000118
sequence:28|latency:0.110382|reception:28.110504|generation:28.000122
sequence:29|latency:0.101451|reception:29.101554|generation:29.000103
sequence:30|latency:0.117769|reception:30.117889|generation:30.00012
sequence:31|latency:0.068623|reception:31.068682|generation:31.000059
sequence:32|latency:0.147492|reception:32.147614|generation:32.000122
sequence:33|latency:0.079971|reception:33.080091|generation:33.00012
sequence:34|latency:0.091327|reception:34.091392|generation:34.000065
sequence:35|latency:0.134845|reception:35.13491|generation:35.000065
sequence:36|latency:0.061715|reception:36.061828|generation:36.000113
sequence:37|latency:0.117851|reception:37.117974|generation:37.000123
sequence:38|latency:0.124829|reception:38.124955|generation:38.000126
sequence:39|latency:0.114158|reception:39.114255|generation:39.000097
sequence:40|latency:0.143147|reception:40.143274|generation:40.000127
sequence:41|latency:0.101338|reception:41.101466|generation:41.000128
sequence:42|latency:0.065634|reception:42.065741|generation:42.000107
sequence:43|latency:0.106516|reception:43.106643|generation:43.000127
sequence:44|latency:0.059709|reception:44.059762|generation:44.000053
sequence:45|latency:0.061605|reception:45.061728|generation:45.000123
sequence:46|latency:0.124973|reception:46.125097|generation:46.000124
sequence:47|latency:0.121225|reception:47.121352|generation:47.000127
sequence:48|latency:0.150972|reception:48.15103|generation:48.000058
sequence:49|latency:0.093191|reception:49.093332|generation:49.000141
sequence:50|latency:0.077429|reception:50.077553|generation:50.000124
sequence:51|latency:0.072164|reception:51.072233|generation:51.000069
sequence:52|latency:0.076085|reception:52.076214|generation:52.000129
sequence:53|latency:0.059272|reception:53.059396|generation:53.000124
sequence:54|latency:0.093537|reception:54.093668|generation:54.000131
sequence:55|latency:0.10644|reception:55.106566|generation:55.000126
sequence:56|latency:0.130174|reception:56.130229|generation:56.000055
sequence:57|latency:0.10805|reception:57.108173|generation:57.000123
sequence:58|latency:0.086586|reception:58.08671|generation:58.000124
sequence:59|latency:0.104792|reception:59.104916|generation:59.000124
sequence:60|latency:0.136114|reception:60.136254|generation:60.00014
sequence:61|latency:0.112616|reception:61.112667|generation:61.000051
sequence:62|latency:0.091752|reception:62.091875|generation:62.000123
sequence:63|latency:0.138707|reception:63.138832|generation:63.000125
sequence:64|latency:0.06967|reception:64.069793|generation:64.000123
sequence:65|latency:0.095051|reception:65.095175|generation:65.000124
sequence:66|latency:0.157487|reception:66.157613|generation:66.000126
sequence:67|latency:0.140696|reception:67.140818|generation:67.000122
sequence:68|latency:0.092733|reception:68.092788|generation:68.000055
sequence:69|latency:0.059251|reception:69.059376|generation:69.000125
sequence:70|latency:0.129544|reception:70.129685|generation:70.000141
sequence:71|latency:0.130334|reception:71.130401|generation:71.000067
sequence:72|latency:0.125437|reception:72.125524|generation:72.000087
sequence:73|latency:0.12372|reception:73.123842|generation:73.000122
sequence:74|latency:0.148258|reception:74.148391|generation:74.000133
sequence:75|latency:0.152434|reception:75.152564|generation:75.00013
