sequence:0|latency:0.06864|reception:0.06864|generation:0.0
sequence:1|latency:0.062019|reception:0.430788|generation:0.368769
sequence:2|latency:0.103925|reception:1.454479|generation:1.350554
sequence:3|latency:0.110802|reception:1.685253|generation:1.574451
sequence:4|latency:0.161615|reception:1.808032|generation:1.646417
sequence:5|latency:0.118804|reception:2.076355|generation:1.957551
sequence:6|latency:0.2355|reception:2.216434|generation:1.980934
sequence:7|latency:0.09644|reception:2.899765|generation:2.803325
sequence:8|latency:0.171209|reception:3.159362|generation:2.988153
sequence:9|latency:0.149562|reception:3.535848|generation:3.386286
sequence:10|latency:0.200733|reception:3.693182|generation:3.492449
sequence:11|latency:0.144729|reception:4.279779|generation:4.13505
sequence:12|latency:0.070227|reception:4.438371|generation:4.368144
sequence:13|latency:0.18437|reception:4.553614|generation:4.369244
sequence:14|latency:0.268604|reception:4.639178|generation:4.370574
sequence:15|latency:0.141461|reception:4.919949|generation:4.778488
sequence:16|latency:0.142314|reception:5.150087|generation:5.007773
sequence:17|latency:0.164155|reception:5.211842|generation:5.047687
sequence:18|latency:0.128787|reception:5.433156|generation:5.304369
sequence:19|latency:0.090257|reception:6.184408|generation:6.094151
sequence:20|latency:0.110922|reception:6.316031|generation:6.205109
sequence:21|latency:0.096941|reception:6.448728|generation:6.351787
sequence:22|latency:0.067626|reception:6.647109|generation:6.579483
sequence:23|latency:0.108149|reception:7.328697|generation:7.220548
sequence:24|latency:0.076465|reception:7.951317|generation:7.874852
sequence:25|latency:0.096353|reception:8.563794|generation:8.467441
sequence:26|latency:0.097828|reception:8.90899|generation:8.811162
sequence:27|latency:0.158112|reception:9.171713|generation:9.013601
total run time:9.103073
