sequence:0|latency:0.068155|reception:0.068155|generation:0.0
sequence:1|latency:0.082724|reception:0.227365|generation:0.144641
sequence:2|latency:0.140223|reception:0.354568|generation:0.214345
sequence:3|latency:0.226725|reception:0.454423|generation:0.227698
sequence:4|latency:0.216496|reception:0.537005|generation:0.320509
sequence:5|latency:0.126182|reception:0.920272|generation:0.79409
sequence:6|latency:0.125192|reception:1.125698|generation:1.000506
sequence:7|latency:0.170864|reception:1.254357|generation:1.083493
sequence:8|latency:0.175452|reception:1.386537|generation:1.211085
sequence:9|latency:0.175188|reception:1.446455|generation:1.271267
sequence:10|latency:0.088312|reception:2.027911|generation:1.939599
sequence:11|latency:0.111295|reception:2.103103|generation:1.991808
sequence:12|latency:0.093263|reception:2.204478|generation:2.111215
sequence:13|latency:0.061916|reception:2.451865|generation:2.389949
sequence:14|latency:0.087755|reception:2.637707|generation:2.549952
sequence:15|latency:0.141421|reception:2.744938|generation:2.603517
sequence:16|latency:0.076251|reception:2.809115|generation:2.732864
sequence:17|latency:0.109406|reception:2.940541|generation:2.831135
sequence:18|latency:0.108303|reception:3.011342|generation:2.903039
sequence:19|latency:0.117045|reception:3.111625|generation:2.99458
sequence:20|latency:0.152381|reception:3.260559|generation:3.108178
sequence:21|latency:0.118507|reception:3.34734|generation:3.228833
sequence:22|latency:0.208152|reception:3.487984|generation:3.279832
sequence:23|latency:0.304317|reception:3.64162|generation:3.337303
sequence:24|latency:0.061884|reception:3.947601|generation:3.885717
sequence:25|latency:0.098986|reception:5.024788|generation:4.925802
sequence:26|latency:0.072262|reception:5.161836|generation:5.089574
sequence:27|latency:0.17727|reception:5.279928|generation:5.102658
sequence:28|latency:0.228751|reception:5.339229|generation:5.110478
sequence:29|latency:0.317296|reception:5.490715|generation:5.173419
sequence:30|latency:0.139249|reception:5.629357|generation:5.490108
sequence:31|latency:0.276705|reception:5.781629|generation:5.504924
sequence:32|latency:0.126119|reception:6.334721|generation:6.208602
sequence:33|latency:0.172404|reception:6.427301|generation:6.254897
sequence:34|latency:0.216115|reception:6.500782|generation:6.284667
sequence:35|latency:0.200201|reception:6.575641|generation:6.37544
sequence:36|latency:0.262327|reception:6.677081|generation:6.414754
sequence:37|latency:0.154595|reception:7.003705|generation:6.84911
sequence:38|latency:0.093277|reception:7.287298|generation:7.194021
sequence:39|latency:0.078873|reception:7.527116|generation:7.448243
sequence:40|latency:0.131591|reception:7.629967|generation:7.498376
sequence:41|latency:0.134987|reception:7.96418|generation:7.829193
sequence:42|latency:0.201786|reception:8.052127|generation:7.850341
sequence:43|latency:0.121301|reception:8.254877|generation:8.133576
sequence:44|latency:0.075641|reception:8.41266|generation:8.337019
sequence:45|latency:0.06817|reception:8.643262|generation:8.575092
sequence:46|latency:0.13496|reception:8.737531|generation:8.602571
sequence:47|latency:0.190398|reception:8.855566|generation:8.665168
sequence:48|latency:0.204539|reception:8.922446|generation:8.717907
sequence:49|latency:0.1525|reception:8.99118|generation:8.83868
sequence:50|latency:0.085016|reception:9.17498|generation:9.089964
sequence:51|latency:0.136236|reception:9.5043|generation:9.368064
sequence:52|latency:0.228981|reception:9.618674|generation:9.389693
sequence:53|latency:0.295922|reception:9.705263|generation:9.409341
sequence:54|latency:0.412894|reception:9.852013|generation:9.439119
sequence:55|latency:0.459364|reception:9.916549|generation:9.457185
sequence:56|latency:0.576969|reception:10.053705|generation:9.476736
sequence:57|latency:0.398184|reception:10.166699|generation:9.768515
sequence:58|latency:0.480246|reception:10.28185|generation:9.801604
sequence:59|latency:0.528494|reception:10.358602|generation:9.830108
sequence:60|latency:0.608263|reception:10.475072|generation:9.866809
sequence:61|latency:0.734168|reception:10.615719|generation:9.881551
sequence:62|latency:0.796871|reception:10.725177|generation:9.928306
sequence:63|latency:0.832491|reception:10.796173|generation:9.963682
sequence:64|latency:0.880396|reception:10.911152|generation:10.030756
sequence:65|latency:0.871692|reception:10.992393|generation:10.120701
sequence:66|latency:0.849058|reception:11.136829|generation:10.287771
sequence:67|latency:0.780371|reception:11.204628|generation:10.424257
sequence:68|latency:0.762976|reception:11.264902|generation:10.501926
sequence:69|latency:0.780684|reception:11.413519|generation:10.632835
sequence:70|latency:0.76092|reception:11.478224|generation:10.717304
sequence:71|latency:0.679565|reception:11.576443|generation:10.896878
sequence:72|latency:0.682033|reception:11.678328|generation:10.996295
sequence:73|latency:0.682485|reception:11.804093|generation:11.121608
sequence:74|latency:0.65799|reception:11.902679|generation:11.244689
sequence:75|latency:0.762757|reception:12.050579|generation:11.287822
sequence:76|latency:0.804401|reception:12.16403|generation:11.359629
sequence:77|latency:0.664525|reception:12.223779|generation:11.559254
sequence:78|latency:0.643565|reception:12.339407|generation:11.695842
sequence:79|latency:0.617001|reception:12.4866|generation:11.869599
sequence:80|latency:0.689522|reception:12.614866|generation:11.925344
sequence:81|latency:0.714337|reception:12.723363|generation:12.009026
sequence:82|latency:0.680941|reception:12.807514|generation:12.126573
sequence:83|latency:0.651467|reception:12.867178|generation:12.215711
sequence:84|latency:0.597865|reception:12.934772|generation:12.336907
sequence:85|latency:0.52382|reception:13.058192|generation:12.534372
sequence:86|latency:0.525121|reception:13.184608|generation:12.659487
sequence:87|latency:0.427943|reception:13.259093|generation:12.83115
sequence:88|latency:0.4467|reception:13.415732|generation:12.969032
sequence:89|latency:0.36109|reception:13.55319|generation:13.1921
sequence:90|latency:0.118446|reception:13.61387|generation:13.495424
sequence:91|latency:0.126969|reception:13.889384|generation:13.762415
sequence:92|latency:0.132618|reception:14.20793|generation:14.075312
total run time:14.139775
