sequence:0|latency:0.144592|reception:0.144592|generation:0.0
sequence:1|latency:0.123291|reception:0.21188|generation:0.088589
sequence:2|latency:0.104578|reception:0.305915|generation:0.201337
sequence:3|latency:0.152098|reception:0.408673|generation:0.256575
sequence:4|latency:0.06197|reception:0.487524|generation:0.425554
sequence:5|latency:0.123474|reception:0.560544|generation:0.43707
sequence:6|latency:0.181905|reception:0.626632|generation:0.444727
sequence:7|latency:0.106695|reception:0.973167|generation:0.866472
sequence:8|latency:0.135613|reception:1.117899|generation:0.982286
sequence:9|latency:0.146758|reception:1.218092|generation:1.071334
sequence:10|latency:0.071709|reception:1.380698|generation:1.308989
sequence:11|latency:0.171076|reception:1.51229|generation:1.341214
sequence:12|latency:0.124162|reception:1.598099|generation:1.473937
sequence:13|latency:0.155968|reception:1.709425|generation:1.553457
sequence:14|latency:0.260431|reception:1.821592|generation:1.561161
sequence:15|latency:0.073535|reception:1.916765|generation:1.84323
sequence:16|latency:0.129562|reception:2.102142|generation:1.97258
sequence:17|latency:0.198941|reception:2.226215|generation:2.027274
sequence:18|latency:0.229371|reception:2.337471|generation:2.1081
sequence:19|latency:0.064299|reception:2.4125|generation:2.348201
sequence:20|latency:0.108239|reception:2.471271|generation:2.363032
sequence:21|latency:0.181415|reception:2.615936|generation:2.434521
sequence:22|latency:0.162241|reception:2.717872|generation:2.555631
sequence:23|latency:0.140503|reception:2.783082|generation:2.642579
sequence:24|latency:0.07252|reception:2.988372|generation:2.915852
sequence:25|latency:0.15159|reception:3.1371|generation:2.98551
sequence:26|latency:0.198595|reception:3.223404|generation:3.024809
sequence:27|latency:0.237372|reception:3.366078|generation:3.128706
sequence:28|latency:0.349484|reception:3.502138|generation:3.152654
sequence:29|latency:0.362985|reception:3.624772|generation:3.261787
sequence:30|latency:0.428484|reception:3.714508|generation:3.286024
sequence:31|latency:0.473282|reception:3.778581|generation:3.305299
sequence:32|latency:0.565379|reception:3.897552|generation:3.332173
sequence:33|latency:0.47634|reception:4.021959|generation:3.545619
sequence:34|latency:0.531745|reception:4.168113|generation:3.636368
sequence:35|latency:0.62011|reception:4.260216|generation:3.640106
sequence:36|latency:0.313193|reception:4.353821|generation:4.040628
sequence:37|latency:0.3314|reception:4.482427|generation:4.151027
sequence:38|latency:0.478313|reception:4.6312|generation:4.152887
sequence:39|latency:0.452624|reception:4.715062|generation:4.262438
sequence:40|latency:0.529922|reception:4.820115|generation:4.290193
sequence:41|latency:0.543419|reception:5.092595|generation:4.549176
sequence:42|latency:0.39266|reception:5.206042|generation:4.813382
sequence:43|latency:0.123565|reception:5.268218|generation:5.144653
sequence:44|latency:0.198946|reception:5.406425|generation:5.207479
sequence:45|latency:0.064239|reception:5.822134|generation:5.757895
sequence:46|latency:0.111493|reception:6.101726|generation:5.990233
sequence:47|latency:0.214862|reception:6.224428|generation:6.009566
sequence:48|latency:0.280391|reception:6.343856|generation:6.063465
sequence:49|latency:0.345744|reception:6.468681|generation:6.122937
sequence:50|latency:0.442368|reception:6.573209|generation:6.130841
sequence:51|latency:0.481062|reception:6.692095|generation:6.211033
sequence:52|latency:0.297509|reception:6.796148|generation:6.498639
sequence:53|latency:0.291702|reception:6.939639|generation:6.647937
sequence:54|latency:0.396219|reception:7.056189|generation:6.65997
sequence:55|latency:0.289422|reception:7.158162|generation:6.86874
sequence:56|latency:0.368512|reception:7.267754|generation:6.899242
sequence:57|latency:0.424017|reception:7.38074|generation:6.956723
sequence:58|latency:0.443577|reception:7.472381|generation:7.028804
sequence:59|latency:0.46163|reception:7.554592|generation:7.092962
sequence:60|latency:0.564276|reception:7.665895|generation:7.101619
sequence:61|latency:0.512387|reception:7.742327|generation:7.22994
sequence:62|latency:0.470749|reception:7.804319|generation:7.33357
sequence:63|latency:0.506253|reception:7.878049|generation:7.371796
sequence:64|latency:0.483423|reception:7.94614|generation:7.462717
sequence:65|latency:0.58927|reception:8.077617|generation:7.488347
sequence:66|latency:0.641174|reception:8.173107|generation:7.531933
sequence:67|latency:0.61483|reception:8.232658|generation:7.617828
sequence:68|latency:0.469303|reception:8.302863|generation:7.83356
sequence:69|latency:0.531339|reception:8.411558|generation:7.880219
sequence:70|latency:0.620993|reception:8.526777|generation:7.905784
sequence:71|latency:0.738298|reception:8.656308|generation:7.91801
sequence:72|latency:0.829303|reception:8.781605|generation:7.952302
sequence:73|latency:0.911831|reception:8.880043|generation:7.968212
sequence:74|latency:1.042242|reception:9.018164|generation:7.975922
sequence:75|latency:1.059504|reception:9.174132|generation:8.114628
sequence:76|latency:1.182767|reception:9.312686|generation:8.129919
sequence:77|latency:0.977939|reception:9.460103|generation:8.482164
sequence:78|latency:0.88647|reception:9.617649|generation:8.731179
sequence:79|latency:0.875766|reception:9.688088|generation:8.812322
sequence:80|latency:0.969685|reception:9.835579|generation:8.865894
sequence:81|latency:0.663558|reception:9.958891|generation:9.295333
total run time:9.814299
