sequence:0|latency:0.091933|reception:0.091933|generation:0.0
sequence:1|latency:0.073648|reception:0.376956|generation:0.303308
sequence:2|latency:0.155453|reception:0.608046|generation:0.452593
sequence:3|latency:0.144214|reception:0.674278|generation:0.530064
sequence:4|latency:0.093989|reception:0.839012|generation:0.745023
sequence:5|latency:0.106011|reception:0.930231|generation:0.82422
sequence:6|latency:0.128038|reception:1.29839|generation:1.170352
sequence:7|latency:0.224188|reception:1.395936|generation:1.171748
sequence:8|latency:0.277086|reception:1.496014|generation:1.218928
sequence:9|latency:0.285018|reception:1.597434|generation:1.312416
sequence:10|latency:0.225096|reception:1.670081|generation:1.444985
sequence:11|latency:0.318786|reception:1.777519|generation:1.458733
sequence:12|latency:0.411545|reception:1.911233|generation:1.499688
sequence:13|latency:0.153114|reception:1.985803|generation:1.832689
sequence:14|latency:0.095276|reception:2.230543|generation:2.135267
sequence:15|latency:0.087893|reception:2.332287|generation:2.244394
sequence:16|latency:0.147194|reception:2.434886|generation:2.287692
sequence:17|latency:0.226288|reception:2.587851|generation:2.361563
sequence:18|latency:0.138674|reception:2.699905|generation:2.561231
sequence:19|latency:0.221872|reception:2.785696|generation:2.563824
sequence:20|latency:0.157862|reception:2.934115|generation:2.776253
sequence:21|latency:0.237912|reception:3.085036|generation:2.847124
sequence:22|latency:0.153359|reception:3.185942|generation:3.032583
sequence:23|latency:0.186814|reception:3.244357|generation:3.057543
sequence:24|latency:0.280521|reception:3.349251|generation:3.06873
sequence:25|latency:0.359285|reception:3.485879|generation:3.126594
sequence:26|latency:0.456279|reception:3.593012|generation:3.136733
sequence:27|latency:0.455805|reception:3.668647|generation:3.212842
sequence:28|latency:0.464436|reception:3.762709|generation:3.298273
sequence:29|latency:0.472991|reception:3.92051|generation:3.447519
sequence:30|latency:0.604149|reception:4.074764|generation:3.470615
sequence:31|latency:0.674937|reception:4.226798|generation:3.551861
sequence:32|latency:0.658778|reception:4.327804|generation:3.669026
sequence:33|latency:0.501496|reception:4.421684|generation:3.920188
sequence:34|latency:0.267632|reception:4.538673|generation:4.271041
sequence:35|latency:0.307977|reception:4.649255|generation:4.341278
sequence:36|latency:0.340762|reception:4.733103|generation:4.392341
sequence:37|latency:0.18618|reception:4.840282|generation:4.654102
sequence:38|latency:0.246707|reception:4.973351|generation:4.726644
sequence:39|latency:0.271703|reception:5.129648|generation:4.857945
sequence:40|latency:0.315436|reception:5.237928|generation:4.922492
sequence:41|latency:0.414601|reception:5.349459|generation:4.934858
sequence:42|latency:0.498842|reception:5.609014|generation:5.110172
sequence:43|latency:0.587395|reception:5.840994|generation:5.253599
sequence:44|latency:0.706669|reception:5.963419|generation:5.25675
sequence:45|latency:0.6318|reception:6.025262|generation:5.393462
sequence:46|latency:0.743529|reception:6.17551|generation:5.431981
sequence:47|latency:0.800408|reception:6.28007|generation:5.479662
sequence:48|latency:0.859804|reception:6.354242|generation:5.494438
sequence:49|latency:0.942597|reception:6.445045|generation:5.502448
sequence:50|latency:0.950844|reception:6.504853|generation:5.554009
sequence:51|latency:0.764473|reception:6.648564|generation:5.884091
sequence:52|latency:0.777582|reception:6.747201|generation:5.969619
sequence:53|latency:0.906526|reception:6.890834|generation:5.984308
sequence:54|latency:1.025834|reception:7.024658|generation:5.998824
sequence:55|latency:1.014637|reception:7.122273|generation:6.107636
sequence:56|latency:0.995138|reception:7.184803|generation:6.189665
sequence:57|latency:1.035549|reception:7.251138|generation:6.215589
sequence:58|latency:1.128544|reception:7.348857|generation:6.220313
sequence:59|latency:0.800834|reception:7.487608|generation:6.686774
sequence:60|latency:0.592479|reception:7.548918|generation:6.956439
sequence:61|latency:0.634659|reception:7.62|generation:6.985341
sequence:62|latency:0.626347|reception:7.687275|generation:7.060928
sequence:63|latency:0.684996|reception:7.830842|generation:7.145846
sequence:64|latency:0.787248|reception:7.942477|generation:7.155229
sequence:65|latency:0.879445|reception:8.097185|generation:7.21774
sequence:66|latency:0.663759|reception:8.201171|generation:7.537412
sequence:67|latency:0.702426|reception:8.305325|generation:7.602899
sequence:68|latency:0.723769|reception:8.365999|generation:7.64223
sequence:69|latency:0.783305|reception:8.481914|generation:7.698609
sequence:70|latency:0.88251|reception:8.588588|generation:7.706078
sequence:71|latency:0.847064|reception:8.693103|generation:7.846039
sequence:72|latency:0.849364|reception:8.771792|generation:7.922428
sequence:73|latency:0.786036|reception:8.917099|generation:8.131063
sequence:74|latency:0.805988|reception:8.992091|generation:8.186103
sequence:75|latency:0.844542|reception:9.112857|generation:8.268315
sequence:76|latency:0.851788|reception:9.201045|generation:8.349257
sequence:77|latency:0.791073|reception:9.261617|generation:8.470544
sequence:78|latency:0.716989|reception:9.388185|generation:8.671196
sequence:79|latency:0.682382|reception:9.464432|generation:8.78205
sequence:80|latency:0.663036|reception:9.589018|generation:8.925982
sequence:81|latency:0.735277|reception:9.679633|generation:8.944356
sequence:82|latency:0.705971|reception:9.741332|generation:9.035361
sequence:83|latency:0.762641|reception:9.822707|generation:9.060066
sequence:84|latency:0.802644|reception:9.898209|generation:9.095565
total run time:9.806276
