sequence:0|latency:0.309023|reception:0.309023|generation:0.0
sequence:1|latency:0.365461|reception:0.442348|generation:0.076887
sequence:2|latency:0.389491|reception:0.503177|generation:0.113686
sequence:3|latency:0.420217|reception:0.564182|generation:0.143965
sequence:4|latency:0.441068|reception:0.706392|generation:0.265324
sequence:5|latency:0.279856|reception:0.771053|generation:0.491197
sequence:6|latency:0.368787|reception:0.880431|generation:0.511644
sequence:7|latency:0.483152|reception:1.002451|generation:0.519299
sequence:8|latency:0.543456|reception:1.120412|generation:0.576956
sequence:9|latency:0.285501|reception:1.235561|generation:0.95006
sequence:10|latency:0.191811|reception:1.351993|generation:1.160182
sequence:11|latency:0.179508|reception:1.457573|generation:1.278065
sequence:12|latency:0.063015|reception:1.718745|generation:1.65573
sequence:13|latency:0.059338|reception:1.782488|generation:1.72315
sequence:14|latency:0.081908|reception:1.909735|generation:1.827827
sequence:15|latency:0.154187|reception:2.216199|generation:2.062012
sequence:16|latency:0.195738|reception:2.348047|generation:2.152309
sequence:17|latency:0.138192|reception:2.47559|generation:2.337398
sequence:18|latency:0.177415|reception:2.53478|generation:2.357365
sequence:19|latency:0.144744|reception:2.701839|generation:2.557095
sequence:20|latency:0.167657|reception:2.790081|generation:2.622424
sequence:21|latency:0.141006|reception:2.902623|generation:2.761617
sequence:22|latency:0.078534|reception:2.993915|generation:2.915381
sequence:23|latency:0.152218|reception:3.24365|generation:3.091432
sequence:24|latency:0.098885|reception:3.46023|generation:3.361345
sequence:25|latency:0.067211|reception:4.139142|generation:4.071931
sequence:26|latency:0.138575|reception:4.426401|generation:4.287826
sequence:27|latency:0.227313|reception:4.550251|generation:4.322938
sequence:28|latency:0.265314|reception:4.622494|generation:4.35718
sequence:29|latency:0.255913|reception:4.694516|generation:4.438603
sequence:30|latency:0.125512|reception:4.791406|generation:4.665894
sequence:31|latency:0.246512|reception:4.913604|generation:4.667092
sequence:32|latency:0.164257|reception:5.06604|generation:4.901783
sequence:33|latency:0.135762|reception:5.51333|generation:5.377568
sequence:34|latency:0.242293|reception:5.651557|generation:5.409264
sequence:35|latency:0.276106|reception:5.738364|generation:5.462258
sequence:36|latency:0.224594|reception:5.879197|generation:5.654603
sequence:37|latency:0.304728|reception:6.016073|generation:5.711345
sequence:38|latency:0.339188|reception:6.11423|generation:5.775042
sequence:39|latency:0.140779|reception:6.54412|generation:6.403341
sequence:40|latency:0.246015|reception:6.682857|generation:6.436842
