sequence:0|latency:0.14655|reception:0.14655|generation:0.0
sequence:1|latency:0.140884|reception:0.251348|generation:0.110464
sequence:2|latency:0.139318|reception:0.584018|generation:0.4447
sequence:3|latency:0.064994|reception:0.732903|generation:0.667909
sequence:4|latency:0.076676|reception:0.877029|generation:0.800353
sequence:5|latency:0.13872|reception:0.999014|generation:0.860294
sequence:6|latency:0.158195|reception:1.133098|generation:0.974903
sequence:7|latency:0.167452|reception:1.21287|generation:1.045418
sequence:8|latency:0.223983|reception:1.307572|generation:1.083589
sequence:9|latency:0.352479|reception:1.438201|generation:1.085722
sequence:10|latency:0.292766|reception:1.550067|generation:1.257301
sequence:11|latency:0.088754|reception:1.753643|generation:1.664889
sequence:12|latency:0.196662|reception:1.900608|generation:1.703946
sequence:13|latency:0.239739|reception:1.998313|generation:1.758574
sequence:14|latency:0.310786|reception:2.111871|generation:1.801085
sequence:15|latency:0.344673|reception:2.262137|generation:1.917464
sequence:16|latency:0.400078|reception:2.332843|generation:1.932765
sequence:17|latency:0.404817|reception:2.437693|generation:2.032876
sequence:18|latency:0.477184|reception:2.580897|generation:2.103713
sequence:19|latency:0.303737|reception:2.647115|generation:2.343378
sequence:20|latency:0.368686|reception:2.723206|generation:2.35452
sequence:21|latency:0.338197|reception:2.794119|generation:2.455922
sequence:22|latency:0.202063|reception:2.909944|generation:2.707881
sequence:23|latency:0.225966|reception:2.998236|generation:2.77227
sequence:24|latency:0.291353|reception:3.06736|generation:2.776007
sequence:25|latency:0.363876|reception:3.186095|generation:2.822219
sequence:26|latency:0.454331|reception:3.338668|generation:2.884337
sequence:27|latency:0.455064|reception:3.416642|generation:2.961578
sequence:28|latency:0.553317|reception:3.570679|generation:3.017362
sequence:29|latency:0.493362|reception:3.69417|generation:3.200808
sequence:30|latency:0.472665|reception:3.766462|generation:3.293797
sequence:31|latency:0.483082|reception:3.885573|generation:3.402491
sequence:32|latency:0.474427|reception:3.944615|generation:3.470188
sequence:33|latency:0.521437|reception:4.074481|generation:3.553044
sequence:34|latency:0.599577|reception:4.230722|generation:3.631145
sequence:35|latency:0.663253|reception:4.316626|generation:3.653373
sequence:36|latency:0.326676|reception:4.383493|generation:4.056817
sequence:37|latency:0.376578|reception:4.455258|generation:4.07868
sequence:38|latency:0.481284|reception:4.679333|generation:4.198049
sequence:39|latency:0.559306|reception:4.79228|generation:4.232974
sequence:40|latency:0.612615|reception:4.870169|generation:4.257554
sequence:41|latency:0.673627|reception:5.000488|generation:4.326861
sequence:42|latency:0.777787|reception:5.136575|generation:4.358788
sequence:43|latency:0.773638|reception:5.209363|generation:4.435725
sequence:44|latency:0.695475|reception:5.360658|generation:4.665183
sequence:45|latency:0.704578|reception:5.464637|generation:4.760059
sequence:46|latency:0.782966|reception:5.564816|generation:4.78185
sequence:47|latency:0.867239|reception:5.651492|generation:4.784253
sequence:48|latency:0.923486|reception:5.732305|generation:4.808819
sequence:49|latency:0.925599|reception:5.853451|generation:4.927852
sequence:50|latency:0.770544|reception:5.963856|generation:5.193312
sequence:51|latency:0.885339|reception:6.117373|generation:5.232034
sequence:52|latency:0.913862|reception:6.182783|generation:5.268921
sequence:53|latency:0.840788|reception:6.295258|generation:5.45447
sequence:54|latency:0.753847|reception:6.360939|generation:5.607092
sequence:55|latency:0.830796|reception:6.480152|generation:5.649356
sequence:56|latency:0.873165|reception:6.543903|generation:5.670738
sequence:57|latency:0.970923|reception:6.66655|generation:5.695627
sequence:58|latency:0.898803|reception:6.795337|generation:5.896534
sequence:59|latency:0.949421|reception:6.941054|generation:5.991633
sequence:60|latency:1.015277|reception:7.01071|generation:5.995433
sequence:61|latency:1.021512|reception:7.0776|generation:6.056088
sequence:62|latency:1.141099|reception:7.225947|generation:6.084848
sequence:63|latency:1.162104|reception:7.32201|generation:6.159906
sequence:64|latency:0.871818|reception:7.461787|generation:6.589969
sequence:65|latency:0.833081|reception:7.574495|generation:6.741414
sequence:66|latency:0.836747|reception:7.704764|generation:6.868017
sequence:67|latency:0.588803|reception:7.799898|generation:7.211095
sequence:68|latency:0.409377|reception:7.936541|generation:7.527164
sequence:69|latency:0.433623|reception:8.010744|generation:7.577121
sequence:70|latency:0.506837|reception:8.113453|generation:7.606616
sequence:71|latency:0.590178|reception:8.214947|generation:7.624769
sequence:72|latency:0.482504|reception:8.314472|generation:7.831968
sequence:73|latency:0.507403|reception:8.41355|generation:7.906147
sequence:74|latency:0.492621|reception:8.517701|generation:8.02508
sequence:75|latency:0.527658|reception:8.697492|generation:8.169834
sequence:76|latency:0.611646|reception:8.792577|generation:8.180931
sequence:77|latency:0.465697|reception:8.857033|generation:8.391336
sequence:78|latency:0.454079|reception:8.999849|generation:8.54577
sequence:79|latency:0.549634|reception:9.134086|generation:8.584452
sequence:80|latency:0.560085|reception:9.226785|generation:8.6667
sequence:81|latency:0.577991|reception:9.367631|generation:8.78964
sequence:82|latency:0.537389|reception:9.427686|generation:8.890297
sequence:83|latency:0.452347|reception:9.534094|generation:9.081747
sequence:84|latency:0.441572|reception:9.600022|generation:9.15845
sequence:85|latency:0.458587|reception:9.667514|generation:9.208927
sequence:86|latency:0.504985|reception:9.733412|generation:9.228427
sequence:87|latency:0.532792|reception:9.888315|generation:9.355523
sequence:88|latency:0.530796|reception:9.980553|generation:9.449757
total run time:9.834003
