sequence:0|latency:0.074725|reception:0.074725|generation:0.0
sequence:1|latency:0.100652|reception:0.302892|generation:0.20224
sequence:2|latency:0.163395|reception:0.390488|generation:0.227093
sequence:3|latency:0.149667|reception:0.491862|generation:0.342195
sequence:4|latency:0.26768|reception:0.631001|generation:0.363321
sequence:5|latency:0.240406|reception:0.767925|generation:0.527519
sequence:6|latency:0.104784|reception:0.962462|generation:0.857678
sequence:7|latency:0.153056|reception:1.179356|generation:1.0263
sequence:8|latency:0.14242|reception:1.882027|generation:1.739607
sequence:9|latency:0.215458|reception:1.963606|generation:1.748148
sequence:10|latency:0.287348|reception:2.0747|generation:1.787352
sequence:11|latency:0.108047|reception:2.306307|generation:2.19826
sequence:12|latency:0.1123|reception:2.678809|generation:2.566509
sequence:13|latency:0.182806|reception:2.774246|generation:2.59144
sequence:14|latency:0.14881|reception:2.883179|generation:2.734369
sequence:15|latency:0.140189|reception:3.126794|generation:2.986605
sequence:16|latency:0.138838|reception:3.379108|generation:3.24027
sequence:17|latency:0.063698|reception:3.641428|generation:3.57773
sequence:18|latency:0.148583|reception:3.867768|generation:3.719185
sequence:19|latency:0.13641|reception:4.098259|generation:3.961849
sequence:20|latency:0.099016|reception:4.179693|generation:4.080677
sequence:21|latency:0.15005|reception:4.343304|generation:4.193254
sequence:22|latency:0.094097|reception:4.414968|generation:4.320871
sequence:23|latency:0.120897|reception:4.925545|generation:4.804648
sequence:24|latency:0.101121|reception:5.262521|generation:5.1614
sequence:25|latency:0.201194|reception:5.402063|generation:5.200869
sequence:26|latency:0.073315|reception:5.472507|generation:5.399192
sequence:27|latency:0.131791|reception:5.629433|generation:5.497642
sequence:28|latency:0.15361|reception:5.978197|generation:5.824587
sequence:29|latency:0.152464|reception:6.097124|generation:5.94466
sequence:30|latency:0.154019|reception:6.249935|generation:6.095916
sequence:31|latency:0.064424|reception:6.359018|generation:6.294594
sequence:32|latency:0.197565|reception:6.510394|generation:6.312829
sequence:33|latency:0.12802|reception:6.649298|generation:6.521278
sequence:34|latency:0.182077|reception:6.717305|generation:6.535228
sequence:35|latency:0.288388|reception:6.865055|generation:6.576667
sequence:36|latency:0.392111|reception:7.015344|generation:6.623233
sequence:37|latency:0.059269|reception:7.099137|generation:7.039868
sequence:38|latency:0.106206|reception:7.429001|generation:7.322795
sequence:39|latency:0.193417|reception:7.555645|generation:7.362228
sequence:40|latency:0.151321|reception:8.011421|generation:7.8601
sequence:41|latency:0.075155|reception:8.482161|generation:8.407006
sequence:42|latency:0.217653|reception:8.635125|generation:8.417472
sequence:43|latency:0.088471|reception:8.790025|generation:8.701554
sequence:44|latency:0.170504|reception:8.882814|generation:8.71231
sequence:45|latency:0.211086|reception:9.088214|generation:8.877128
sequence:46|latency:0.173216|reception:9.179346|generation:9.00613
sequence:47|latency:0.06599|reception:9.366784|generation:9.300794
sequence:48|latency:0.106817|reception:9.502191|generation:9.395374
total run time:9.427466
