sequence:0|latency:0.125866|reception:0.125866|generation:0.0
sequence:1|latency:0.073046|reception:0.609945|generation:0.536899
sequence:2|latency:0.11566|reception:0.970321|generation:0.854661
sequence:3|latency:0.121351|reception:1.116488|generation:0.995137
sequence:4|latency:0.081054|reception:1.249341|generation:1.168287
sequence:5|latency:0.111462|reception:1.7133|generation:1.601838
sequence:6|latency:0.136413|reception:1.773417|generation:1.637004
sequence:7|latency:0.19447|reception:1.903142|generation:1.708672
sequence:8|latency:0.083395|reception:2.306621|generation:2.223226
sequence:9|latency:0.190262|reception:2.439635|generation:2.249373
sequence:10|latency:0.079457|reception:2.765009|generation:2.685552
sequence:11|latency:0.129195|reception:3.371692|generation:3.242497
sequence:12|latency:0.192695|reception:3.4611|generation:3.268405
sequence:13|latency:0.152455|reception:4.533001|generation:4.380546
sequence:14|latency:0.151629|reception:4.637974|generation:4.486345
sequence:15|latency:0.158672|reception:4.745587|generation:4.586915
sequence:16|latency:0.18086|reception:4.900194|generation:4.719334
sequence:17|latency:0.196488|reception:5.04679|generation:4.850302
sequence:18|latency:0.171211|reception:5.109755|generation:4.938544
sequence:19|latency:0.288292|reception:5.262459|generation:4.974167
sequence:20|latency:0.262202|reception:5.384913|generation:5.122711
sequence:21|latency:0.146299|reception:5.470876|generation:5.324577
sequence:22|latency:0.15859|reception:5.58774|generation:5.42915
sequence:23|latency:0.113622|reception:5.884259|generation:5.770637
sequence:24|latency:0.08435|reception:6.060936|generation:5.976586
sequence:25|latency:0.105161|reception:6.419758|generation:6.314597
sequence:26|latency:0.085321|reception:6.500294|generation:6.414973
sequence:27|latency:0.098336|reception:6.85095|generation:6.752614
sequence:28|latency:0.109879|reception:7.405269|generation:7.29539
sequence:29|latency:0.147006|reception:7.716139|generation:7.569133
sequence:30|latency:0.223905|reception:7.814735|generation:7.59083
sequence:31|latency:0.314199|reception:7.905675|generation:7.591476
sequence:32|latency:0.217801|reception:8.035557|generation:7.817756
sequence:33|latency:0.133324|reception:8.408742|generation:8.275418
sequence:34|latency:0.071443|reception:8.488822|generation:8.417379
sequence:35|latency:0.104802|reception:8.581444|generation:8.476642
sequence:36|latency:0.063695|reception:8.847028|generation:8.783333
sequence:37|latency:0.101157|reception:9.10579|generation:9.004633
sequence:38|latency:0.096622|reception:9.264512|generation:9.16789
sequence:39|latency:0.124589|reception:9.53856|generation:9.413971
sequence:40|latency:0.060891|reception:9.788927|generation:9.728036
sequence:41|latency:0.138508|reception:9.984249|generation:9.845741
total run time:9.858383
