sequence:0|latency:0.149334|reception:0.149334|generation:0.0
sequence:1|latency:0.117975|reception:3.328353|generation:3.210378
sequence:2|latency:0.08056|reception:7.522771|generation:7.442211
sequence:3|latency:0.140341|reception:10.074056|generation:9.933715
sequence:4|latency:0.111625|reception:13.306955|generation:13.19533
sequence:5|latency:0.106509|reception:16.897143|generation:16.790634
sequence:6|latency:0.121365|reception:18.765908|generation:18.644543
sequence:7|latency:0.10361|reception:20.712426|generation:20.608816
sequence:8|latency:0.091199|reception:26.657535|generation:26.566336
sequence:9|latency:0.065783|reception:29.390029|generation:29.324246
sequence:10|latency:0.123578|reception:30.776587|generation:30.653009
sequence:11|latency:0.105682|reception:35.494602|generation:35.38892
sequence:12|latency:0.100555|reception:41.557797|generation:41.457242
sequence:13|latency:0.113328|reception:46.064891|generation:45.951563
sequence:14|latency:0.135255|reception:50.73225|generation:50.596995
sequence:15|latency:0.145083|reception:55.925376|generation:55.780293
sequence:16|latency:0.111029|reception:58.994715|generation:58.883686
sequence:17|latency:0.083671|reception:62.838619|generation:62.754948
sequence:18|latency:0.110631|reception:64.670146|generation:64.559515
sequence:19|latency:0.135617|reception:66.307055|generation:66.171438
sequence:20|latency:0.121528|reception:70.779483|generation:70.657955
sequence:21|latency:0.103085|reception:71.873444|generation:71.770359
sequence:22|latency:0.065162|reception:74.762627|generation:74.697465
sequence:23|latency:0.097829|reception:81.556605|generation:81.458776
sequence:24|latency:0.082945|reception:86.799629|generation:86.716684
sequence:25|latency:0.092363|reception:92.44501|generation:92.352647
sequence:26|latency:0.158709|reception:92.55402|generation:92.395311
sequence:27|latency:0.098129|reception:93.587757|generation:93.489628
sequence:28|latency:0.121791|reception:94.802719|generation:94.680928
sequence:29|latency:0.135582|reception:94.8908|generation:94.755218
sequence:30|latency:0.138081|reception:95.770373|generation:95.632292
sequence:31|latency:0.073898|reception:98.987891|generation:98.913993
sequence:32|latency:0.115548|reception:102.438163|generation:102.322615
sequence:33|latency:0.112439|reception:112.447181|generation:112.334742
sequence:34|latency:0.090067|reception:112.977594|generation:112.887527
sequence:35|latency:0.1509|reception:114.062265|generation:113.911365
sequence:36|latency:0.104009|reception:117.15677|generation:117.052761
sequence:37|latency:0.091121|reception:120.030815|generation:119.939694
sequence:38|latency:0.14712|reception:124.209943|generation:124.062823
sequence:39|latency:0.101935|reception:126.114754|generation:126.012819
sequence:40|latency:0.152767|reception:126.676939|generation:126.524172
sequence:41|latency:0.162778|reception:126.817728|generation:126.65495
sequence:42|latency:0.068088|reception:127.472614|generation:127.404526
sequence:43|latency:0.153596|reception:140.643886|generation:140.49029
sequence:44|latency:0.150289|reception:145.669645|generation:145.519356
sequence:45|latency:0.132072|reception:155.857916|generation:155.725844
sequence:46|latency:0.148786|reception:160.760241|generation:160.611455
sequence:47|latency:0.09501|reception:162.325071|generation:162.230061
sequence:48|latency:0.093285|reception:165.730092|generation:165.636807
sequence:49|latency:0.075983|reception:166.403528|generation:166.327545
sequence:50|latency:0.133912|reception:171.332473|generation:171.198561
sequence:51|latency:0.146356|reception:172.937604|generation:172.791248
sequence:52|latency:0.137214|reception:175.050283|generation:174.913069
sequence:53|latency:0.125119|reception:176.487013|generation:176.361894
sequence:54|latency:0.150229|reception:177.463567|generation:177.313338
sequence:55|latency:0.076918|reception:178.413665|generation:178.336747
sequence:56|latency:0.111704|reception:179.062075|generation:178.950371
sequence:57|latency:0.13425|reception:180.092788|generation:179.958538
sequence:58|latency:0.065208|reception:182.642936|generation:182.577728
sequence:59|latency:0.151185|reception:184.836579|generation:184.685394
sequence:60|latency:0.070365|reception:185.864975|generation:185.79461
sequence:61|latency:0.157868|reception:190.932985|generation:190.775117
sequence:62|latency:0.068837|reception:191.176807|generation:191.10797
sequence:63|latency:0.137992|reception:199.80988|generation:199.671888
sequence:64|latency:0.102871|reception:204.089668|generation:203.986797
sequence:65|latency:0.0709|reception:205.006941|generation:204.936041
sequence:66|latency:0.135824|reception:205.76544|generation:205.629616
sequence:67|latency:0.077921|reception:207.073803|generation:206.995882
sequence:68|latency:0.135698|reception:212.984198|generation:212.8485
sequence:69|latency:0.092042|reception:220.535702|generation:220.44366
sequence:70|latency:0.062776|reception:225.540942|generation:225.478166
sequence:71|latency:0.110133|reception:237.216137|generation:237.106004
sequence:72|latency:0.067305|reception:246.3396|generation:246.272295
sequence:73|latency:0.117356|reception:259.520493|generation:259.403137
sequence:74|latency:0.073635|reception:269.443883|generation:269.370248
sequence:75|latency:0.10365|reception:273.656665|generation:273.553015
sequence:76|latency:0.147682|reception:282.747922|generation:282.60024
sequence:77|latency:0.122672|reception:286.951814|generation:286.829142
sequence:78|latency:0.120033|reception:287.298588|generation:287.178555
sequence:79|latency:0.079414|reception:290.1014|generation:290.021986
sequence:80|latency:0.113289|reception:298.014389|generation:297.9011
sequence:81|latency:0.090016|reception:304.73069|generation:304.640674
sequence:82|latency:0.157977|reception:315.043667|generation:314.88569
sequence:83|latency:0.079241|reception:316.541327|generation:316.462086
sequence:84|latency:0.061539|reception:317.352218|generation:317.290679
sequence:85|latency:0.134382|reception:318.177452|generation:318.04307
sequence:86|latency:0.10997|reception:321.569458|generation:321.459488
sequence:87|latency:0.119072|reception:323.216629|generation:323.097557
sequence:88|latency:0.071472|reception:325.241887|generation:325.170415
sequence:89|latency:0.126253|reception:325.980188|generation:325.853935
sequence:90|latency:0.109366|reception:332.443403|generation:332.334037
total run time:332.294069
