sequence:0|latency:0.143296|reception:0.143296|generation:0.0
sequence:1|latency:0.208087|reception:0.509747|generation:0.30166
sequence:2|latency:0.093548|reception:0.652248|generation:0.5587
sequence:3|latency:0.127203|reception:0.91241|generation:0.785207
sequence:4|latency:0.12595|reception:1.305874|generation:1.179924
sequence:5|latency:0.127722|reception:1.564714|generation:1.436992
sequence:6|latency:0.210846|reception:1.653777|generation:1.442931
sequence:7|latency:0.125761|reception:1.842855|generation:1.717094
sequence:8|latency:0.11796|reception:2.01066|generation:1.8927
sequence:9|latency:0.136995|reception:2.075421|generation:1.938426
sequence:10|latency:0.092723|reception:2.166937|generation:2.074214
sequence:11|latency:0.131333|reception:2.259656|generation:2.128323
sequence:12|latency:0.098917|reception:2.347322|generation:2.248405
sequence:13|latency:0.140504|reception:2.532771|generation:2.392267
sequence:14|latency:0.127996|reception:2.691799|generation:2.563803
sequence:15|latency:0.06187|reception:2.939709|generation:2.877839
sequence:16|latency:0.122131|reception:3.004321|generation:2.88219
sequence:17|latency:0.0756|reception:3.10806|generation:3.03246
sequence:18|latency:0.119612|reception:3.220592|generation:3.10098
sequence:19|latency:0.191368|reception:3.378732|generation:3.187364
sequence:20|latency:0.213847|reception:3.463655|generation:3.249808
sequence:21|latency:0.192615|reception:3.553529|generation:3.360914
sequence:22|latency:0.17943|reception:3.636352|generation:3.456922
sequence:23|latency:0.263471|reception:3.748545|generation:3.485074
sequence:24|latency:0.317983|reception:3.850252|generation:3.532269
sequence:25|latency:0.283127|reception:3.935088|generation:3.651961
sequence:26|latency:0.326825|reception:4.030434|generation:3.703609
sequence:27|latency:0.308953|reception:4.091136|generation:3.782183
sequence:28|latency:0.4122|reception:4.245638|generation:3.833438
sequence:29|latency:0.214896|reception:4.500284|generation:4.285388
sequence:30|latency:0.149407|reception:4.603539|generation:4.454132
sequence:31|latency:0.157674|reception:4.763685|generation:4.606011
sequence:32|latency:0.104873|reception:4.969742|generation:4.864869
sequence:33|latency:0.096814|reception:5.06869|generation:4.971876
sequence:34|latency:0.135178|reception:5.192496|generation:5.057318
sequence:35|latency:0.064608|reception:5.334049|generation:5.269441
sequence:36|latency:0.088641|reception:5.422343|generation:5.333702
sequence:37|latency:0.093753|reception:5.523712|generation:5.429959
sequence:38|latency:0.091719|reception:5.662525|generation:5.570806
sequence:39|latency:0.18539|reception:5.766516|generation:5.581126
sequence:40|latency:0.151328|reception:5.939062|generation:5.787734
sequence:41|latency:0.220971|reception:6.047955|generation:5.826984
sequence:42|latency:0.215532|reception:6.111942|generation:5.89641
sequence:43|latency:0.303354|reception:6.257606|generation:5.954252
sequence:44|latency:0.103794|reception:6.355004|generation:6.25121
sequence:45|latency:0.232093|reception:6.495818|generation:6.263725
sequence:46|latency:0.25756|reception:6.557114|generation:6.299554
sequence:47|latency:0.087557|reception:6.723281|generation:6.635724
sequence:48|latency:0.101625|reception:6.926798|generation:6.825173
sequence:49|latency:0.109278|reception:7.066593|generation:6.957315
sequence:50|latency:0.193513|reception:7.214148|generation:7.020635
sequence:51|latency:0.30696|reception:7.340972|generation:7.034012
sequence:52|latency:0.410739|reception:7.466949|generation:7.05621
sequence:53|latency:0.27896|reception:7.603722|generation:7.324762
sequence:54|latency:0.347946|reception:7.7173|generation:7.369354
sequence:55|latency:0.411081|reception:7.85946|generation:7.448379
sequence:56|latency:0.481486|reception:8.006432|generation:7.524946
sequence:57|latency:0.488981|reception:8.135082|generation:7.646101
sequence:58|latency:0.368959|reception:8.284219|generation:7.91526
sequence:59|latency:0.249804|reception:8.345017|generation:8.095213
sequence:60|latency:0.260553|reception:8.463462|generation:8.202909
sequence:61|latency:0.254253|reception:8.568391|generation:8.314138
sequence:62|latency:0.320116|reception:8.700411|generation:8.380295
sequence:63|latency:0.401783|reception:8.847258|generation:8.445475
sequence:64|latency:0.469811|reception:8.925342|generation:8.455531
sequence:65|latency:0.346238|reception:9.047252|generation:8.701014
sequence:66|latency:0.384884|reception:9.107493|generation:8.722609
sequence:67|latency:0.387135|reception:9.190209|generation:8.803074
sequence:68|latency:0.452002|reception:9.308318|generation:8.856316
sequence:69|latency:0.320586|reception:9.384654|generation:9.064068
sequence:70|latency:0.361212|reception:9.524381|generation:9.163169
sequence:71|latency:0.448088|reception:9.622433|generation:9.174345
sequence:72|latency:0.540826|reception:9.716142|generation:9.175316
sequence:73|latency:0.384051|reception:9.868529|generation:9.484478
sequence:74|latency:0.389169|reception:9.948706|generation:9.559537
total run time:9.80541
