sequence:0|latency:0.151723|reception:0.151723|generation:0.0
sequence:1|latency:0.119098|reception:0.91414|generation:0.795042
sequence:2|latency:0.105069|reception:1.186517|generation:1.081448
sequence:3|latency:0.166729|reception:1.269492|generation:1.102763
sequence:4|latency:0.158369|reception:1.330764|generation:1.172395
sequence:5|latency:0.076168|reception:1.763871|generation:1.687703
sequence:6|latency:0.071459|reception:2.031728|generation:1.960269
sequence:7|latency:0.065544|reception:2.150286|generation:2.084742
sequence:8|latency:0.0945|reception:2.217575|generation:2.123075
sequence:9|latency:0.109016|reception:2.387403|generation:2.278387
sequence:10|latency:0.139464|reception:3.566838|generation:3.427374
sequence:11|latency:0.125433|reception:3.992124|generation:3.866691
sequence:12|latency:0.08153|reception:4.06732|generation:3.98579
sequence:13|latency:0.118337|reception:5.256582|generation:5.138245
sequence:14|latency:0.220951|reception:5.3715|generation:5.150549
sequence:15|latency:0.142777|reception:5.840888|generation:5.698111
sequence:16|latency:0.169814|reception:5.921288|generation:5.751474
sequence:17|latency:0.113901|reception:6.319941|generation:6.20604
sequence:18|latency:0.077308|reception:6.718356|generation:6.641048
sequence:19|latency:0.127771|reception:7.120985|generation:6.993214
sequence:20|latency:0.221591|reception:7.230873|generation:7.009282
sequence:21|latency:0.290566|reception:7.30764|generation:7.017074
sequence:22|latency:0.407543|reception:7.439109|generation:7.031566
sequence:23|latency:0.108221|reception:7.577536|generation:7.469315
sequence:24|latency:0.14885|reception:8.419641|generation:8.270791
sequence:25|latency:0.139893|reception:8.563389|generation:8.423496
sequence:26|latency:0.113767|reception:8.795805|generation:8.682038
sequence:27|latency:0.142314|reception:8.906466|generation:8.764152
sequence:28|latency:0.146198|reception:8.990495|generation:8.844297
sequence:29|latency:0.103717|reception:9.365174|generation:9.261457
sequence:30|latency:0.077974|reception:9.475538|generation:9.397564
sequence:31|latency:0.065213|reception:9.628866|generation:9.563653
sequence:32|latency:0.107919|reception:9.995675|generation:9.887756
sequence:33|latency:0.126373|reception:10.823292|generation:10.696919
