sequence:0|latency:0.086325|reception:0.086325|generation:0.0
sequence:1|latency:0.096734|reception:0.538914|generation:0.44218
sequence:2|latency:0.067682|reception:2.132869|generation:2.065187
sequence:3|latency:0.158505|reception:2.42393|generation:2.265425
sequence:4|latency:0.125262|reception:3.198053|generation:3.072791
sequence:5|latency:0.071735|reception:5.153519|generation:5.081784
sequence:6|latency:0.148388|reception:5.388361|generation:5.239973
sequence:7|latency:0.08288|reception:5.798233|generation:5.715353
sequence:8|latency:0.136525|reception:6.308483|generation:6.171958
sequence:9|latency:0.108809|reception:7.177271|generation:7.068462
sequence:10|latency:0.099462|reception:8.074133|generation:7.974671
sequence:11|latency:0.13043|reception:8.139543|generation:8.009113
sequence:12|latency:0.070802|reception:8.576553|generation:8.505751
sequence:13|latency:0.130525|reception:8.995419|generation:8.864894
sequence:14|latency:0.100051|reception:9.450457|generation:9.350406
sequence:15|latency:0.126945|reception:10.955366|generation:10.828421
sequence:16|latency:0.093139|reception:11.998039|generation:11.9049
sequence:17|latency:0.110645|reception:12.061682|generation:11.951037
sequence:18|latency:0.071579|reception:15.639075|generation:15.567496
sequence:19|latency:0.100575|reception:15.709982|generation:15.609407
sequence:20|latency:0.085573|reception:16.04048|generation:15.954907
sequence:21|latency:0.115038|reception:16.357415|generation:16.242377
sequence:22|latency:0.077429|reception:17.819392|generation:17.741963
sequence:23|latency:0.09488|reception:17.929251|generation:17.834371
sequence:24|latency:0.170691|reception:18.044991|generation:17.8743
sequence:25|latency:0.133106|reception:18.287148|generation:18.154042
sequence:26|latency:0.155324|reception:20.451003|generation:20.295679
sequence:27|latency:0.135039|reception:21.509433|generation:21.374394
sequence:28|latency:0.177882|reception:21.595869|generation:21.417987
sequence:29|latency:0.118799|reception:22.110486|generation:21.991687
sequence:30|latency:0.118682|reception:23.375365|generation:23.256683
sequence:31|latency:0.079305|reception:25.32671|generation:25.247405
sequence:32|latency:0.140934|reception:26.967518|generation:26.826584
sequence:33|latency:0.218884|reception:27.780473|generation:27.561589
sequence:34|latency:0.234232|reception:27.841718|generation:27.607486
sequence:35|latency:0.106182|reception:28.141184|generation:28.035002
sequence:36|latency:0.109334|reception:28.632616|generation:28.523282
sequence:37|latency:0.103829|reception:28.839383|generation:28.735554
sequence:38|latency:0.151199|reception:30.182012|generation:30.030813
sequence:39|latency:0.068586|reception:31.497332|generation:31.428746
sequence:40|latency:0.147788|reception:33.105588|generation:32.9578
sequence:41|latency:0.119972|reception:33.466535|generation:33.346563
sequence:42|latency:0.096414|reception:34.988464|generation:34.89205
sequence:43|latency:0.083621|reception:35.167641|generation:35.08402
sequence:44|latency:0.155803|reception:36.21756|generation:36.061757
