sequence:0|latency:0.148547|reception:0.148547|generation:0.0
sequence:1|latency:0.061566|reception:0.703159|generation:0.641593
sequence:2|latency:0.073753|reception:0.910209|generation:0.836456
sequence:3|latency:0.075865|reception:1.141824|generation:1.065959
sequence:4|latency:0.129002|reception:1.509029|generation:1.380027
sequence:5|latency:0.162201|reception:1.589162|generation:1.426961
sequence:6|latency:0.084174|reception:1.774052|generation:1.689878
sequence:7|latency:0.108289|reception:1.951185|generation:1.842896
sequence:8|latency:0.12369|reception:2.124481|generation:2.000791
sequence:9|latency:0.077254|reception:2.251856|generation:2.174602
sequence:10|latency:0.177439|reception:2.401728|generation:2.224289
sequence:11|latency:0.091969|reception:2.661794|generation:2.569825
sequence:12|latency:0.134951|reception:2.781979|generation:2.647028
sequence:13|latency:0.149419|reception:2.850604|generation:2.701185
sequence:14|latency:0.09797|reception:3.013704|generation:2.915734
sequence:15|latency:0.102332|reception:3.093917|generation:2.991585
sequence:16|latency:0.121109|reception:3.285842|generation:3.164733
sequence:17|latency:0.19601|reception:3.372448|generation:3.176438
sequence:18|latency:0.13952|reception:3.483146|generation:3.343626
sequence:19|latency:0.096242|reception:3.59778|generation:3.501538
sequence:20|latency:0.098783|reception:3.703325|generation:3.604542
sequence:21|latency:0.248647|reception:3.913618|generation:3.664971
sequence:22|latency:0.278567|reception:4.003381|generation:3.724814
sequence:23|latency:0.112779|reception:4.144536|generation:4.031757
sequence:24|latency:0.195202|reception:4.276979|generation:4.081777
sequence:25|latency:0.343461|reception:4.432265|generation:4.088804
sequence:26|latency:0.207882|reception:4.518778|generation:4.310896
sequence:27|latency:0.118465|reception:4.78428|generation:4.665815
sequence:28|latency:0.084678|reception:5.28039|generation:5.195712
sequence:29|latency:0.149483|reception:5.359809|generation:5.210326
sequence:30|latency:0.213078|reception:5.468163|generation:5.255085
sequence:31|latency:0.295724|reception:5.567874|generation:5.27215
sequence:32|latency:0.368016|reception:5.651098|generation:5.283082
sequence:33|latency:0.080752|reception:5.794866|generation:5.714114
sequence:34|latency:0.095978|reception:6.121094|generation:6.025116
sequence:35|latency:0.091344|reception:6.519901|generation:6.428557
sequence:36|latency:0.170444|reception:6.630039|generation:6.459595
sequence:37|latency:0.115112|reception:6.744409|generation:6.629297
sequence:38|latency:0.144491|reception:6.89337|generation:6.748879
sequence:39|latency:0.141493|reception:7.1445|generation:7.003007
sequence:40|latency:0.155451|reception:7.214671|generation:7.05922
sequence:41|latency:0.091092|reception:7.395023|generation:7.303931
sequence:42|latency:0.0735|reception:7.555509|generation:7.482009
sequence:43|latency:0.076096|reception:7.736575|generation:7.660479
sequence:44|latency:0.193274|reception:7.86171|generation:7.668436
sequence:45|latency:0.224804|reception:7.973113|generation:7.748309
sequence:46|latency:0.280415|reception:8.03253|generation:7.752115
sequence:47|latency:0.142663|reception:8.091646|generation:7.948983
sequence:48|latency:0.111741|reception:8.160019|generation:8.048278
sequence:49|latency:0.132742|reception:8.358728|generation:8.225986
sequence:50|latency:0.219813|reception:8.506585|generation:8.286772
sequence:51|latency:0.072789|reception:8.760509|generation:8.68772
sequence:52|latency:0.158902|reception:9.382589|generation:9.223687
sequence:53|latency:0.160841|reception:9.540293|generation:9.379452
sequence:54|latency:0.120384|reception:9.731707|generation:9.611323
sequence:55|latency:0.246019|reception:9.898473|generation:9.652454
sequence:56|latency:0.191432|reception:10.018152|generation:9.82672
sequence:57|latency:0.172193|reception:10.110309|generation:9.938116
sequence:58|latency:0.215296|reception:10.170967|generation:9.955671
sequence:59|latency:0.160176|reception:10.271378|generation:10.111202
sequence:60|latency:0.173933|reception:10.426537|generation:10.252604
sequence:61|latency:0.202494|reception:10.523195|generation:10.320701
sequence:62|latency:0.080671|reception:10.604475|generation:10.523804
sequence:63|latency:0.072173|reception:10.763946|generation:10.691773
sequence:64|latency:0.118765|reception:10.860733|generation:10.741968
sequence:65|latency:0.104367|reception:10.979324|generation:10.874957
sequence:66|latency:0.136203|reception:11.142661|generation:11.006458
sequence:67|latency:0.136762|reception:11.237034|generation:11.100272
sequence:68|latency:0.243304|reception:11.378332|generation:11.135028
sequence:69|latency:0.296919|reception:11.441921|generation:11.145002
sequence:70|latency:0.379281|reception:11.564063|generation:11.184782
sequence:71|latency:0.394864|reception:11.686981|generation:11.292117
sequence:72|latency:0.183099|reception:11.768278|generation:11.585179
sequence:73|latency:0.124627|reception:12.048406|generation:11.923779
sequence:74|latency:0.159601|reception:12.10694|generation:11.947339
sequence:75|latency:0.092257|reception:12.385699|generation:12.293442
sequence:76|latency:0.151645|reception:12.492917|generation:12.341272
sequence:77|latency:0.206072|reception:12.575369|generation:12.369297
sequence:78|latency:0.160639|reception:12.669711|generation:12.509072
sequence:79|latency:0.134576|reception:12.843161|generation:12.708585
sequence:80|latency:0.131351|reception:13.117349|generation:12.985998
sequence:81|latency:0.104592|reception:13.434706|generation:13.330114
sequence:82|latency:0.155685|reception:13.641809|generation:13.486124
sequence:83|latency:0.21012|reception:13.941644|generation:13.731524
sequence:84|latency:0.171773|reception:14.012358|generation:13.840585
sequence:85|latency:0.180344|reception:14.095042|generation:13.914698
sequence:86|latency:0.11493|reception:14.791464|generation:14.676534
sequence:87|latency:0.207054|reception:14.906594|generation:14.69954
sequence:88|latency:0.082669|reception:15.094509|generation:15.01184
sequence:89|latency:0.205061|reception:15.232519|generation:15.027458
sequence:90|latency:0.11227|reception:15.361341|generation:15.249071
sequence:91|latency:0.114896|reception:15.454253|generation:15.339357
sequence:92|latency:0.17042|reception:15.602048|generation:15.431628
sequence:93|latency:0.207316|reception:15.735618|generation:15.528302
sequence:94|latency:0.289145|reception:15.826446|generation:15.537301
sequence:95|latency:0.180484|reception:15.910399|generation:15.729915
sequence:96|latency:0.126205|reception:16.61699|generation:16.490785
total run time:16.468443
