sequence:0|latency:0.149669|reception:0.149669|generation:0.0
sequence:1|latency:0.204114|reception:0.244851|generation:0.040737
sequence:2|latency:0.151632|reception:0.335153|generation:0.183521
sequence:3|latency:0.25107|reception:0.442742|generation:0.191672
sequence:4|latency:0.203282|reception:0.565682|generation:0.3624
sequence:5|latency:0.181184|reception:0.64436|generation:0.463176
sequence:6|latency:0.199941|reception:0.713326|generation:0.513385
sequence:7|latency:0.253266|reception:0.790094|generation:0.536828
sequence:8|latency:0.218397|reception:0.910165|generation:0.691768
sequence:9|latency:0.285873|reception:0.996987|generation:0.711114
sequence:10|latency:0.260457|reception:1.130415|generation:0.869958
sequence:11|latency:0.119063|reception:1.412156|generation:1.293093
sequence:12|latency:0.236664|reception:1.539286|generation:1.302622
sequence:13|latency:0.094332|reception:1.646056|generation:1.551724
sequence:14|latency:0.159859|reception:1.775791|generation:1.615932
sequence:15|latency:0.215279|reception:1.85358|generation:1.638301
sequence:16|latency:0.09281|reception:1.913934|generation:1.821124
sequence:17|latency:0.183981|reception:2.007944|generation:1.823963
sequence:18|latency:0.287338|reception:2.114172|generation:1.826834
sequence:19|latency:0.37597|reception:2.268981|generation:1.893011
sequence:20|latency:0.454141|reception:2.398377|generation:1.944236
sequence:21|latency:0.555113|reception:2.520935|generation:1.965822
sequence:22|latency:0.395267|reception:2.580286|generation:2.185019
sequence:23|latency:0.450348|reception:2.668009|generation:2.217661
sequence:24|latency:0.531593|reception:2.81816|generation:2.286567
sequence:25|latency:0.500254|reception:2.943175|generation:2.442921
sequence:26|latency:0.342939|reception:3.085696|generation:2.742757
sequence:27|latency:0.378166|reception:3.210366|generation:2.8322
sequence:28|latency:0.488456|reception:3.329466|generation:2.84101
sequence:29|latency:0.624656|reception:3.475576|generation:2.85092
sequence:30|latency:0.482091|reception:3.602635|generation:3.120544
sequence:31|latency:0.612478|reception:3.753133|generation:3.140655
sequence:32|latency:0.688398|reception:3.883446|generation:3.195048
sequence:33|latency:0.662181|reception:3.96143|generation:3.299249
sequence:34|latency:0.77988|reception:4.10874|generation:3.32886
sequence:35|latency:0.870406|reception:4.212112|generation:3.341706
sequence:36|latency:1.004137|reception:4.361694|generation:3.357557
sequence:37|latency:1.049818|reception:4.504948|generation:3.45513
sequence:38|latency:1.08278|reception:4.577093|generation:3.494313
sequence:39|latency:0.956128|reception:4.671357|generation:3.715229
sequence:40|latency:0.967514|reception:4.827345|generation:3.859831
sequence:41|latency:0.50641|reception:4.921601|generation:4.415191
sequence:42|latency:0.399808|reception:5.013311|generation:4.613503
sequence:43|latency:0.290357|reception:5.081442|generation:4.791085
sequence:44|latency:0.129301|reception:5.159185|generation:5.029884
sequence:45|latency:0.232688|reception:5.289978|generation:5.05729
sequence:46|latency:0.121861|reception:5.499496|generation:5.377635
sequence:47|latency:0.098365|reception:5.597046|generation:5.498681
sequence:48|latency:0.154668|reception:5.684325|generation:5.529657
sequence:49|latency:0.068256|reception:5.961874|generation:5.893618
sequence:50|latency:0.189932|reception:6.087539|generation:5.897607
sequence:51|latency:0.188819|reception:6.18777|generation:5.998951
sequence:52|latency:0.248131|reception:6.260797|generation:6.012666
sequence:53|latency:0.084617|reception:6.341525|generation:6.256908
sequence:54|latency:0.089872|reception:6.539244|generation:6.449372
sequence:55|latency:0.067317|reception:6.61044|generation:6.543123
sequence:56|latency:0.092343|reception:6.741545|generation:6.649202
sequence:57|latency:0.079406|reception:6.876958|generation:6.797552
sequence:58|latency:0.144388|reception:6.946862|generation:6.802474
sequence:59|latency:0.102126|reception:7.032518|generation:6.930392
sequence:60|latency:0.125044|reception:7.239429|generation:7.114385
sequence:61|latency:0.110561|reception:7.545319|generation:7.434758
sequence:62|latency:0.116508|reception:7.74584|generation:7.629332
sequence:63|latency:0.172768|reception:7.81854|generation:7.645772
sequence:64|latency:0.170862|reception:7.900444|generation:7.729582
sequence:65|latency:0.314004|reception:8.043771|generation:7.729767
sequence:66|latency:0.386908|reception:8.147785|generation:7.760877
sequence:67|latency:0.346648|reception:8.224326|generation:7.877678
sequence:68|latency:0.520593|reception:8.495905|generation:7.975312
sequence:69|latency:0.518647|reception:8.578201|generation:8.059554
sequence:70|latency:0.507143|reception:8.638339|generation:8.131196
sequence:71|latency:0.595274|reception:8.758776|generation:8.163502
sequence:72|latency:0.655632|reception:8.900525|generation:8.244893
sequence:73|latency:0.712015|reception:8.989834|generation:8.277819
sequence:74|latency:0.323655|reception:9.135953|generation:8.812298
sequence:75|latency:0.396611|reception:9.25906|generation:8.862449
sequence:76|latency:0.460584|reception:9.393035|generation:8.932451
sequence:77|latency:0.23748|reception:9.469591|generation:9.232111
sequence:78|latency:0.112967|reception:9.720996|generation:9.608029
sequence:79|latency:0.113402|reception:9.852043|generation:9.738641
sequence:80|latency:0.139369|reception:10.119091|generation:9.979722
sequence:81|latency:0.107062|reception:10.589|generation:10.481938
sequence:82|latency:0.229805|reception:10.740261|generation:10.510456
sequence:83|latency:0.061823|reception:10.970945|generation:10.909122
sequence:84|latency:0.111194|reception:11.249625|generation:11.138431
sequence:85|latency:0.10603|reception:11.81201|generation:11.70598
sequence:86|latency:0.125115|reception:11.914395|generation:11.78928
sequence:87|latency:0.136885|reception:11.992638|generation:11.855753
sequence:88|latency:0.118822|reception:12.118627|generation:11.999805
sequence:89|latency:0.134563|reception:12.227381|generation:12.092818
sequence:90|latency:0.277374|reception:12.377066|generation:12.099692
sequence:91|latency:0.302135|reception:12.477575|generation:12.17544
total run time:12.327906
