sequence:0|latency:0.07334|reception:0.07334|generation:0.0
sequence:1|latency:0.090635|reception:0.424092|generation:0.333457
sequence:2|latency:0.068263|reception:0.735051|generation:0.666788
sequence:3|latency:0.090309|reception:1.090433|generation:1.000124
sequence:4|latency:0.077963|reception:1.41136|generation:1.333397
sequence:5|latency:0.139212|reception:1.806001|generation:1.666789
sequence:6|latency:0.212125|reception:2.212246|generation:2.000121
sequence:7|latency:0.07274|reception:2.406196|generation:2.333456
sequence:8|latency:0.062582|reception:2.72937|generation:2.666788
sequence:9|latency:0.075055|reception:3.075121|generation:3.000066
sequence:10|latency:0.123873|reception:3.457324|generation:3.333451
sequence:11|latency:0.115883|reception:3.782669|generation:3.666786
sequence:12|latency:0.117146|reception:4.117233|generation:4.000087
sequence:13|latency:0.138282|reception:4.471679|generation:4.333397
sequence:14|latency:0.139936|reception:4.806668|generation:4.666732
sequence:15|latency:0.130781|reception:5.130866|generation:5.000085
sequence:16|latency:0.087339|reception:5.420788|generation:5.333449
sequence:17|latency:0.11107|reception:5.777855|generation:5.666785
sequence:18|latency:0.067342|reception:6.067448|generation:6.000106
sequence:19|latency:0.126429|reception:6.459822|generation:6.333393
sequence:20|latency:0.112875|reception:6.779577|generation:6.666702
sequence:21|latency:0.144527|reception:7.14465|generation:7.000123
sequence:22|latency:0.075282|reception:7.408735|generation:7.333453
sequence:23|latency:0.138516|reception:7.805224|generation:7.666708
sequence:24|latency:0.128884|reception:8.128948|generation:8.000064
sequence:25|latency:0.105344|reception:8.438812|generation:8.333468
sequence:26|latency:0.070081|reception:8.736861|generation:8.66678
sequence:27|latency:0.088777|reception:9.088904|generation:9.000127
sequence:28|latency:0.098057|reception:9.431504|generation:9.333447
sequence:29|latency:0.095215|reception:9.761995|generation:9.66678
sequence:30|latency:0.093366|reception:10.093484|generation:10.000118
sequence:31|latency:0.15894|reception:10.492365|generation:10.333425
sequence:32|latency:0.091424|reception:10.758204|generation:10.66678
sequence:33|latency:0.154325|reception:11.154427|generation:11.000102
sequence:34|latency:0.090886|reception:11.424313|generation:11.333427
sequence:35|latency:0.07272|reception:11.739509|generation:11.666789
sequence:36|latency:0.137754|reception:12.137866|generation:12.000112
sequence:37|latency:0.066253|reception:12.399673|generation:12.33342
sequence:38|latency:0.06021|reception:12.726932|generation:12.666722
sequence:39|latency:0.138027|reception:13.138143|generation:13.000116
sequence:40|latency:0.115977|reception:13.449365|generation:13.333388
sequence:41|latency:0.124953|reception:13.791729|generation:13.666776
sequence:42|latency:0.121906|reception:14.121963|generation:14.000057
sequence:43|latency:0.184549|reception:14.517992|generation:14.333443
sequence:44|latency:0.090179|reception:14.756954|generation:14.666775
sequence:45|latency:0.097831|reception:15.097945|generation:15.000114
sequence:46|latency:0.102071|reception:15.435464|generation:15.333393
sequence:47|latency:0.071078|reception:15.737769|generation:15.666691
sequence:48|latency:0.080489|reception:16.080597|generation:16.000108
sequence:49|latency:0.074862|reception:16.408306|generation:16.333444
sequence:50|latency:0.076147|reception:16.742926|generation:16.666779
sequence:51|latency:0.133436|reception:17.133478|generation:17.000042
sequence:52|latency:0.074253|reception:17.407661|generation:17.333408
sequence:53|latency:0.155603|reception:17.822378|generation:17.666775
sequence:54|latency:0.090786|reception:18.090871|generation:18.000085
sequence:55|latency:0.089431|reception:18.42284|generation:18.333409
sequence:56|latency:0.125838|reception:18.792582|generation:18.666744
sequence:57|latency:0.071596|reception:19.071631|generation:19.000035
sequence:58|latency:0.087428|reception:19.42087|generation:19.333442
sequence:59|latency:0.075571|reception:19.742299|generation:19.666728
sequence:60|latency:0.07426|reception:20.074385|generation:20.000125
sequence:61|latency:0.144203|reception:20.477645|generation:20.333442
sequence:62|latency:0.127879|reception:20.794656|generation:20.666777
sequence:63|latency:0.10645|reception:21.106537|generation:21.000087
sequence:64|latency:0.115151|reception:21.448599|generation:21.333448
sequence:65|latency:0.084062|reception:21.750842|generation:21.66678
sequence:66|latency:0.172254|reception:22.172352|generation:22.000098
