sequence:0|latency:0.071923|reception:0.071923|generation:0.0
sequence:1|latency:0.095737|reception:0.429196|generation:0.333459
sequence:2|latency:0.142919|reception:0.809711|generation:0.666792
sequence:3|latency:0.150504|reception:1.150575|generation:1.000071
sequence:4|latency:0.120883|reception:1.454347|generation:1.333464
sequence:5|latency:0.151857|reception:1.818651|generation:1.666794
sequence:6|latency:0.079736|reception:2.079858|generation:2.000122
sequence:7|latency:0.081676|reception:2.415107|generation:2.333431
sequence:8|latency:0.069884|reception:2.736683|generation:2.666799
sequence:9|latency:0.142681|reception:3.142816|generation:3.000135
sequence:10|latency:0.138386|reception:3.471786|generation:3.3334
sequence:11|latency:0.148611|reception:3.815399|generation:3.666788
sequence:12|latency:0.149346|reception:4.149467|generation:4.000121
sequence:13|latency:0.113263|reception:4.446751|generation:4.333488
sequence:14|latency:0.136976|reception:4.803762|generation:4.666786
sequence:15|latency:0.139504|reception:5.139624|generation:5.00012
sequence:16|latency:0.142031|reception:5.475488|generation:5.333457
sequence:17|latency:0.081534|reception:5.748332|generation:5.666798
sequence:18|latency:0.102652|reception:6.102781|generation:6.000129
sequence:19|latency:0.123689|reception:6.457152|generation:6.333463
sequence:20|latency:0.083843|reception:6.750627|generation:6.666784
sequence:21|latency:0.089993|reception:7.090087|generation:7.000094
sequence:22|latency:0.138642|reception:7.472091|generation:7.333449
sequence:23|latency:0.102114|reception:7.768903|generation:7.666789
sequence:24|latency:0.085424|reception:8.085467|generation:8.000043
sequence:25|latency:0.068394|reception:8.401808|generation:8.333414
sequence:26|latency:0.126828|reception:8.793617|generation:8.666789
sequence:27|latency:0.06186|reception:9.061916|generation:9.000056
sequence:28|latency:0.125533|reception:9.458946|generation:9.333413
sequence:29|latency:0.154116|reception:9.820865|generation:9.666749
sequence:30|latency:0.13871|reception:10.138828|generation:10.000118
sequence:31|latency:0.141285|reception:10.474735|generation:10.33345
sequence:32|latency:0.07708|reception:10.743861|generation:10.666781
sequence:33|latency:0.074801|reception:11.074917|generation:11.000116
