sequence:0|latency:0.067259|reception:0.067259|generation:0.0
sequence:1|latency:0.12332|reception:0.145287|generation:0.021967
sequence:2|latency:0.237197|reception:0.293399|generation:0.056202
sequence:3|latency:0.251978|reception:0.363056|generation:0.111078
sequence:4|latency:0.185067|reception:0.457577|generation:0.27251
sequence:5|latency:0.125336|reception:0.644401|generation:0.519065
sequence:6|latency:0.190313|reception:0.787201|generation:0.596888
sequence:7|latency:0.20358|reception:0.870462|generation:0.666882
sequence:8|latency:0.253246|reception:0.964458|generation:0.711212
sequence:9|latency:0.243721|reception:1.113915|generation:0.870194
sequence:10|latency:0.103472|reception:1.221606|generation:1.118134
sequence:11|latency:0.107954|reception:1.944106|generation:1.836152
sequence:12|latency:0.150665|reception:2.206892|generation:2.056227
sequence:13|latency:0.198598|reception:2.323135|generation:2.124537
sequence:14|latency:0.23231|reception:2.452939|generation:2.220629
sequence:15|latency:0.207254|reception:2.567915|generation:2.360661
sequence:16|latency:0.33182|reception:2.702496|generation:2.370676
sequence:17|latency:0.375713|reception:2.763978|generation:2.388265
sequence:18|latency:0.465493|reception:2.891485|generation:2.425992
sequence:19|latency:0.680021|reception:3.139225|generation:2.459204
sequence:20|latency:0.757071|reception:3.251983|generation:2.494912
sequence:21|latency:0.858572|reception:3.364537|generation:2.505965
sequence:22|latency:0.940948|reception:3.458045|generation:2.517097
sequence:23|latency:1.057736|reception:3.583082|generation:2.525346
sequence:24|latency:1.0184|reception:3.666649|generation:2.648249
sequence:25|latency:0.910062|reception:3.743577|generation:2.833515
sequence:26|latency:1.03353|reception:3.886244|generation:2.852714
sequence:27|latency:0.966028|reception:4.001646|generation:3.035618
sequence:28|latency:1.007449|reception:4.075248|generation:3.067799
sequence:29|latency:0.958612|reception:4.135823|generation:3.177211
sequence:30|latency:1.020839|reception:4.218717|generation:3.197878
sequence:31|latency:0.960962|reception:4.375624|generation:3.414662
sequence:32|latency:0.871623|reception:4.47854|generation:3.606917
sequence:33|latency:0.874626|reception:4.545907|generation:3.671281
sequence:34|latency:0.961596|reception:4.668198|generation:3.706602
sequence:35|latency:1.004346|reception:4.815259|generation:3.810913
sequence:36|latency:1.036358|reception:4.895366|generation:3.859008
sequence:37|latency:1.011441|reception:5.047282|generation:4.035841
sequence:38|latency:1.144298|reception:5.194492|generation:4.050194
sequence:39|latency:1.165475|reception:5.347669|generation:4.182194
sequence:40|latency:1.141836|reception:5.419983|generation:4.278147
sequence:41|latency:1.211079|reception:5.493404|generation:4.282325
sequence:42|latency:1.181536|reception:5.595543|generation:4.414007
sequence:43|latency:1.18452|reception:5.667509|generation:4.482989
sequence:44|latency:1.222118|reception:5.781569|generation:4.559451
sequence:45|latency:1.268748|reception:5.869099|generation:4.600351
sequence:46|latency:1.322544|reception:5.949891|generation:4.627347
sequence:47|latency:1.307743|reception:6.033784|generation:4.726041
sequence:48|latency:1.309278|reception:6.103678|generation:4.7944
sequence:49|latency:1.347799|reception:6.221667|generation:4.873868
sequence:50|latency:1.272971|reception:6.375705|generation:5.102734
sequence:51|latency:1.192201|reception:6.449742|generation:5.257541
sequence:52|latency:1.161087|reception:6.523646|generation:5.362559
sequence:53|latency:0.77414|reception:6.662441|generation:5.888301
sequence:54|latency:0.720217|reception:6.806827|generation:6.08661
sequence:55|latency:0.793733|reception:6.922515|generation:6.128782
sequence:56|latency:0.732793|reception:7.04309|generation:6.310297
sequence:57|latency:0.839729|reception:7.152452|generation:6.312723
sequence:58|latency:0.94616|reception:7.277626|generation:6.331466
sequence:59|latency:1.033134|reception:7.375022|generation:6.341888
sequence:60|latency:1.052212|reception:7.510836|generation:6.458624
sequence:61|latency:1.096198|reception:7.598829|generation:6.502631
sequence:62|latency:0.865184|reception:7.744351|generation:6.879167
sequence:63|latency:0.882098|reception:7.837575|generation:6.955477
sequence:64|latency:0.786457|reception:7.91422|generation:7.127763
sequence:65|latency:0.851158|reception:8.010525|generation:7.159367
sequence:66|latency:0.93643|reception:8.113655|generation:7.177225
sequence:67|latency:1.030431|reception:8.228701|generation:7.19827
sequence:68|latency:1.139177|reception:8.34658|generation:7.207403
sequence:69|latency:1.210216|reception:8.452693|generation:7.242477
sequence:70|latency:1.118044|reception:8.605469|generation:7.487425
sequence:71|latency:1.128457|reception:8.736692|generation:7.608235
sequence:72|latency:1.164181|reception:8.813327|generation:7.649146
sequence:73|latency:1.196843|reception:8.948058|generation:7.751215
sequence:74|latency:1.30562|reception:9.07707|generation:7.77145
sequence:75|latency:1.168806|reception:9.13675|generation:7.967944
sequence:76|latency:0.918162|reception:9.207846|generation:8.289684
sequence:77|latency:0.938418|reception:9.282201|generation:8.343783
sequence:78|latency:1.021235|reception:9.430039|generation:8.408804
sequence:79|latency:1.062183|reception:9.530794|generation:8.468611
sequence:80|latency:0.845888|reception:9.615114|generation:8.769226
sequence:81|latency:0.955871|reception:9.770996|generation:8.815125
sequence:82|latency:1.000112|reception:9.84048|generation:8.840368
sequence:83|latency:1.111476|reception:10.042487|generation:8.931011
sequence:84|latency:1.146365|reception:10.122251|generation:8.975886
sequence:85|latency:1.202029|reception:10.185496|generation:8.983467
total run time:10.118237
