sequence:0|latency:0.084129|reception:0.084129|generation:0.0
sequence:1|latency:0.066194|reception:0.161604|generation:0.09541
sequence:2|latency:0.180126|reception:0.281367|generation:0.101241
sequence:3|latency:0.296591|reception:0.397903|generation:0.101312
sequence:4|latency:0.333372|reception:0.45723|generation:0.123858
sequence:5|latency:0.177552|reception:0.680078|generation:0.502526
sequence:6|latency:0.281721|reception:0.83201|generation:0.550289
sequence:7|latency:0.200568|reception:0.970646|generation:0.770078
sequence:8|latency:0.250618|reception:1.128555|generation:0.877937
sequence:9|latency:0.34026|reception:1.280426|generation:0.940166
sequence:10|latency:0.344019|reception:1.365788|generation:1.021769
sequence:11|latency:0.331493|reception:1.454607|generation:1.123114
sequence:12|latency:0.163942|reception:1.515359|generation:1.351417
sequence:13|latency:0.203746|reception:1.644143|generation:1.440397
sequence:14|latency:0.316177|reception:1.771667|generation:1.45549
sequence:15|latency:0.292866|reception:2.04623|generation:1.753364
sequence:16|latency:0.392486|reception:2.200785|generation:1.808299
sequence:17|latency:0.399766|reception:2.274948|generation:1.875182
sequence:18|latency:0.476666|reception:2.4097|generation:1.933034
sequence:19|latency:0.375781|reception:2.553773|generation:2.177992
sequence:20|latency:0.442528|reception:2.680972|generation:2.238444
sequence:21|latency:0.496177|reception:2.781653|generation:2.285476
sequence:22|latency:0.234549|reception:2.915177|generation:2.680628
sequence:23|latency:0.062927|reception:3.121466|generation:3.058539
sequence:24|latency:0.09917|reception:3.724988|generation:3.625818
sequence:25|latency:0.154741|reception:3.877846|generation:3.723105
sequence:26|latency:0.148875|reception:4.044187|generation:3.895312
sequence:27|latency:0.126983|reception:4.26186|generation:4.134877
sequence:28|latency:0.136913|reception:4.414558|generation:4.277645
sequence:29|latency:0.113184|reception:4.521524|generation:4.40834
sequence:30|latency:0.156717|reception:4.772798|generation:4.616081
sequence:31|latency:0.086047|reception:4.890436|generation:4.804389
sequence:32|latency:0.212576|reception:5.029836|generation:4.81726
sequence:33|latency:0.073732|reception:5.125258|generation:5.051526
sequence:34|latency:0.086014|reception:5.326374|generation:5.24036
sequence:35|latency:0.156674|reception:5.434858|generation:5.278184
sequence:36|latency:0.148414|reception:5.616522|generation:5.468108
sequence:37|latency:0.227477|reception:5.698136|generation:5.470659
sequence:38|latency:0.309657|reception:5.782857|generation:5.4732
sequence:39|latency:0.364543|reception:5.881775|generation:5.517232
sequence:40|latency:0.456542|reception:6.0399|generation:5.583358
sequence:41|latency:0.43444|reception:6.103889|generation:5.669449
sequence:42|latency:0.321056|reception:6.202662|generation:5.881606
sequence:43|latency:0.428863|reception:6.336847|generation:5.907984
sequence:44|latency:0.197789|reception:6.460534|generation:6.262745
sequence:45|latency:0.155182|reception:6.713859|generation:6.558677
sequence:46|latency:0.264272|reception:6.829434|generation:6.565162
sequence:47|latency:0.325922|reception:6.929397|generation:6.603475
sequence:48|latency:0.422753|reception:7.066935|generation:6.644182
sequence:49|latency:0.425112|reception:7.136953|generation:6.711841
sequence:50|latency:0.479342|reception:7.199365|generation:6.720023
sequence:51|latency:0.503209|reception:7.351546|generation:6.848337
sequence:52|latency:0.452055|reception:7.453666|generation:7.001611
sequence:53|latency:0.11474|reception:7.820565|generation:7.705825
sequence:54|latency:0.115534|reception:7.926722|generation:7.811188
sequence:55|latency:0.151085|reception:8.107799|generation:7.956714
sequence:56|latency:0.185014|reception:8.237014|generation:8.052
sequence:57|latency:0.268037|reception:8.355932|generation:8.087895
sequence:58|latency:0.281656|reception:8.455562|generation:8.173906
sequence:59|latency:0.396553|reception:8.588545|generation:8.191992
sequence:60|latency:0.277613|reception:8.71594|generation:8.438327
sequence:61|latency:0.32267|reception:8.796233|generation:8.473563
sequence:62|latency:0.26379|reception:9.009332|generation:8.745542
sequence:63|latency:0.068124|reception:9.154468|generation:9.086344
sequence:64|latency:0.147306|reception:9.237173|generation:9.089867
sequence:65|latency:0.100675|reception:9.316005|generation:9.21533
sequence:66|latency:0.194068|reception:9.4309|generation:9.236832
sequence:67|latency:0.139681|reception:9.580381|generation:9.4407
sequence:68|latency:0.151238|reception:9.723532|generation:9.572294
sequence:69|latency:0.265564|reception:9.862449|generation:9.596885
sequence:70|latency:0.381811|reception:9.98238|generation:9.600569
total run time:9.898251
