sequence:0|latency:0.110438|reception:0.110438|generation:0.0
sequence:1|latency:0.079469|reception:0.372268|generation:0.292799
sequence:2|latency:0.097746|reception:0.451568|generation:0.353822
sequence:3|latency:0.149924|reception:0.567235|generation:0.417311
sequence:4|latency:0.250662|reception:0.70916|generation:0.458498
sequence:5|latency:0.175794|reception:0.785688|generation:0.609894
sequence:6|latency:0.0885|reception:1.025124|generation:0.936624
sequence:7|latency:0.159306|reception:1.120785|generation:0.961479
sequence:8|latency:0.239007|reception:1.220334|generation:0.981327
sequence:9|latency:0.202213|reception:1.378416|generation:1.176203
sequence:10|latency:0.075443|reception:1.455844|generation:1.380401
sequence:11|latency:0.140907|reception:1.890231|generation:1.749324
sequence:12|latency:0.226499|reception:1.994175|generation:1.767676
sequence:13|latency:0.28541|reception:2.124929|generation:1.839519
sequence:14|latency:0.289897|reception:2.214962|generation:1.925065
sequence:15|latency:0.3138|reception:2.343979|generation:2.030179
sequence:16|latency:0.166767|reception:2.415497|generation:2.24873
sequence:17|latency:0.239363|reception:2.513216|generation:2.273853
sequence:18|latency:0.36466|reception:2.660174|generation:2.295514
sequence:19|latency:0.466436|reception:2.797196|generation:2.33076
sequence:20|latency:0.469082|reception:2.901903|generation:2.432821
sequence:21|latency:0.498336|reception:2.976914|generation:2.478578
sequence:22|latency:0.564956|reception:3.073873|generation:2.508917
sequence:23|latency:0.411371|reception:3.189827|generation:2.778456
sequence:24|latency:0.159666|reception:3.281509|generation:3.121843
sequence:25|latency:0.151357|reception:3.862959|generation:3.711602
sequence:26|latency:0.146048|reception:3.940722|generation:3.794674
sequence:27|latency:0.133465|reception:4.073816|generation:3.940351
sequence:28|latency:0.183314|reception:4.196791|generation:4.013477
sequence:29|latency:0.120198|reception:4.342555|generation:4.222357
sequence:30|latency:0.131135|reception:4.508852|generation:4.377717
sequence:31|latency:0.11584|reception:5.188528|generation:5.072688
sequence:32|latency:0.141751|reception:5.360275|generation:5.218524
sequence:33|latency:0.288786|reception:5.508756|generation:5.21997
sequence:34|latency:0.328646|reception:5.610488|generation:5.281842
sequence:35|latency:0.145426|reception:5.742268|generation:5.596842
sequence:36|latency:0.092343|reception:5.844908|generation:5.752565
sequence:37|latency:0.156901|reception:5.950504|generation:5.793603
sequence:38|latency:0.255387|reception:6.056339|generation:5.800952
sequence:39|latency:0.16549|reception:6.19155|generation:6.02606
sequence:40|latency:0.09636|reception:6.857281|generation:6.760921
sequence:41|latency:0.190831|reception:7.189373|generation:6.998542
sequence:42|latency:0.132439|reception:7.311575|generation:7.179136
sequence:43|latency:0.260261|reception:7.456813|generation:7.196552
sequence:44|latency:0.361312|reception:7.590781|generation:7.229469
sequence:45|latency:0.42192|reception:7.67768|generation:7.25576
sequence:46|latency:0.404679|reception:7.80462|generation:7.399941
sequence:47|latency:0.068233|reception:8.115409|generation:8.047176
sequence:48|latency:0.153377|reception:8.257652|generation:8.104275
sequence:49|latency:0.148115|reception:8.466498|generation:8.318383
sequence:50|latency:0.20882|reception:8.560425|generation:8.351605
sequence:51|latency:0.137848|reception:8.751309|generation:8.613461
sequence:52|latency:0.257291|reception:8.878233|generation:8.620942
sequence:53|latency:0.321702|reception:9.015249|generation:8.693547
sequence:54|latency:0.261015|reception:9.121172|generation:8.860157
sequence:55|latency:0.093987|reception:9.415785|generation:9.321798
sequence:56|latency:0.155452|reception:9.546086|generation:9.390634
sequence:57|latency:0.203458|reception:9.613905|generation:9.410447
sequence:58|latency:0.22461|reception:9.765908|generation:9.541298
sequence:59|latency:0.096473|reception:9.855901|generation:9.759428
total run time:9.745463
