sequence:0|latency:0.242969|reception:0.242969|generation:0.0
sequence:1|latency:0.081798|reception:0.788033|generation:0.706235
sequence:2|latency:0.074953|reception:2.920876|generation:2.845923
sequence:3|latency:0.144707|reception:3.339791|generation:3.195084
sequence:4|latency:0.10387|reception:3.420455|generation:3.316585
sequence:5|latency:0.062622|reception:3.765148|generation:3.702526
sequence:6|latency:0.076159|reception:4.975801|generation:4.899642
sequence:7|latency:0.461859|reception:7.935749|generation:7.47389
sequence:8|latency:0.223543|reception:9.315827|generation:9.092284
sequence:9|latency:0.432018|reception:9.609479|generation:9.177461
sequence:10|latency:0.393181|reception:9.725209|generation:9.332028
sequence:11|latency:0.195396|reception:9.785703|generation:9.590307
sequence:12|latency:0.096345|reception:11.462347|generation:11.366002
sequence:13|latency:0.092484|reception:12.248554|generation:12.15607
sequence:14|latency:0.108804|reception:12.752881|generation:12.644077
sequence:15|latency:0.154794|reception:13.437261|generation:13.282467
sequence:16|latency:0.090047|reception:16.057668|generation:15.967621
sequence:17|latency:0.148071|reception:16.543017|generation:16.394946
sequence:18|latency:0.157817|reception:16.829269|generation:16.671452
sequence:19|latency:0.084683|reception:16.95553|generation:16.870847
sequence:20|latency:0.116813|reception:19.181859|generation:19.065046
total run time:18.93889
