sequence:0|latency:0.157497|reception:0.157497|generation:0.0
sequence:1|latency:0.219885|reception:0.22603|generation:0.006145
sequence:2|latency:0.267808|reception:0.348854|generation:0.081046
sequence:3|latency:0.146327|reception:0.796215|generation:0.649888
sequence:4|latency:0.115554|reception:1.194418|generation:1.078864
sequence:5|latency:0.067303|reception:1.297485|generation:1.230182
sequence:6|latency:0.158453|reception:1.437325|generation:1.278872
sequence:7|latency:0.281251|reception:1.569494|generation:1.288243
sequence:8|latency:0.079671|reception:1.681209|generation:1.601538
sequence:9|latency:0.122595|reception:1.775709|generation:1.653114
sequence:10|latency:0.129491|reception:1.858144|generation:1.728653
sequence:11|latency:0.158594|reception:1.940857|generation:1.782263
sequence:12|latency:0.186065|reception:2.000268|generation:1.814203
sequence:13|latency:0.154676|reception:2.0906|generation:1.935924
sequence:14|latency:0.071516|reception:2.211405|generation:2.139889
sequence:15|latency:0.177853|reception:2.35218|generation:2.174327
sequence:16|latency:0.316201|reception:2.509902|generation:2.193701
sequence:17|latency:0.378545|reception:2.646988|generation:2.268443
sequence:18|latency:0.42682|reception:2.723375|generation:2.296555
sequence:19|latency:0.541213|reception:2.873591|generation:2.332378
sequence:20|latency:0.621555|reception:2.963629|generation:2.342074
sequence:21|latency:0.630563|reception:3.08232|generation:2.451757
sequence:22|latency:0.708301|reception:3.160536|generation:2.452235
sequence:23|latency:0.660627|reception:3.223422|generation:2.562795
sequence:24|latency:0.70082|reception:3.284408|generation:2.583588
sequence:25|latency:0.801502|reception:3.439951|generation:2.638449
sequence:26|latency:0.812185|reception:3.592806|generation:2.780621
sequence:27|latency:0.819316|reception:3.655103|generation:2.835787
sequence:28|latency:0.699889|reception:3.727752|generation:3.027863
sequence:29|latency:0.760823|reception:3.847324|generation:3.086501
sequence:30|latency:0.799318|reception:3.959759|generation:3.160441
sequence:31|latency:0.679037|reception:4.102552|generation:3.423515
sequence:32|latency:0.692032|reception:4.184665|generation:3.492633
sequence:33|latency:0.421673|reception:4.3301|generation:3.908427
sequence:34|latency:0.24062|reception:4.405199|generation:4.164579
sequence:35|latency:0.331723|reception:4.561156|generation:4.229433
sequence:36|latency:0.278714|reception:4.649614|generation:4.3709
sequence:37|latency:0.316896|reception:4.720449|generation:4.403553
sequence:38|latency:0.305723|reception:4.791571|generation:4.485848
sequence:39|latency:0.300789|reception:4.906673|generation:4.605884
sequence:40|latency:0.294519|reception:5.009717|generation:4.715198
sequence:41|latency:0.396406|reception:5.113489|generation:4.717083
sequence:42|latency:0.462893|reception:5.184897|generation:4.722004
sequence:43|latency:0.342465|reception:5.29644|generation:4.953975
sequence:44|latency:0.513293|reception:5.594572|generation:5.081279
sequence:45|latency:0.362854|reception:5.683355|generation:5.320501
sequence:46|latency:0.433378|reception:5.770947|generation:5.337569
sequence:47|latency:0.300965|reception:5.84343|generation:5.542465
sequence:48|latency:0.337943|reception:5.932424|generation:5.594481
sequence:49|latency:0.405347|reception:6.050523|generation:5.645176
sequence:50|latency:0.537853|reception:6.196835|generation:5.658982
sequence:51|latency:0.561544|reception:6.288427|generation:5.726883
sequence:52|latency:0.127895|reception:6.412548|generation:6.284653
sequence:53|latency:0.235728|reception:6.53498|generation:6.299252
sequence:54|latency:0.377442|reception:6.68674|generation:6.309298
sequence:55|latency:0.48759|reception:6.816795|generation:6.329205
sequence:56|latency:0.476037|reception:6.885142|generation:6.409105
sequence:57|latency:0.397552|reception:6.990417|generation:6.592865
sequence:58|latency:0.428448|reception:7.111418|generation:6.68297
sequence:59|latency:0.497541|reception:7.225889|generation:6.728348
sequence:60|latency:0.666332|reception:7.422055|generation:6.755723
sequence:61|latency:0.808646|reception:7.569081|generation:6.760435
sequence:62|latency:0.928504|reception:7.719661|generation:6.791157
sequence:63|latency:0.86905|reception:7.787364|generation:6.918314
sequence:64|latency:0.979405|reception:7.899737|generation:6.920332
sequence:65|latency:1.119008|reception:8.05634|generation:6.937332
sequence:66|latency:1.238657|reception:8.190576|generation:6.951919
sequence:67|latency:1.179248|reception:8.280213|generation:7.100965
sequence:68|latency:1.261045|reception:8.418167|generation:7.157122
sequence:69|latency:1.20545|reception:8.47802|generation:7.27257
sequence:70|latency:1.287374|reception:8.616504|generation:7.32913
sequence:71|latency:1.395012|reception:8.726704|generation:7.331692
sequence:72|latency:1.377299|reception:8.829852|generation:7.452553
sequence:73|latency:1.457779|reception:8.975175|generation:7.517396
sequence:74|latency:1.302063|reception:9.074488|generation:7.772425
sequence:75|latency:1.378479|reception:9.197864|generation:7.819385
sequence:76|latency:1.425453|reception:9.288603|generation:7.86315
sequence:77|latency:1.545187|reception:9.413103|generation:7.867916
sequence:78|latency:1.593027|reception:9.483921|generation:7.890894
sequence:79|latency:1.558876|reception:9.583389|generation:8.024513
sequence:80|latency:1.604216|reception:9.686909|generation:8.082693
sequence:81|latency:1.696717|reception:9.819682|generation:8.122965
sequence:82|latency:1.748538|reception:9.890363|generation:8.141825
total run time:9.732866
