sequence:0|latency:0.148873|reception:0.148873|generation:0.0
sequence:1|latency:0.219507|reception:0.278763|generation:0.059256
sequence:2|latency:0.064764|reception:0.630889|generation:0.566125
sequence:3|latency:0.170155|reception:0.741896|generation:0.571741
sequence:4|latency:0.14414|reception:0.917029|generation:0.772889
sequence:5|latency:0.102892|reception:1.006891|generation:0.903999
sequence:6|latency:0.104355|reception:1.208426|generation:1.104071
sequence:7|latency:0.125449|reception:1.275555|generation:1.150106
sequence:8|latency:0.156568|reception:1.406314|generation:1.249746
sequence:9|latency:0.154447|reception:1.525419|generation:1.370972
sequence:10|latency:0.137345|reception:1.902473|generation:1.765128
sequence:11|latency:0.121629|reception:2.0278|generation:1.906171
sequence:12|latency:0.106454|reception:2.09625|generation:1.989796
sequence:13|latency:0.115829|reception:2.981184|generation:2.865355
sequence:14|latency:0.073884|reception:3.173647|generation:3.099763
sequence:15|latency:0.152787|reception:3.46211|generation:3.309323
sequence:16|latency:0.201942|reception:3.575542|generation:3.3736
sequence:17|latency:0.346909|reception:3.723903|generation:3.376994
sequence:18|latency:0.336322|reception:3.799922|generation:3.4636
sequence:19|latency:0.259884|reception:3.866833|generation:3.606949
sequence:20|latency:0.091355|reception:4.046408|generation:3.955053
sequence:21|latency:0.119125|reception:4.1302|generation:4.011075
sequence:22|latency:0.108385|reception:4.261352|generation:4.152967
sequence:23|latency:0.212528|reception:4.386826|generation:4.174298
sequence:24|latency:0.270934|reception:4.475967|generation:4.205033
sequence:25|latency:0.2314|reception:4.59061|generation:4.35921
sequence:26|latency:0.116781|reception:4.810144|generation:4.693363
sequence:27|latency:0.094281|reception:4.894061|generation:4.79978
sequence:28|latency:0.163083|reception:4.971794|generation:4.808711
sequence:29|latency:0.234864|reception:5.062096|generation:4.827232
sequence:30|latency:0.376119|reception:5.217619|generation:4.8415
sequence:31|latency:0.326695|reception:5.306404|generation:4.979709
sequence:32|latency:0.339817|reception:5.405622|generation:5.065805
sequence:33|latency:0.446063|reception:5.517719|generation:5.071656
sequence:34|latency:0.430002|reception:5.653041|generation:5.223039
sequence:35|latency:0.552089|reception:5.79351|generation:5.241421
sequence:36|latency:0.495971|reception:5.881571|generation:5.3856
sequence:37|latency:0.591151|reception:6.035177|generation:5.444026
sequence:38|latency:0.602348|reception:6.11701|generation:5.514662
sequence:39|latency:0.660755|reception:6.180315|generation:5.51956
sequence:40|latency:0.451352|reception:6.250098|generation:5.798746
sequence:41|latency:0.467307|reception:6.314301|generation:5.846994
sequence:42|latency:0.413155|reception:6.412983|generation:5.999828
sequence:43|latency:0.508996|reception:6.547444|generation:6.038448
sequence:44|latency:0.586249|reception:6.671771|generation:6.085522
sequence:45|latency:0.589506|reception:6.748155|generation:6.158649
sequence:46|latency:0.227174|reception:6.812153|generation:6.584979
sequence:47|latency:0.222987|reception:6.947236|generation:6.724249
sequence:48|latency:0.272251|reception:7.074855|generation:6.802604
sequence:49|latency:0.318351|reception:7.187192|generation:6.868841
sequence:50|latency:0.394663|reception:7.289257|generation:6.894594
sequence:51|latency:0.409233|reception:7.352033|generation:6.9428
sequence:52|latency:0.320542|reception:7.421662|generation:7.10112
sequence:53|latency:0.220426|reception:7.531732|generation:7.311306
sequence:54|latency:0.282057|reception:7.6707|generation:7.388643
sequence:55|latency:0.130435|reception:7.772762|generation:7.642327
sequence:56|latency:0.169879|reception:7.876439|generation:7.70656
sequence:57|latency:0.279841|reception:8.031497|generation:7.751656
sequence:58|latency:0.328035|reception:8.1284|generation:7.800365
sequence:59|latency:0.398356|reception:8.276443|generation:7.878087
sequence:60|latency:0.454879|reception:8.402594|generation:7.947715
sequence:61|latency:0.455872|reception:8.4718|generation:8.015928
sequence:62|latency:0.134551|reception:8.608942|generation:8.474391
sequence:63|latency:0.084381|reception:8.786591|generation:8.70221
sequence:64|latency:0.11343|reception:8.892657|generation:8.779227
sequence:65|latency:0.089573|reception:8.995687|generation:8.906114
sequence:66|latency:0.081605|reception:9.30336|generation:9.221755
sequence:67|latency:0.074159|reception:9.792326|generation:9.718167
total run time:9.643453
