sequence:0|latency:0.103381|reception:0.103381|generation:0.0
sequence:1|latency:0.090878|reception:0.246081|generation:0.155203
sequence:2|latency:0.187745|reception:0.363431|generation:0.175686
sequence:3|latency:0.21601|reception:0.510754|generation:0.294744
sequence:4|latency:0.292951|reception:0.595305|generation:0.302354
sequence:5|latency:0.282999|reception:0.685739|generation:0.40274
sequence:6|latency:0.343585|reception:0.805835|generation:0.46225
sequence:7|latency:0.318739|reception:0.898614|generation:0.579875
sequence:8|latency:0.436703|reception:1.017575|generation:0.580872
sequence:9|latency:0.513776|reception:1.119531|generation:0.605755
sequence:10|latency:0.561123|reception:1.213104|generation:0.651981
sequence:11|latency:0.596664|reception:1.346638|generation:0.749974
sequence:12|latency:0.595322|reception:1.494942|generation:0.89962
sequence:13|latency:0.59586|reception:1.600942|generation:1.005082
sequence:14|latency:0.653928|reception:1.717681|generation:1.063753
sequence:15|latency:0.763685|reception:1.864191|generation:1.100506
sequence:16|latency:0.734565|reception:1.98363|generation:1.249065
sequence:17|latency:0.712861|reception:2.063081|generation:1.35022
sequence:18|latency:0.748681|reception:2.15267|generation:1.403989
sequence:19|latency:0.851278|reception:2.281776|generation:1.430498
sequence:20|latency:0.898252|reception:2.403204|generation:1.504952
sequence:21|latency:0.695543|reception:2.515199|generation:1.819656
sequence:22|latency:0.760462|reception:2.726977|generation:1.966515
sequence:23|latency:0.787681|reception:2.814466|generation:2.026785
sequence:24|latency:0.818163|reception:2.905568|generation:2.087405
sequence:25|latency:0.895608|reception:3.033278|generation:2.13767
sequence:26|latency:1.028332|reception:3.168412|generation:2.14008
sequence:27|latency:1.131477|reception:3.313555|generation:2.182078
sequence:28|latency:1.047971|reception:3.444766|generation:2.396795
sequence:29|latency:1.0143|reception:3.522563|generation:2.508263
sequence:30|latency:1.154724|reception:3.679358|generation:2.524634
sequence:31|latency:1.271485|reception:3.798726|generation:2.527241
sequence:32|latency:1.327024|reception:3.899005|generation:2.571981
sequence:33|latency:1.436138|reception:4.048252|generation:2.612114
sequence:34|latency:1.424722|reception:4.162468|generation:2.737746
sequence:35|latency:1.435445|reception:4.229031|generation:2.793586
sequence:36|latency:1.282509|reception:4.295249|generation:3.01274
sequence:37|latency:1.414713|reception:4.429031|generation:3.014318
sequence:38|latency:1.116953|reception:4.569539|generation:3.452586
sequence:39|latency:0.981434|reception:4.659211|generation:3.677777
sequence:40|latency:1.078196|reception:4.782735|generation:3.704539
sequence:41|latency:1.140273|reception:4.885823|generation:3.74555
sequence:42|latency:1.147725|reception:4.952619|generation:3.804894
sequence:43|latency:0.970101|reception:5.052149|generation:4.082048
sequence:44|latency:0.888851|reception:5.20731|generation:4.318459
sequence:45|latency:0.847339|reception:5.340671|generation:4.493332
sequence:46|latency:0.921186|reception:5.434029|generation:4.512843
sequence:47|latency:0.960091|reception:5.571313|generation:4.611222
sequence:48|latency:0.974146|reception:5.631431|generation:4.657285
sequence:49|latency:1.01574|reception:5.758219|generation:4.742479
sequence:50|latency:0.931469|reception:5.840432|generation:4.908963
sequence:51|latency:0.865748|reception:5.951283|generation:5.085535
sequence:52|latency:0.950667|reception:6.103013|generation:5.152346
sequence:53|latency:1.039945|reception:6.261916|generation:5.221971
sequence:54|latency:1.129989|reception:6.370695|generation:5.240706
sequence:55|latency:1.015589|reception:6.456132|generation:5.440543
sequence:56|latency:0.935378|reception:6.553377|generation:5.617999
sequence:57|latency:1.012595|reception:6.652161|generation:5.639566
sequence:58|latency:1.113253|reception:6.763662|generation:5.650409
sequence:59|latency:1.074158|reception:6.8326|generation:5.758442
sequence:60|latency:1.055216|reception:6.986063|generation:5.930847
sequence:61|latency:1.099842|reception:7.059596|generation:5.959754
sequence:62|latency:1.107709|reception:7.181651|generation:6.073942
sequence:63|latency:1.212572|reception:7.292764|generation:6.080192
sequence:64|latency:1.209631|reception:7.371885|generation:6.162254
sequence:65|latency:1.331422|reception:7.526829|generation:6.195407
sequence:66|latency:1.405609|reception:7.666759|generation:6.26115
sequence:67|latency:1.491861|reception:7.799069|generation:6.307208
sequence:68|latency:1.57448|reception:7.916834|generation:6.342354
sequence:69|latency:1.658553|reception:8.060528|generation:6.401975
sequence:70|latency:1.741732|reception:8.163013|generation:6.421281
sequence:71|latency:1.748518|reception:8.241983|generation:6.493465
sequence:72|latency:1.693147|reception:8.32085|generation:6.627703
sequence:73|latency:1.739008|reception:8.45875|generation:6.719742
sequence:74|latency:1.798299|reception:8.568005|generation:6.769706
sequence:75|latency:1.771426|reception:8.629691|generation:6.858265
sequence:76|latency:1.837183|reception:8.735567|generation:6.898384
sequence:77|latency:1.909338|reception:8.888127|generation:6.978789
sequence:78|latency:2.011687|reception:8.99718|generation:6.985493
sequence:79|latency:2.048107|reception:9.14277|generation:7.094663
sequence:80|latency:1.694415|reception:9.222331|generation:7.527916
sequence:81|latency:1.642995|reception:9.364923|generation:7.721928
sequence:82|latency:1.736904|reception:9.510602|generation:7.773698
sequence:83|latency:1.783719|reception:9.617694|generation:7.833975
sequence:84|latency:1.838996|reception:9.703228|generation:7.864232
sequence:85|latency:1.881295|reception:9.82684|generation:7.945545
sequence:86|latency:2.00353|reception:9.973924|generation:7.970394
total run time:9.870543
